match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2014,2,Chelsea,1,3,2,3,1
2014,2,Man City,2,3,2,2,0
2014,2,Arsenal,3,3,1,2,1
2014,2,Liverpool,4,3,1,2,1
2014,2,Swansea,5,3,1,2,1
2014,2,Aston Villa,6,3,1,1,0
2014,2,Hull City,7,3,1,1,0
2014,2,Spurs,8,3,1,1,0
2014,2,Everton,9,1,0,2,2
2014,2,Leicester,10,1,0,2,2
2014,2,Sunderland,11,1,0,2,2
2014,2,West Brom,12,1,0,2,2
2014,2,Crystal Palace,13,0,-1,1,2
2014,2,Man Utd,14,0,-1,1,2
2014,2,Southampton,15,0,-1,1,2
2014,2,QPR,16,0,-1,0,1
2014,2,Stoke City,17,0,-1,0,1
2014,2,West Ham,18,0,-1,0,1
2014,2,Burnley,19,0,-2,1,3
2014,2,Newcastle,20,0,-2,0,2
2014,3,Spurs,1,6,5,5,0
2014,3,Chelsea,2,6,4,5,1
2014,3,Man City,3,6,4,5,1
2014,3,Swansea,4,6,2,3,1
2014,3,Arsenal,5,4,1,4,3
2014,3,Hull City,6,4,1,2,1
2014,3,Aston Villa,7,4,1,1,0
2014,3,West Ham,8,3,1,3,2
2014,3,Liverpool,9,3,-1,3,4
2014,3,Everton,10,2,0,4,4
2014,3,Sunderland,11,2,0,3,3
2014,3,West Brom,12,2,0,2,2
2014,3,Man Utd,13,1,-1,2,3
2014,3,Southampton,14,1,-1,1,2
2014,3,Stoke City,15,1,-1,1,2
2014,3,Leicester,16,1,-2,2,4
2014,3,Newcastle,17,1,-2,0,2
2014,3,Crystal Palace,18,0,-3,2,5
2014,3,Burnley,19,0,-3,1,4
2014,3,QPR,20,0,-5,0,5
2014,4,Chelsea,1,9,7,11,4
2014,4,Swansea,2,9,5,6,1
2014,4,Aston Villa,3,7,2,3,1
2014,4,Man City,4,6,3,5,2
2014,4,Liverpool,5,6,2,6,4
2014,4,Spurs,6,6,2,5,3
2014,4,Arsenal,7,5,1,5,4
2014,4,Southampton,8,4,1,4,3
2014,4,Hull City,9,4,0,3,3
2014,4,Stoke City,10,4,0,2,2
2014,4,West Ham,11,3,-1,4,5
2014,4,QPR,12,3,-4,1,5
2014,4,Sunderland,13,2,-1,3,4
2014,4,Man Utd,14,2,-1,2,3
2014,4,Leicester,15,2,-2,3,5
2014,4,Newcastle,16,2,-2,3,5
2014,4,Everton,17,2,-3,7,10
2014,4,West Brom,18,2,-3,2,5
2014,4,Crystal Palace,19,1,-3,5,8
2014,4,Burnley,20,1,-3,1,4
2014,5,Chelsea,1,12,9,15,6
2014,5,Aston Villa,2,10,3,4,1
2014,5,Swansea,3,9,3,8,5
2014,5,Southampton,4,7,5,8,3
2014,5,Man City,5,7,3,7,4
2014,5,Spurs,6,7,2,7,5
2014,5,Arsenal,7,6,1,7,6
2014,5,Liverpool,8,6,1,6,5
2014,5,Man Utd,9,5,3,6,3
2014,5,Hull City,10,5,0,5,5
2014,5,Everton,11,5,-1,9,10
2014,5,Leicester,12,5,-1,4,5
2014,5,West Ham,13,4,-1,6,7
2014,5,Stoke City,14,4,-1,2,3
2014,5,Sunderland,15,3,-1,5,6
2014,5,QPR,16,3,-8,1,9
2014,5,Crystal Palace,17,2,-3,5,8
2014,5,Burnley,18,2,-3,1,4
2014,5,West Brom,19,2,-5,2,7
2014,5,Newcastle,20,2,-6,3,9
2014,6,Chelsea,1,13,9,16,7
2014,6,Southampton,2,10,6,9,3
2014,6,Aston Villa,3,10,0,4,4
2014,6,Arsenal,4,9,4,10,6
2014,6,Swansea,5,9,2,8,6
2014,6,Man City,6,8,3,8,5
2014,6,Leicester,7,8,1,9,8
2014,6,West Ham,8,7,1,9,8
2014,6,Spurs,9,7,1,7,6
2014,6,Hull City,10,6,0,7,7
2014,6,Liverpool,11,6,-1,7,8
2014,6,Man Utd,12,5,1,9,8
2014,6,Stoke City,13,5,-1,4,5
2014,6,Everton,14,5,-2,11,13
2014,6,Crystal Palace,15,5,-2,8,10
2014,6,West Brom,16,5,-4,3,7
2014,6,Sunderland,17,4,-1,5,6
2014,6,QPR,18,4,-8,3,11
2014,6,Burnley,19,3,-3,1,4
2014,6,Newcastle,20,3,-6,5,11
