match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2011,2,Bolton,1,3,4,4,0
2011,2,Man City,2,3,4,4,0
2011,2,Spurs,3,3,2,2,0
2011,2,Wolves,4,3,1,2,1
2011,2,Man Utd,5,3,1,2,1
2011,2,Liverpool,6,1,0,1,1
2011,2,Sunderland,7,1,0,1,1
2011,2,Wigan,8,1,0,1,1
2011,2,Norwich,9,1,0,1,1
2011,2,Arsenal,10,1,0,0,0
2011,2,Aston Villa,11,1,0,0,0
2011,2,Stoke City,12,1,0,0,0
2011,2,Chelsea,13,1,0,0,0
2011,2,Newcastle,14,1,0,0,0
2011,2,Fulham,15,1,0,0,0
2011,2,Blackburn,16,0,-1,1,2
2011,2,West Brom,17,0,-1,1,2
2011,2,Everton,18,0,-2,0,2
2011,2,QPR,19,0,-4,0,4
2011,2,Swansea,20,0,-4,0,4
2011,3,Man City,1,6,5,7,2
2011,3,Man Utd,2,6,4,5,1
2011,3,Wolves,3,6,3,4,1
2011,3,Liverpool,4,4,2,3,1
2011,3,Aston Villa,5,4,2,3,1
2011,3,Chelsea,6,4,1,2,1
2011,3,Newcastle,7,4,1,1,0
2011,3,Bolton,8,3,3,6,3
2011,3,Spurs,9,3,-1,2,3
2011,3,QPR,10,3,-3,1,4
2011,3,Norwich,11,2,0,2,2
2011,3,Stoke City,12,2,0,1,1
2011,3,Wigan,13,2,0,1,1
2011,3,Sunderland,14,1,-1,1,2
2011,3,Arsenal,15,1,-2,0,2
2011,3,Fulham,16,1,-2,0,2
2011,3,Swansea,17,1,-4,0,4
2011,3,West Brom,18,0,-2,2,4
2011,3,Blackburn,19,0,-3,2,5
2011,3,Everton,20,0,-3,0,3
2011,4,Man Utd,1,9,10,13,3
2011,4,Man City,2,9,9,12,3
2011,4,Liverpool,3,7,4,6,2
2011,4,Chelsea,4,7,3,5,2
2011,4,Wolves,5,7,3,4,1
2011,4,Newcastle,6,7,2,3,1
2011,4,Aston Villa,7,5,2,3,1
2011,4,Wigan,8,5,2,3,1
2011,4,Stoke City,9,5,1,2,1
2011,4,Bolton,10,3,1,7,6
2011,4,Everton,11,3,-2,1,3
2011,4,Spurs,12,3,-5,3,8
2011,4,QPR,13,3,-5,1,6
2011,4,Sunderland,14,2,-1,1,2
2011,4,Norwich,15,2,-2,3,5
2011,4,Swansea,16,2,-4,0,4
2011,4,Fulham,17,1,-3,1,4
2011,4,Arsenal,18,1,-8,2,10
2011,4,West Brom,19,0,-3,2,5
2011,4,Blackburn,20,0,-4,2,6
2011,5,Man Utd,1,12,15,18,3
2011,5,Man City,2,12,12,15,3
2011,5,Chelsea,3,10,4,7,3
2011,5,Stoke City,4,8,2,3,1
2011,5,Newcastle,5,8,2,3,1
2011,5,Liverpool,6,7,3,6,3
2011,5,Wolves,7,7,1,4,3
2011,5,Aston Villa,8,6,2,5,3
2011,5,Spurs,9,6,-3,5,8
2011,5,Wigan,10,5,-1,3,4
2011,5,Everton,11,4,-2,3,5
2011,5,QPR,12,4,-5,1,6
2011,5,Arsenal,13,4,-7,3,10
2011,5,West Brom,14,3,-2,3,5
2011,5,Bolton,15,3,-4,7,11
2011,5,Sunderland,16,2,-2,2,4
2011,5,Norwich,17,2,-3,3,6
2011,5,Fulham,18,2,-3,2,5
2011,5,Swansea,19,2,-5,0,5
2011,5,Blackburn,20,1,-4,3,7
2011,6,Man Utd,1,15,17,21,4
2011,6,Man City,2,13,12,17,5
2011,6,Chelsea,3,10,2,8,6
2011,6,Newcastle,4,9,2,4,2
2011,6,Spurs,5,9,1,9,8
2011,6,Stoke City,6,8,-2,3,5
2011,6,Aston Villa,7,7,2,6,4
2011,6,Everton,8,7,0,6,6
2011,6,Liverpool,9,7,-1,6,7
2011,6,Wolves,10,7,-2,4,6
2011,6,QPR,11,7,-2,4,6
2011,6,Sunderland,12,5,2,6,4
2011,6,Norwich,13,5,-2,5,7
2011,6,Swansea,14,5,-2,3,5
2011,6,Wigan,15,5,-3,4,7
2011,6,Blackburn,16,4,-3,7,10
2011,6,Arsenal,17,4,-8,6,14
2011,6,Fulham,18,3,-3,4,7
2011,6,Bolton,19,3,-5,8,13
2011,6,West Brom,20,3,-5,3,8
2011,7,Man Utd,1,16,17,22,5
2011,7,Man City,2,16,14,19,5
2011,7,Chelsea,3,13,5,12,7
2011,7,Newcastle,4,12,4,7,3
2011,7,Spurs,5,12,2,11,9
2011,7,Liverpool,6,10,0,8,8
2011,7,Stoke City,7,9,-2,4,6
2011,7,Aston Villa,8,8,2,7,5
2011,7,Norwich,9,8,-1,7,8
2011,7,QPR,10,8,-2,5,7
2011,7,Everton,11,7,-2,6,8
2011,7,Wolves,12,7,-3,5,8
2011,7,Arsenal,13,7,-5,9,14
2011,7,Sunderland,14,5,1,7,6
2011,7,Wigan,15,5,-4,5,9
2011,7,Swansea,16,5,-5,4,9
2011,7,Fulham,17,4,-3,4,7
2011,7,Blackburn,18,4,-5,8,13
2011,7,West Brom,19,4,-5,3,8
2011,7,Bolton,20,3,-8,8,16
2011,8,Man Utd,1,19,19,24,5
2011,8,Man City,2,19,18,23,5
2011,8,Chelsea,3,16,9,17,8
2011,8,Newcastle,4,15,5,9,4
2011,8,Spurs,5,15,3,13,10
2011,8,Liverpool,6,13,2,10,8
2011,8,Aston Villa,7,11,4,9,5
2011,8,Stoke City,8,9,-4,4,8
2011,8,Norwich,9,8,-3,7,10
2011,8,Swansea,10,8,-3,6,9
2011,8,QPR,11,8,-8,5,13
2011,8,Fulham,12,7,3,10,7
2011,8,Everton,13,7,-4,6,10
2011,8,Wolves,14,7,-4,6,10
2011,8,Arsenal,15,7,-6,10,16
2011,8,Sunderland,16,6,1,9,8
2011,8,West Brom,17,5,-5,5,10
2011,8,Wigan,18,5,-6,5,11
2011,8,Blackburn,19,4,-9,8,17
2011,8,Bolton,20,3,-12,9,21
2011,9,Man City,1,22,21,27,6
2011,9,Man Utd,2,20,19,25,6
2011,9,Chelsea,3,19,11,20,9
2011,9,Newcastle,4,16,5,11,6
2011,9,Spurs,5,16,3,15,12
2011,9,Liverpool,6,14,2,11,9
2011,9,Stoke City,7,12,-2,6,8
2011,9,Aston Villa,8,11,1,10,9
2011,9,Norwich,9,11,-1,10,11
2011,9,Arsenal,10,10,-5,12,17
2011,9,QPR,11,9,-8,6,14
2011,9,West Brom,12,8,-3,7,10
2011,9,Swansea,13,8,-5,7,12
2011,9,Fulham,14,7,1,10,9
2011,9,Everton,15,7,-6,7,13
2011,9,Wolves,16,7,-6,6,12
2011,9,Sunderland,17,6,0,10,10
2011,9,Bolton,18,6,-10,12,22
2011,9,Wigan,19,5,-8,6,14
2011,9,Blackburn,20,5,-9,9,18
2011,10,Man City,1,25,26,33,7
2011,10,Man Utd,2,20,14,26,12
2011,10,Chelsea,3,19,10,20,10
2011,10,Newcastle,4,19,6,12,6
2011,10,Spurs,5,19,4,17,13
2011,10,Liverpool,6,15,2,12,10
2011,10,Arsenal,7,13,-3,15,18
2011,10,Norwich,8,12,-1,11,12
2011,10,Stoke City,9,12,-4,7,11
2011,10,QPR,10,12,-7,7,14
2011,10,Aston Villa,11,11,0,11,11
2011,10,West Brom,12,11,-2,9,11
2011,10,Everton,13,10,-4,10,14
2011,10,Sunderland,14,9,2,12,10
2011,10,Swansea,15,9,-5,9,14
2011,10,Wolves,16,8,-6,8,14
2011,10,Fulham,17,7,-1,11,12
2011,10,Bolton,18,6,-12,12,24
2011,10,Wigan,19,5,-9,6,15
2011,10,Blackburn,20,5,-10,10,20
2011,11,Man City,1,28,28,36,8
2011,11,Man Utd,2,23,15,27,12
2011,11,Newcastle,3,22,8,15,7
2011,11,Spurs,4,22,6,20,14
2011,11,Chelsea,5,19,8,23,15
2011,11,Liverpool,6,18,4,14,10
2011,11,Arsenal,7,16,-1,20,21
2011,11,Norwich,8,13,-1,14,15
2011,11,Aston Villa,9,12,0,13,13
2011,11,Swansea,10,12,-3,12,15
2011,11,Stoke City,11,12,-6,8,14
2011,11,QPR,12,12,-9,8,17
2011,11,West Brom,13,11,-4,9,13
2011,11,Sunderland,14,10,2,14,12
2011,11,Fulham,15,10,1,13,12
2011,11,Everton,16,10,-5,10,15
2011,11,Wolves,17,8,-8,9,17
2011,11,Blackburn,18,6,-10,13,23
2011,11,Bolton,19,6,-14,13,27
2011,11,Wigan,20,5,-11,6,17
2011,12,Man City,1,31,29,39,10
2011,12,Man Utd,2,26,16,28,12
2011,12,Newcastle,3,25,9,17,8
2011,12,Spurs,4,25,8,23,15
2011,12,Chelsea,5,22,9,24,15
2011,12,Liverpool,6,19,4,14,10
2011,12,Arsenal,7,19,2,23,21
2011,12,Aston Villa,8,15,1,16,15
2011,12,Norwich,9,13,-2,16,18
2011,12,Swansea,10,13,-3,12,15
2011,12,QPR,11,12,-10,10,20
2011,12,Stoke City,12,12,-11,8,19
2011,12,Wolves,13,11,-6,12,18
2011,12,West Brom,14,11,-7,9,16
2011,12,Sunderland,15,10,1,14,13
2011,12,Fulham,16,10,-1,14,15
2011,12,Everton,17,10,-6,11,17
2011,12,Bolton,18,9,-9,18,27
2011,12,Blackburn,19,6,-11,13,24
2011,12,Wigan,20,5,-13,7,20
2011,13,Man City,1,34,31,42,11
2011,13,Man Utd,2,29,17,29,12
2011,13,Spurs,3,28,10,25,15
2011,13,Newcastle,4,25,7,18,11
2011,13,Chelsea,5,22,8,25,17
2011,13,Liverpool,6,22,5,16,11
2011,13,Arsenal,7,22,3,25,22
2011,13,Aston Villa,8,15,-1,16,17
2011,13,QPR,9,15,-9,13,22
2011,13,West Brom,10,14,-6,11,17
2011,13,Norwich,11,13,-3,17,20
2011,13,Swansea,12,13,-4,12,16
2011,13,Everton,13,13,-5,13,18
2011,13,Stoke City,14,12,-12,10,22
2011,13,Sunderland,15,11,1,14,13
2011,13,Fulham,16,11,-1,14,15
2011,13,Wolves,17,11,-7,13,20
2011,13,Bolton,18,9,-10,19,29
2011,13,Blackburn,19,7,-11,16,27
2011,13,Wigan,20,6,-13,10,23
2011,14,Man City,1,35,31,43,12
2011,14,Spurs,2,31,12,28,16
2011,14,Man Utd,3,30,17,30,13
2011,14,Newcastle,4,26,7,19,12
2011,14,Chelsea,5,25,11,28,17
2011,14,Liverpool,6,23,5,17,12
2011,14,Arsenal,7,23,3,26,23
2011,14,Aston Villa,8,16,-1,16,17
2011,14,Norwich,9,16,-2,19,21
2011,14,Everton,10,16,-3,15,18
2011,14,QPR,11,15,-10,14,24
2011,14,Stoke City,12,15,-10,13,23
2011,14,Swansea,13,14,-4,12,16
2011,14,West Brom,14,14,-8,12,20
2011,14,Fulham,15,12,-1,15,16
2011,14,Sunderland,16,11,0,15,15
2011,14,Wolves,17,11,-10,13,23
2011,14,Bolton,18,9,-12,19,31
2011,14,Wigan,19,9,-12,12,24
2011,14,Blackburn,20,7,-13,17,30
2011,15,Man City,1,38,35,48,13
2011,15,Spurs,2,34,15,31,16
2011,15,Man Utd,3,33,18,31,13
2011,15,Chelsea,4,28,14,31,17
2011,15,Arsenal,5,26,7,30,23
2011,15,Newcastle,6,26,4,19,15
2011,15,Liverpool,7,23,4,17,13
2011,15,Stoke City,8,18,-9,14,23
2011,15,Aston Villa,9,16,-2,16,18
2011,15,Everton,10,16,-4,15,19
2011,15,Norwich,11,16,-6,20,26
2011,15,QPR,12,16,-10,15,25
2011,15,Fulham,13,15,0,16,16
2011,15,West Brom,14,15,-8,13,21
2011,15,Swansea,15,14,-6,14,20
2011,15,Wolves,16,14,-9,15,24
2011,15,Sunderland,17,11,-1,16,17
2011,15,Blackburn,18,10,-11,21,32
2011,15,Bolton,19,9,-15,19,34
2011,15,Wigan,20,9,-16,12,28
2011,16,Man City,1,38,34,49,15
2011,16,Man Utd,2,36,21,35,14
2011,16,Spurs,3,34,14,32,18
2011,16,Chelsea,4,31,15,33,18
2011,16,Arsenal,5,29,8,31,23
2011,16,Liverpool,6,26,5,18,13
2011,16,Newcastle,7,26,2,21,19
2011,16,Stoke City,8,21,-8,16,24
2011,16,Aston Villa,9,19,-1,18,19
2011,16,Norwich,10,19,-4,24,28
2011,16,Swansea,11,17,-4,16,20
2011,16,Everton,12,16,-5,15,20
2011,16,QPR,13,16,-11,15,26
2011,16,Fulham,14,15,-2,16,18
2011,16,West Brom,15,15,-9,14,23
2011,16,Sunderland,16,14,0,18,18
2011,16,Wolves,17,14,-12,16,28
2011,16,Wigan,18,12,-15,14,29
2011,16,Blackburn,19,10,-12,22,34
2011,16,Bolton,20,9,-16,20,36
2011,17,Man City,1,41,35,50,15
2011,17,Man Utd,2,39,23,37,14
2011,17,Spurs,3,37,15,33,18
2011,17,Chelsea,4,32,15,34,19
2011,17,Arsenal,5,29,7,31,24
2011,17,Liverpool,6,29,7,20,13
2011,17,Newcastle,7,27,2,21,19
2011,17,Stoke City,8,24,-7,18,25
2011,17,Norwich,9,20,-4,25,29
2011,17,Aston Villa,10,19,-3,18,21
2011,17,Fulham,11,18,0,18,18
2011,17,Swansea,12,18,-4,16,20
2011,17,West Brom,13,18,-8,16,24
2011,17,Everton,14,17,-5,16,21
2011,17,QPR,15,16,-13,15,28
2011,17,Sunderland,16,14,-1,18,19
2011,17,Wolves,17,14,-13,17,30
2011,17,Wigan,18,13,-15,15,30
2011,17,Blackburn,19,10,-13,23,36
2011,17,Bolton,20,9,-18,20,38
2011,18,Man City,1,44,38,53,15
2011,18,Man Utd,2,42,28,42,14
2011,18,Spurs,3,38,15,34,19
2011,18,Chelsea,4,33,15,35,20
2011,18,Arsenal,5,32,8,33,25
2011,18,Liverpool,6,30,7,20,13
2011,18,Newcastle,7,27,1,23,22
2011,18,Stoke City,8,24,-10,18,28
2011,18,Norwich,9,21,-4,27,31
2011,18,West Brom,10,21,-7,19,26
2011,18,Everton,11,20,-4,17,21
2011,18,Aston Villa,12,19,-4,19,23
2011,18,Fulham,13,18,-5,18,23
2011,18,Swansea,14,18,-5,16,21
2011,18,Sunderland,15,17,0,21,21
2011,18,QPR,16,16,-14,17,31
2011,18,Wolves,17,15,-13,19,32
2011,18,Wigan,18,14,-15,15,30
