match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2016,2,Man Utd,1,3,2,3,1
2016,2,Liverpool,2,3,1,4,3
2016,2,Man City,3,3,1,2,1
2016,2,Chelsea,4,3,1,2,1
2016,2,Hull City,5,3,1,2,1
2016,2,Swansea,6,3,1,1,0
2016,2,West Brom,7,3,1,1,0
2016,2,Spurs,8,1,0,1,1
2016,2,Southampton,9,1,0,1,1
2016,2,Stoke City,10,1,0,1,1
2016,2,Everton,11,1,0,1,1
2016,2,Watford,12,1,0,1,1
2016,2,Middlesbrough,13,1,0,1,1
2016,2,Arsenal,14,0,-1,3,4
2016,2,Leicester,15,0,-1,1,2
2016,2,West Ham,16,0,-1,1,2
2016,2,Sunderland,17,0,-1,1,2
2016,2,Crystal Palace,18,0,-1,0,1
2016,2,Burnley,19,0,-1,0,1
2016,2,Bournemouth,20,0,-2,1,3
2016,3,Man City,1,6,4,6,2
2016,3,Man Utd,2,6,4,5,1
2016,3,Hull City,3,6,3,4,1
2016,3,Chelsea,4,6,2,4,2
2016,3,Everton,5,4,1,3,2
2016,3,Middlesbrough,6,4,1,3,2
2016,3,Spurs,7,4,1,2,1
2016,3,Burnley,8,3,1,2,1
2016,3,West Ham,9,3,0,2,2
2016,3,West Brom,10,3,0,2,2
2016,3,Liverpool,11,3,-1,4,5
2016,3,Swansea,12,3,-1,1,2
2016,3,Arsenal,13,1,-1,3,4
2016,3,Watford,14,1,-1,2,3
2016,3,Leicester,15,1,-1,1,2
2016,3,Southampton,16,1,-2,1,3
2016,3,Stoke City,17,1,-3,2,5
2016,3,Sunderland,18,0,-2,2,4
2016,3,Crystal Palace,19,0,-2,0,2
2016,3,Bournemouth,20,0,-3,1,4
2016,4,Man City,1,9,6,9,3
2016,4,Chelsea,2,9,5,7,2
2016,4,Man Utd,3,9,5,6,1
2016,4,Everton,4,7,2,4,2
2016,4,Hull City,5,6,2,4,2
2016,4,Spurs,6,5,1,3,2
2016,4,Middlesbrough,7,5,1,3,2
2016,4,Arsenal,8,4,1,6,5
2016,4,Leicester,9,4,0,3,3
2016,4,West Brom,10,4,0,2,2
2016,4,Liverpool,11,4,-1,5,6
2016,4,West Ham,12,3,-2,3,5
2016,4,Swansea,13,3,-2,2,4
2016,4,Burnley,14,3,-2,2,4
2016,4,Southampton,15,2,-2,2,4
2016,4,Sunderland,16,1,-2,3,5
2016,4,Crystal Palace,17,1,-2,1,3
2016,4,Watford,18,1,-3,3,6
2016,4,Bournemouth,19,1,-3,2,5
2016,4,Stoke City,20,1,-4,2,6
2016,5,Man City,1,12,7,11,4
2016,5,Chelsea,2,10,5,9,4
2016,5,Everton,3,10,5,7,2
2016,5,Man Utd,4,9,4,7,3
2016,5,Spurs,5,8,5,7,2
2016,5,Liverpool,6,7,2,9,7
2016,5,Arsenal,7,7,2,8,6
2016,5,Hull City,8,7,2,5,3
2016,5,Middlesbrough,9,5,0,4,4
2016,5,Watford,10,4,-1,7,8
2016,5,Crystal Palace,11,4,-1,3,4
2016,5,West Brom,12,4,-1,2,3
2016,5,Swansea,13,4,-2,4,6
2016,5,Bournemouth,14,4,-2,3,5
2016,5,Burnley,15,4,-2,3,5
2016,5,Leicester,16,4,-3,4,7
2016,5,West Ham,17,3,-4,5,9
2016,5,Southampton,18,2,-3,3,6
2016,5,Sunderland,19,1,-5,3,8
2016,5,Stoke City,20,1,-8,2,10
2016,6,Man City,1,15,11,15,4
2016,6,Everton,2,13,7,10,3
2016,6,Spurs,3,11,6,8,2
2016,6,Arsenal,4,10,5,12,7
2016,6,Chelsea,5,10,4,10,6
2016,6,Liverpool,6,10,3,11,8
2016,6,Man Utd,7,9,2,8,6
2016,6,Crystal Palace,8,7,2,7,5
2016,6,Watford,9,7,1,10,9
2016,6,West Brom,10,7,1,6,5
2016,6,Leicester,11,7,0,7,7
2016,6,Hull City,12,7,-1,6,7
2016,6,Middlesbrough,13,5,-2,5,7
2016,6,Southampton,14,5,-2,4,6
2016,6,Swansea,15,4,-3,4,7
2016,6,Burnley,16,4,-5,3,8
2016,6,Bournemouth,17,4,-6,3,9
2016,6,West Ham,18,3,-6,7,13
2016,6,Sunderland,19,1,-6,3,9
2016,6,Stoke City,20,1,-11,3,14
2016,7,Man City,1,18,13,18,5
2016,7,Spurs,2,14,7,10,3
2016,7,Arsenal,3,13,8,15,7
2016,7,Liverpool,4,13,7,16,9
2016,7,Everton,5,13,6,10,4
2016,7,Man Utd,6,12,5,12,7
2016,7,Crystal Palace,7,10,3,10,7
2016,7,Chelsea,8,10,1,10,9
2016,7,Southampton,9,8,1,7,6
2016,7,West Brom,10,8,1,7,6
2016,7,Watford,11,7,-1,10,11
2016,7,Leicester,12,7,-3,8,11
2016,7,Burnley,13,7,-3,5,8
2016,7,Hull City,14,7,-5,7,12
2016,7,Bournemouth,15,7,-5,4,9
2016,7,Middlesbrough,16,5,-3,6,9
2016,7,Swansea,17,4,-5,5,10
2016,7,West Ham,18,3,-9,7,16
2016,7,Stoke City,19,2,-11,4,15
2016,7,Sunderland,20,1,-7,5,12
2016,8,Man City,1,18,11,18,7
2016,8,Spurs,2,17,9,12,3
2016,8,Arsenal,3,16,9,16,7
2016,8,Liverpool,4,16,8,18,10
2016,8,Everton,5,14,6,11,5
2016,8,Man Utd,6,13,5,13,8
2016,8,Chelsea,7,13,3,12,9
2016,8,Crystal Palace,8,11,3,11,8
2016,8,West Brom,9,9,1,8,7
2016,8,Southampton,10,9,1,7,6
2016,8,Watford,11,8,-1,12,13
2016,8,Leicester,12,8,-3,8,11
2016,8,Bournemouth,13,8,-5,6,11
2016,8,Burnley,14,7,-4,5,9
2016,8,Hull City,15,7,-7,7,14
2016,8,Middlesbrough,16,6,-3,7,10
2016,8,Swansea,17,4,-6,6,12
2016,8,West Ham,18,4,-9,8,17
2016,8,Stoke City,19,3,-11,5,16
2016,8,Sunderland,20,2,-7,6,13
2016,9,Man City,1,19,11,19,8
2016,9,Arsenal,2,19,10,19,9
2016,9,Spurs,3,18,9,13,4
2016,9,Liverpool,4,17,8,18,10
2016,9,Chelsea,5,16,6,15,9
2016,9,Everton,6,15,6,12,6
2016,9,Man Utd,7,14,5,13,8
2016,9,Southampton,8,12,3,10,7
2016,9,Crystal Palace,9,11,2,11,9
2016,9,Watford,10,11,0,13,13
2016,9,Bournemouth,11,11,0,12,12
2016,9,West Brom,12,10,1,9,8
2016,9,Leicester,13,8,-6,8,14
2016,9,Burnley,14,7,-6,6,12
2016,9,West Ham,15,7,-8,9,17
2016,9,Hull City,16,7,-12,8,20
2016,9,Middlesbrough,17,6,-4,7,11
2016,9,Stoke City,18,6,-9,7,16
2016,9,Swansea,19,4,-7,8,15
2016,9,Sunderland,20,2,-9,6,15
2016,10,Man City,1,20,11,20,9
2016,10,Arsenal,2,20,10,19,9
2016,10,Liverpool,3,20,9,20,11
2016,10,Chelsea,4,19,10,19,9
2016,10,Spurs,5,19,9,13,4
2016,10,Everton,6,15,5,13,8
2016,10,Man Utd,7,14,1,13,12
2016,10,Southampton,8,13,3,11,8
2016,10,Watford,9,12,0,13,13
2016,10,Bournemouth,10,12,0,12,12
2016,10,Crystal Palace,11,11,0,12,12
2016,10,Leicester,12,11,-4,11,15
2016,10,West Brom,13,10,0,10,10
2016,10,Burnley,14,10,-5,8,13
2016,10,West Ham,15,10,-7,10,17
2016,10,Stoke City,16,9,-7,9,16
2016,10,Middlesbrough,17,7,-4,7,11
2016,10,Hull City,18,7,-14,8,22
2016,10,Swansea,19,5,-7,8,15
2016,10,Sunderland,20,2,-10,6,16
2016,11,Man City,1,23,15,24,9
2016,11,Arsenal,2,23,13,23,10
2016,11,Liverpool,3,23,11,24,13
2016,11,Chelsea,4,22,12,21,9
2016,11,Spurs,5,20,9,14,5
2016,11,Everton,6,18,7,15,8
2016,11,Watford,7,15,1,14,13
2016,11,Man Utd,8,15,1,13,12
2016,11,Southampton,9,13,1,11,10
2016,11,Bournemouth,10,12,-2,12,14
2016,11,Leicester,11,12,-4,12,16
2016,11,Stoke City,12,12,-5,12,17
2016,11,Crystal Palace,13,11,-2,14,16
2016,11,Burnley,14,11,-5,8,13
2016,11,Middlesbrough,15,10,-2,9,11
2016,11,West Brom,16,10,-4,10,14
2016,11,West Ham,17,10,-9,10,19
2016,11,Hull City,18,7,-15,8,23
2016,11,Swansea,19,5,-9,9,18
2016,11,Sunderland,20,2,-13,7,20
2016,12,Liverpool,1,26,16,30,14
2016,12,Chelsea,2,25,17,26,9
2016,12,Man City,3,24,15,25,10
2016,12,Arsenal,4,24,13,24,11
2016,12,Spurs,5,21,9,15,6
2016,12,Man Utd,6,18,3,16,13
2016,12,Everton,7,18,2,15,13
2016,12,Watford,8,15,-4,15,19
2016,12,Burnley,9,14,-4,11,15
2016,12,Southampton,10,13,0,12,12
2016,12,West Brom,11,13,-3,12,15
2016,12,Stoke City,12,13,-5,13,18
2016,12,Bournemouth,13,12,-3,13,16
2016,12,Leicester,14,12,-5,13,18
2016,12,Middlesbrough,15,11,-2,10,12
2016,12,Crystal Palace,16,11,-3,16,19
2016,12,West Ham,17,11,-9,11,20
2016,12,Hull City,18,10,-14,10,24
2016,12,Swansea,19,5,-11,10,21
2016,12,Sunderland,20,5,-12,9,21
2016,13,Chelsea,1,28,18,27,9
2016,13,Liverpool,2,27,16,30,14
2016,13,Man City,3,27,16,27,11
2016,13,Arsenal,4,25,13,25,12
2016,13,Spurs,5,24,10,18,8
2016,13,Man Utd,6,19,3,17,14
2016,13,Everton,7,19,2,16,14
2016,13,Watford,8,18,-3,17,20
2016,13,West Brom,9,16,1,16,15
2016,13,Bournemouth,10,15,-2,14,16
2016,13,Southampton,11,14,0,12,12
2016,13,Burnley,12,14,-8,11,19
2016,13,Stoke City,13,13,-6,13,19
2016,13,Leicester,14,12,-6,14,20
2016,13,Middlesbrough,15,11,-3,10,13
2016,13,Crystal Palace,16,11,-4,17,21
2016,13,West Ham,17,11,-10,13,23
2016,13,Hull City,18,10,-17,10,27
2016,13,Sunderland,19,8,-9,12,21
2016,13,Swansea,20,6,-11,11,22
2016,14,Chelsea,1,31,19,29,10
2016,14,Liverpool,2,30,18,32,14
2016,14,Man City,3,30,17,29,12
2016,14,Arsenal,4,28,15,28,13
2016,14,Spurs,5,24,9,19,10
2016,14,Man Utd,6,20,3,18,15
2016,14,Everton,7,19,1,16,15
2016,14,Watford,8,18,-4,17,21
2016,14,West Brom,9,17,1,17,16
2016,14,Southampton,10,17,1,13,12
2016,14,Stoke City,11,16,-5,14,19
2016,14,Bournemouth,12,15,-4,15,19
2016,14,Burnley,13,14,-9,12,21
2016,14,Leicester,14,13,-6,16,22
2016,14,Middlesbrough,15,12,-3,12,15
2016,14,West Ham,16,12,-10,14,24
2016,14,Crystal Palace,17,11,-5,21,26
2016,14,Hull City,18,11,-17,11,28
2016,14,Swansea,19,9,-10,16,26
2016,14,Sunderland,20,8,-11,12,23
2016,15,Chelsea,1,34,21,32,11
2016,15,Arsenal,2,31,19,33,14
2016,15,Liverpool,3,30,17,35,18
2016,15,Man City,4,30,15,30,15
2016,15,Spurs,5,27,14,24,10
2016,15,Man Utd,6,21,3,19,16
2016,15,West Brom,7,20,3,20,17
2016,15,Everton,8,20,1,17,16
2016,15,Stoke City,9,19,-3,16,19
2016,15,Bournemouth,10,18,-3,19,22
2016,15,Watford,11,18,-6,18,24
2016,15,Southampton,12,17,-2,13,15
2016,15,Middlesbrough,13,15,-2,13,15
2016,15,Crystal Palace,14,14,-2,24,26
2016,15,Burnley,15,14,-11,12,23
2016,15,Leicester,16,13,-7,17,24
2016,15,West Ham,17,12,-14,15,29
2016,15,Sunderland,18,11,-10,14,24
2016,15,Hull City,19,11,-18,11,29
2016,15,Swansea,20,9,-15,16,31
2016,16,Chelsea,1,37,22,33,11
2016,16,Arsenal,2,34,21,36,15
2016,16,Liverpool,3,31,17,37,20
2016,16,Man City,4,30,13,32,19
2016,16,Spurs,5,27,13,24,11
2016,16,Man Utd,6,24,4,20,16
2016,16,Watford,7,21,-5,21,26
2016,16,West Brom,8,20,2,20,18
2016,16,Everton,9,20,0,19,19
2016,16,Southampton,10,20,-1,14,15
2016,16,Stoke City,11,19,-5,17,22
2016,16,Bournemouth,12,18,-4,21,25
2016,16,Burnley,13,17,-10,15,25
2016,16,Leicester,14,16,-5,21,26
2016,16,Crystal Palace,15,15,-2,27,29
2016,16,Middlesbrough,16,15,-3,13,16
2016,16,West Ham,17,13,-14,17,31
2016,16,Swansea,18,12,-12,19,31
2016,16,Hull City,19,12,-18,14,32
2016,16,Sunderland,20,11,-13,14,27
2016,17,Chelsea,1,40,23,34,11
2016,17,Liverpool,2,34,20,40,20
