match_year,match_round,home_team,away_team,ht_win_pred_transfer,draw_pred_transfer,at_win_pred_transfer
2013,36,Lazio,Hellas Verona,82.8,11.0,6.2
2013,36,Juventus,Atalanta,95.9,2.1,2.1
2013,36,Fiorentina,Sassuolo,96.7,1.3,2.0
2013,36,SSC Napoli,Cagliari Calcio,97.4,1.3,1.3
2013,37,Hellas Verona,Udinese Calcio,73.8,12.8,13.5
2013,37,Inter,Lazio,80.1,14.9,5.0
2013,37,Atalanta,AC Milan,6.3,14.0,79.7
2013,37,Bologna,Catania,69.7,20.7,9.7
2013,37,Torino,Parma,54.8,31.5,13.7
2013,37,Sampdoria,SSC Napoli,3.4,6.2,90.4
2013,37,Sassuolo,Genoa,36.6,30.3,33.1
2013,37,AS Livorno,Fiorentina,4.8,4.8,90.4
2013,37,Cagliari Calcio,Chievo Verona,61.4,26.9,11.7
2013,37,AS Roma,Juventus,36.7,36.7,26.5
2013,38,Udinese Calcio,Sampdoria,77.3,16.4,6.3
2013,38,Catania,Atalanta,36.7,37.5,25.8
2013,38,Genoa,AS Roma,1.6,13.3,85.2
2013,38,Juventus,Cagliari Calcio,98.4,0.8,0.8
2013,38,Fiorentina,Torino,75.2,14.0,10.9
2013,38,AC Milan,Sassuolo,93.0,3.9,3.1
2013,38,Parma,AS Livorno,91.5,7.0,1.6
2013,38,Chievo Verona,Inter,3.9,12.4,83.7
2013,38,SSC Napoli,Hellas Verona,92.2,6.2,1.6
2013,38,Lazio,Bologna,94.6,3.1,2.3
2014,1,Chievo Verona,Juventus,1.6,1.6,96.9
2014,1,AS Roma,Fiorentina,74.9,17.8,7.3
2014,1,Atalanta,Hellas Verona,42.0,31.6,26.4
2014,1,AC Milan,Lazio,50.3,36.8,13.0
2014,1,Udinese Calcio,FC Empoli,89.7,6.7,3.6
2014,1,Torino,Inter,4.1,17.9,77.9
2014,1,Sassuolo,Cagliari Calcio,29.7,44.1,26.2
2014,1,US Palermo,Sampdoria,47.7,32.3,20.0
2014,1,Genoa,SSC Napoli,2.6,10.3,87.2
2014,1,Cesena,Parma,6.7,22.1,71.3
2014,2,FC Empoli,AS Roma,2.2,0.0,97.8
2014,2,Juventus,Udinese Calcio,91.6,7.3,1.1
2014,2,Sampdoria,Torino,50.5,36.8,12.6
2014,2,Cagliari Calcio,Atalanta,52.7,36.4,10.9
2014,2,SSC Napoli,Chievo Verona,98.4,1.1,0.5
2014,2,Lazio,Cesena,92.9,4.9,2.2
2014,2,Inter,Sassuolo,93.4,6.0,0.5
2014,2,Fiorentina,Genoa,84.6,14.3,1.1
2014,2,Parma,AC Milan,2.7,18.6,78.7
2014,2,Hellas Verona,US Palermo,36.8,46.5,16.8
2014,3,Cesena,FC Empoli,61.2,31.5,7.3
2014,3,AC Milan,Juventus,19.6,34.5,45.8
2014,3,Chievo Verona,Parma,53.3,24.0,22.8
2014,3,Sassuolo,Sampdoria,8.9,30.2,60.9
2014,3,AS Roma,Cagliari Calcio,97.6,1.8,0.6
2014,3,Genoa,Lazio,12.4,25.4,62.1
2014,3,Atalanta,Fiorentina,12.4,24.9,62.7
2014,3,Udinese Calcio,SSC Napoli,12.4,21.9,65.7
2014,3,Torino,Hellas Verona,58.0,22.5,19.5
2014,3,US Palermo,Inter,1.8,7.1,91.1
2014,4,FC Empoli,AC Milan,1.9,1.9,96.1
2014,4,Cagliari Calcio,Torino,25.8,47.9,26.4
2014,4,Sampdoria,Chievo Verona,85.3,11.0,3.7
2014,4,Parma,AS Roma,3.1,9.2,87.7
2014,4,SSC Napoli,US Palermo,91.4,6.7,1.8
2014,4,Juventus,Cesena,99.4,0.6,0.0
2014,4,Inter,Atalanta,93.3,4.9,1.8
2014,4,Hellas Verona,Genoa,57.7,34.4,8.0
2014,4,Fiorentina,Sassuolo,96.9,1.8,1.2
2014,4,Lazio,Udinese Calcio,56.7,29.9,13.4
2014,5,AS Roma,Hellas Verona,96.2,3.8,0.0
2014,5,Atalanta,Juventus,1.3,6.3,92.5
2014,5,Sassuolo,SSC Napoli,3.1,10.0,86.9
2014,5,Torino,Fiorentina,17.9,40.1,42.0
2014,5,Inter,Cagliari Calcio,98.8,0.6,0.6
2014,5,Chievo Verona,FC Empoli,59.0,32.9,8.1
2014,5,Cesena,AC Milan,2.5,8.1,89.4
2014,5,Genoa,Sampdoria,32.5,50.9,16.6
2014,5,Udinese Calcio,Parma,79.8,13.5,6.7
2014,5,US Palermo,Lazio,19.0,29.4,51.5
2014,6,Hellas Verona,Cagliari Calcio,79.6,17.4,3.0
2014,6,AC Milan,Chievo Verona,98.2,1.2,0.6
2014,6,FC Empoli,US Palermo,18.0,46.1,35.9
2014,6,Lazio,Sassuolo,91.1,8.3,0.6
2014,6,Udinese Calcio,Cesena,97.0,1.8,1.2
2014,6,Sampdoria,Atalanta,76.0,21.0,3.0
2014,6,Parma,Genoa,36.5,40.1,23.4
2014,6,Juventus,AS Roma,63.9,27.1,9.0
2014,6,Fiorentina,Inter,17.5,40.4,42.2
2014,6,SSC Napoli,Torino,91.0,7.8,1.2
2014,7,AS Roma,Chievo Verona,100.0,0.0,0.0
2014,7,Sassuolo,Juventus,0.6,1.3,98.1
2014,7,Fiorentina,Lazio,63.1,31.8,5.1
2014,7,Torino,Udinese Calcio,29.1,24.1,46.8
2014,7,US Palermo,Cesena,63.7,21.0,15.3
2014,7,Hellas Verona,AC Milan,8.9,23.4,67.7
2014,7,Cagliari Calcio,Sampdoria,14.6,22.9,62.4
2014,7,Atalanta,Parma,43.7,41.1,15.2
2014,7,Inter,SSC Napoli,40.8,36.3,22.9
2014,7,Genoa,FC Empoli,74.5,21.0,4.5
2014,8,FC Empoli,Cagliari Calcio,63.7,28.8,7.5
2014,8,Parma,Sassuolo,68.7,24.0,7.3
2014,8,Sampdoria,AS Roma,10.6,15.2,74.2
2014,8,Udinese Calcio,Atalanta,90.9,5.8,3.2
2014,8,Juventus,US Palermo,99.4,0.0,0.6
2014,8,Chievo Verona,Genoa,18.8,46.8,34.4
2014,8,Cesena,Inter,2.6,8.3,89.1
2014,8,SSC Napoli,Hellas Verona,91.1,7.0,1.9
2014,8,Lazio,Torino,84.0,12.8,3.2
2014,8,AC Milan,Fiorentina,78.3,19.7,1.9
2014,9,Sassuolo,FC Empoli,65.3,21.8,12.9
2014,9,Atalanta,SSC Napoli,5.2,8.2,86.6
2014,9,Torino,Parma,88.8,6.7,4.5
2014,9,AS Roma,Cesena,99.3,0.0,0.7
2014,9,US Palermo,Chievo Verona,64.9,29.9,5.2
2014,9,Inter,Sampdoria,64.9,26.9,8.2
2014,9,Genoa,Juventus,1.5,6.7,91.8
2014,9,Fiorentina,Udinese Calcio,69.4,19.4,11.2
2014,9,Cagliari Calcio,AC Milan,2.2,11.9,85.8
2014,9,Hellas Verona,Lazio,8.7,34.1,57.2
2014,10,SSC Napoli,AS Roma,18.1,38.9,43.0
2014,10,FC Empoli,Juventus,0.7,2.0,97.3
2014,10,Parma,Inter,3.4,12.8,83.9
2014,10,Udinese Calcio,Genoa,79.7,15.5,4.7
2014,10,Torino,Atalanta,83.1,15.5,1.4
2014,10,Sampdoria,Fiorentina,34.5,39.9,25.7
2014,10,Chievo Verona,Sassuolo,37.2,35.8,27.0
2014,10,AC Milan,US Palermo,98.7,0.7,0.7
2014,10,Cesena,Hellas Verona,18.8,30.2,51.0
2014,10,Lazio,Cagliari Calcio,95.3,4.7,0.0
2014,11,Sassuolo,Atalanta,67.4,22.0,10.6
2014,11,Sampdoria,AC Milan,36.2,31.9,31.9
2014,11,Cagliari Calcio,Genoa,20.8,28.5,50.7
2014,11,US Palermo,Udinese Calcio,34.5,26.2,39.3
2014,11,Juventus,Parma,98.6,1.4,0.0
2014,11,FC Empoli,Lazio,4.1,5.5,90.3
2014,11,Chievo Verona,Cesena,55.2,40.7,4.1
2014,11,Fiorentina,SSC Napoli,24.3,28.5,47.2
2014,11,AS Roma,Torino,93.2,6.1,0.7
2014,11,Inter,Hellas Verona,87.1,11.6,1.4
2014,12,Atalanta,AS Roma,0.7,2.8,96.5
2014,12,Lazio,Juventus,7.6,22.9,69.4
2014,12,Torino,Sassuolo,66.2,30.3,3.4
2014,12,Udinese Calcio,Chievo Verona,92.6,4.0,3.4
2014,12,Parma,FC Empoli,46.6,36.5,16.9
2014,12,SSC Napoli,Cagliari Calcio,98.6,0.7,0.7
2014,12,Hellas Verona,Fiorentina,15.4,41.6,43.0
2014,12,Cesena,Sampdoria,4.7,10.1,85.1
2014,12,AC Milan,Inter,48.3,44.3,7.4
2014,12,Genoa,US Palermo,81.1,12.8,6.1
2014,13,Sassuolo,Hellas Verona,50.0,35.5,14.5
2014,13,Chievo Verona,Lazio,5.0,10.0,85.0
2014,13,Cagliari Calcio,Fiorentina,3.5,17.7,78.7
2014,13,US Palermo,Parma,84.4,9.2,6.4
2014,13,AC Milan,Udinese Calcio,80.7,18.6,0.7
2014,13,FC Empoli,Atalanta,48.2,41.1,10.6
2014,13,Cesena,Genoa,8.6,13.7,77.7
2014,13,Juventus,Torino,95.7,3.5,0.7
2014,13,AS Roma,Inter,83.7,13.5,2.8
2014,13,Sampdoria,SSC Napoli,16.2,48.6,35.2
2014,14,Fiorentina,Juventus,6.1,18.9,75.0
2014,14,AS Roma,Sassuolo,98.5,1.5,0.0
2014,14,Torino,US Palermo,53.3,35.0,11.7
2014,14,SSC Napoli,FC Empoli,97.1,2.9,0.0
2014,14,Atalanta,Cesena,66.4,30.0,3.6
2014,14,Parma,Lazio,5.0,7.1,87.9
2014,14,Genoa,AC Milan,21.4,46.4,32.1
2014,14,Inter,Udinese Calcio,80.7,15.7,3.6
2014,14,Cagliari Calcio,Chievo Verona,59.4,34.8,5.8
2014,14,Hellas Verona,Sampdoria,15.0,21.4,63.6
2014,15,US Palermo,Sassuolo,50.0,45.0,5.0
2014,15,Lazio,Atalanta,96.4,2.9,0.7
2014,15,Juventus,Sampdoria,92.9,7.1,0.0
2014,15,Udinese Calcio,Hellas Verona,82.4,12.0,5.6
2014,15,Parma,Cagliari Calcio,34.5,41.5,23.9
2014,15,Genoa,AS Roma,15.5,31.0,53.5
2014,15,Cesena,Fiorentina,4.9,4.9,90.1
2014,15,AC Milan,SSC Napoli,31.0,41.5,27.5
2014,15,FC Empoli,Torino,45.8,34.0,20.1
2014,15,Chievo Verona,Inter,4.8,22.1,73.1
2014,16,Cagliari Calcio,Juventus,1.6,0.8,97.6
2014,16,SSC Napoli,Parma,100.0,0.0,0.0
2014,16,Sassuolo,Cesena,82.2,13.3,4.4
2014,16,AS Roma,AC Milan,74.6,20.1,5.2
2014,16,Hellas Verona,Chievo Verona,66.7,28.1,5.2
2014,16,Atalanta,US Palermo,36.0,39.7,24.3
2014,16,Torino,Genoa,24.3,24.3,51.5
2014,16,Sampdoria,Udinese Calcio,77.2,17.6,5.1
2014,16,Fiorentina,FC Empoli,95.6,3.7,0.7
2014,16,Inter,Lazio,42.6,32.4,25.0
2014,17,Lazio,Sampdoria,73.0,22.0,5.0
2014,17,Udinese Calcio,AS Roma,3.8,16.0,80.2
2014,17,Parma,Fiorentina,5.6,5.6,88.9
2014,17,US Palermo,Cagliari Calcio,88.9,9.3,1.9
2014,17,AC Milan,Sassuolo,95.4,3.7,0.9
2014,17,Genoa,Atalanta,88.9,9.3,1.9
2014,17,FC Empoli,Hellas Verona,36.1,48.1,15.7
2014,17,Chievo Verona,Torino,19.4,56.5,24.1
2014,17,Cesena,SSC Napoli,0.9,0.9,98.1
2014,17,Juventus,Inter,88.2,10.9,0.9
2014,18,Sassuolo,Udinese Calcio,40.4,35.1,24.6
2014,18,Torino,AC Milan,9.5,20.7,69.8
2014,18,Inter,Genoa,79.0,16.8,4.2
2014,18,Atalanta,Chievo Verona,59.0,31.6,9.4
2014,18,Sampdoria,FC Empoli,94.0,4.3,1.7
2014,18,AS Roma,Lazio,80.3,13.7,6.0
2014,18,Hellas Verona,Parma,70.1,24.8,5.1
2014,18,Fiorentina,US Palermo,82.1,14.5,3.4
2014,18,Cagliari Calcio,Cesena,70.9,23.1,6.0
2014,18,SSC Napoli,Juventus,20.2,39.5,40.3
2014,19,FC Empoli,Inter,3.5,4.4,92.1
2014,19,US Palermo,AS Roma,2.6,9.6,87.7
2014,19,Lazio,SSC Napoli,50.4,37.4,12.2
2014,19,Cesena,Torino,11.2,31.0,57.8
2014,19,Udinese Calcio,Cagliari Calcio,89.7,8.6,1.7
2014,19,Parma,Sampdoria,10.3,14.7,75.0
2014,19,AC Milan,Atalanta,95.7,4.3,0.0
2014,19,Genoa,Sassuolo,71.6,25.9,2.6
2014,19,Chievo Verona,Fiorentina,6.0,15.5,78.4
2014,19,Juventus,Hellas Verona,100.0,0.0,0.0
2014,20,Cagliari Calcio,Sassuolo,23.1,34.3,42.6
2014,20,Lazio,AC Milan,66.7,26.9,6.5
2014,20,Hellas Verona,Atalanta,61.5,30.3,8.3
2014,20,Inter,Torino,94.5,5.5,0.0
2014,20,Sampdoria,US Palermo,83.5,12.8,3.7
2014,20,Juventus,Chievo Verona,100.0,0.0,0.0
2014,20,Parma,Cesena,54.6,40.7,4.6
2014,20,Fiorentina,AS Roma,13.6,29.1,57.3
2014,20,FC Empoli,Udinese Calcio,19.6,41.1,39.3
2014,20,SSC Napoli,Genoa,91.2,8.8,0.0
2014,21,Genoa,Fiorentina,17.1,47.9,35.0
2014,21,AS Roma,FC Empoli,95.7,2.6,1.7
2014,21,Sassuolo,Inter,5.1,29.9,65.0
2014,21,Atalanta,Cagliari Calcio,65.0,30.8,4.3
2014,21,Torino,Sampdoria,20.5,26.5,53.0
2014,21,Chievo Verona,SSC Napoli,1.7,8.5,89.7
2014,21,Cesena,Lazio,3.4,2.6,94.0
2014,21,Udinese Calcio,Juventus,3.4,10.3,86.3
2014,21,US Palermo,Hellas Verona,85.5,12.0,2.6
2014,21,AC Milan,Parma,94.0,4.3,1.7
2014,22,Hellas Verona,Torino,26.0,42.3,31.7
2014,22,Juventus,AC Milan,91.9,4.1,4.1
2014,22,Fiorentina,Atalanta,97.5,2.5,0.0
2014,22,SSC Napoli,Udinese Calcio,93.4,6.6,0.0
2014,22,Sampdoria,Sassuolo,77.9,18.0,4.1
2014,22,Cagliari Calcio,AS Roma,0.8,4.9,94.3
2014,22,FC Empoli,Cesena,70.5,24.6,4.9
2014,22,Inter,US Palermo,75.4,14.8,9.8
2014,22,Lazio,Genoa,86.9,9.0,4.1
2014,22,Parma,Chievo Verona,46.1,40.9,13.0
2014,23,Sassuolo,Fiorentina,5.6,19.8,74.6
2014,23,US Palermo,SSC Napoli,5.6,15.9,78.6
2014,23,AC Milan,FC Empoli,93.7,4.8,1.6
2014,23,Torino,Cagliari Calcio,93.6,6.4,0.0
2014,23,AS Roma,Parma,98.4,0.8,0.8
2014,23,Udinese Calcio,Lazio,11.2,32.0,56.8
2014,23,Atalanta,Inter,12.0,16.8,71.2
2014,23,Genoa,Hellas Verona,83.2,12.8,4.0
2014,23,Chievo Verona,Sampdoria,4.0,15.9,80.2
2014,23,Cesena,Juventus,0.8,1.6,97.6
2014,24,Juventus,Atalanta,99.2,0.8,0.0
2014,24,Hellas Verona,AS Roma,0.8,7.0,92.2
2014,24,Lazio,US Palermo,82.9,12.4,4.7
2014,24,FC Empoli,Chievo Verona,50.4,43.4,6.2
2014,24,AC Milan,Cesena,96.1,3.1,0.8
2014,24,Fiorentina,Torino,86.0,10.9,3.1
2014,24,SSC Napoli,Sassuolo,96.2,3.1,0.8
2014,24,Cagliari Calcio,Inter,4.6,13.1,82.3
2014,24,Sampdoria,Genoa,45.7,46.5,7.8
2014,24,Parma,Udinese Calcio,15.5,10.9,73.6
2014,25,Chievo Verona,AC Milan,4.1,14.8,81.1
2014,25,Cagliari Calcio,Hellas Verona,43.4,42.6,13.9
2014,25,US Palermo,FC Empoli,78.2,21.0,0.8
2014,25,Cesena,Udinese Calcio,7.3,20.2,72.6
2014,25,Atalanta,Sampdoria,12.9,21.8,65.3
2014,25,Sassuolo,Lazio,3.2,16.9,79.8
2014,25,Inter,Fiorentina,48.0,39.8,12.2
2014,25,Torino,SSC Napoli,9.7,20.2,70.2
2014,25,AS Roma,Juventus,25.8,41.9,32.3
2014,25,Genoa,Parma,93.9,3.5,2.6
2014,26,Sampdoria,Cagliari Calcio,97.6,0.8,1.6
2014,26,AC Milan,Hellas Verona,95.2,4.0,0.8
2014,26,Cesena,US Palermo,8.1,29.0,62.9
2014,26,Parma,Atalanta,13.7,29.0,57.3
2014,26,Udinese Calcio,Torino,24.2,32.3,43.5
2014,26,Chievo Verona,AS Roma,0.8,3.2,96.0
2014,26,FC Empoli,Genoa,15.3,37.1,47.6
2014,26,SSC Napoli,Inter,80.0,13.6,6.4
2014,26,Lazio,Fiorentina,56.8,32.0,11.2
2014,26,Juventus,Sassuolo,98.4,1.6,0.0
2014,27,US Palermo,Juventus,4.3,10.3,85.5
2014,27,Cagliari Calcio,FC Empoli,33.1,38.1,28.8
2014,27,Atalanta,Udinese Calcio,25.4,32.2,42.4
2014,27,Sassuolo,Parma,86.4,7.6,5.9
2014,27,Genoa,Chievo Verona,89.0,8.5,2.5
2014,27,Hellas Verona,SSC Napoli,0.8,10.2,89.0
2014,27,Inter,Cesena,99.2,0.8,0.0
2014,27,Fiorentina,AC Milan,74.8,19.3,5.9
2014,27,Torino,Lazio,8.4,26.9,64.7
2014,27,AS Roma,Sampdoria,89.1,7.6,3.4
2014,28,Chievo Verona,US Palermo,23.3,37.5,39.2
2014,28,AC Milan,Cagliari Calcio,97.5,2.5,0.0
2014,28,FC Empoli,Sassuolo,45.4,33.6,21.0
2014,28,Juventus,Genoa,95.0,3.3,1.7
2014,28,SSC Napoli,Atalanta,97.5,2.5,0.0
2014,28,Parma,Torino,5.0,10.8,84.2
2014,28,Cesena,AS Roma,2.5,1.7,95.8
2014,28,Sampdoria,Inter,50.0,29.2,20.8
2014,28,Lazio,Hellas Verona,97.5,0.8,1.7
2014,28,Udinese Calcio,Fiorentina,7.5,18.3,74.2
2014,29,AS Roma,SSC Napoli,64.0,27.2,8.8
2014,29,Hellas Verona,Cesena,84.2,13.3,2.5
2014,29,Genoa,Udinese Calcio,75.0,15.8,9.2
2014,29,Atalanta,Torino,10.1,24.4,65.5
2014,29,Inter,Parma,99.2,0.0,0.8
2014,29,US Palermo,AC Milan,15.8,40.8,43.3
2014,29,Cagliari Calcio,Lazio,1.7,2.5,95.8
2014,29,Sassuolo,Chievo Verona,60.8,32.5,6.7
2014,29,Fiorentina,Sampdoria,71.7,23.3,5.0
2014,29,Juventus,FC Empoli,98.3,1.7,0.0
2014,30,Genoa,Cagliari Calcio,92.4,5.0,2.5
2014,30,Parma,Juventus,1.7,0.0,98.3
2014,30,Hellas Verona,Inter,11.6,29.8,58.7
2014,30,Cesena,Chievo Verona,29.8,49.6,20.7
2014,30,Atalanta,Sassuolo,35.5,34.7,29.8
2014,30,Torino,AS Roma,8.2,19.7,72.1
2014,30,Udinese Calcio,US Palermo,61.2,27.3,11.6
2014,30,SSC Napoli,Fiorentina,55.4,24.0,20.7
2014,30,Lazio,FC Empoli,98.4,0.0,1.6
2014,30,AC Milan,Sampdoria,59.0,30.3,10.7
2014,31,Sampdoria,Cesena,95.9,4.1,0.0
2014,31,Juventus,Lazio,71.8,16.1,12.1
2014,31,Sassuolo,Torino,18.0,32.8,49.2
2014,31,AS Roma,Atalanta,96.7,2.4,0.8
2014,31,Chievo Verona,Udinese Calcio,41.5,43.9,14.6
2014,31,FC Empoli,Parma,69.9,16.3,13.8
2014,31,US Palermo,Genoa,38.2,42.3,19.5
2014,31,Cagliari Calcio,SSC Napoli,3.2,4.0,92.7
2014,31,Inter,AC Milan,40.5,49.2,10.3
2014,31,Fiorentina,Hellas Verona,96.1,3.1,0.8
2014,32,Udinese Calcio,AC Milan,5.8,34.7,59.5
2014,32,Inter,AS Roma,16.4,35.2,48.4
2014,32,Atalanta,FC Empoli,61.3,33.1,5.6
2014,32,Hellas Verona,Sassuolo,60.5,34.7,4.8
2014,32,Parma,US Palermo,17.7,16.1,66.1
2014,32,Torino,Juventus,4.8,14.4,80.8
2014,32,Lazio,Chievo Verona,97.6,0.8,1.6
2014,32,Genoa,Cesena,91.9,5.7,2.4
2014,32,Fiorentina,Cagliari Calcio,97.6,2.4,0.0
2014,32,SSC Napoli,Sampdoria,82.3,12.9,4.8
2014,33,Udinese Calcio,Inter,9.2,33.7,57.1
2014,33,Cesena,Atalanta,36.7,38.5,24.8
2014,33,US Palermo,Torino,40.4,27.5,32.1
2014,33,Sassuolo,AS Roma,2.8,5.5,91.7
2014,33,Lazio,Parma,95.4,2.8,1.8
2014,33,Sampdoria,Hellas Verona,89.0,6.4,4.6
2014,33,AC Milan,Genoa,72.5,22.9,4.6
2014,33,Juventus,Fiorentina,82.6,13.8,3.7
2014,33,Chievo Verona,Cagliari Calcio,64.2,25.7,10.1
2014,33,FC Empoli,SSC Napoli,1.8,5.5,92.7
2014,34,Sampdoria,Juventus,11.3,21.7,67.0
2014,34,Sassuolo,US Palermo,30.4,38.3,31.3
2014,34,AS Roma,Genoa,92.0,8.0,0.0
2014,34,Hellas Verona,Udinese Calcio,41.4,43.1,15.5
2014,34,Atalanta,Lazio,3.5,3.5,93.0
2014,34,Inter,Chievo Verona,91.3,8.7,0.0
2014,34,Fiorentina,Cesena,99.1,0.0,0.9
2014,34,SSC Napoli,AC Milan,88.8,7.8,3.4
2014,34,Cagliari Calcio,Parma,57.6,25.4,16.9
2014,34,Torino,FC Empoli,88.7,10.5,0.8
2014,35,Juventus,Cagliari Calcio,95.2,4.0,0.8
2014,35,AC Milan,AS Roma,9.5,19.8,70.6
2014,35,Chievo Verona,Hellas Verona,34.7,51.6,13.7
2014,35,US Palermo,Atalanta,82.4,12.0,5.6
2014,35,Cesena,Sassuolo,26.6,46.8,26.6
2014,35,Udinese Calcio,Sampdoria,24.0,32.0,44.0
2014,35,Parma,SSC Napoli,5.5,2.4,92.1
2014,35,FC Empoli,Fiorentina,8.6,14.8,76.6
2014,35,Lazio,Inter,75.0,19.5,5.5
2014,35,Genoa,Torino,53.9,32.8,13.3
2014,36,Inter,Juventus,31.4,28.1,40.5
2014,36,Sampdoria,Lazio,22.3,31.4,46.3
2014,36,Sassuolo,AC Milan,6.6,30.3,63.1
2014,36,Cagliari Calcio,US Palermo,35.0,23.6,41.5
2014,36,Atalanta,Genoa,25.4,23.0,51.6
2014,36,Hellas Verona,FC Empoli,49.6,34.1,16.3
2014,36,Torino,Chievo Verona,85.4,10.6,4.1
2014,36,AS Roma,Udinese Calcio,95.1,4.1,0.8
2014,36,Fiorentina,Parma,95.2,4.0,0.8
2014,36,SSC Napoli,Cesena,97.6,1.6,0.8
2014,37,Juventus,SSC Napoli,62.6,25.2,12.2
2014,37,Genoa,Inter,43.5,27.0,29.6
2014,37,FC Empoli,Sampdoria,10.3,13.8,75.9
2014,37,Chievo Verona,Atalanta,66.4,27.6,6.0
2014,37,Udinese Calcio,Sassuolo,59.5,29.3,11.2
2014,37,Parma,Hellas Verona,23.3,14.7,62.1
2014,37,US Palermo,Fiorentina,13.9,9.6,76.5
2014,37,Cesena,Cagliari Calcio,37.1,42.2,20.7
2014,37,AC Milan,Torino,69.0,23.3,7.8
2014,37,Lazio,AS Roma,47.5,34.7,17.8
2014,38,Hellas Verona,Juventus,7.2,11.3,81.4
2014,38,Atalanta,AC Milan,6.9,29.7,63.4
2014,38,Cagliari Calcio,Udinese Calcio,36.0,27.0,37.0
2014,38,Torino,Cesena,96.0,3.0,1.0
2014,38,Sampdoria,Parma,91.0,6.0,3.0
2014,38,AS Roma,US Palermo,98.0,0.0,2.0
2014,38,SSC Napoli,Lazio,59.0,33.0,8.0
2014,38,Sassuolo,Genoa,21.0,35.0,44.0
2014,38,Inter,FC Empoli,91.0,4.0,5.0
2014,38,Fiorentina,Chievo Verona,97.0,1.0,2.0
2015,1,Hellas Verona,AS Roma,2.3,7.0,90.7
2015,1,Lazio,Bologna,95.9,3.5,0.6
2015,1,Juventus,Udinese Calcio,97.2,2.3,0.6
2015,1,FC Empoli,Chievo Verona,36.7,52.0,11.3
2015,1,Sassuolo,SSC Napoli,4.0,9.6,86.4
2015,1,Sampdoria,Carpi,87.6,7.3,5.1
2015,1,US Palermo,Genoa,42.9,42.9,14.1
2015,1,Inter,Atalanta,89.3,7.9,2.8
2015,1,Frosinone,Torino,4.5,22.6,72.9
2015,1,Fiorentina,AC Milan,36.2,37.9,26.0
2015,2,Bologna,Sassuolo,29.9,48.7,21.4
2015,2,AC Milan,FC Empoli,95.5,1.9,2.6
2015,2,AS Roma,Juventus,22.1,43.6,34.4
2015,2,Atalanta,Frosinone,79.4,12.5,8.1
2015,2,Udinese Calcio,US Palermo,67.1,26.1,6.8
2015,2,Torino,Fiorentina,11.2,27.3,61.5
2015,2,SSC Napoli,Sampdoria,78.4,16.0,5.6
2015,2,Genoa,Hellas Verona,53.7,30.9,15.4
2015,2,Chievo Verona,Lazio,8.1,14.9,77.0
2015,2,Carpi,Inter,4.3,6.2,89.5
2015,3,Frosinone,AS Roma,1.3,0.7,98.0
2015,3,Fiorentina,Genoa,77.5,17.2,5.3
2015,3,Juventus,Chievo Verona,91.5,3.9,4.6
2015,3,Hellas Verona,Torino,10.4,27.3,62.3
2015,3,FC Empoli,SSC Napoli,5.1,12.7,82.3
2015,3,Sassuolo,Atalanta,63.7,27.4,8.9
2015,3,US Palermo,Carpi,91.7,5.1,3.2
2015,3,Lazio,Udinese Calcio,77.8,17.1,5.1
2015,3,Inter,AC Milan,54.1,34.0,11.9
2015,3,Sampdoria,Bologna,88.5,9.6,1.9
2015,4,Udinese Calcio,FC Empoli,84.0,10.0,6.0
2015,4,AC Milan,US Palermo,81.3,13.3,5.3
2015,4,Chievo Verona,Inter,6.6,23.7,69.7
2015,4,Atalanta,Hellas Verona,54.2,33.3,12.4
2015,4,Torino,Sampdoria,50.3,37.9,11.8
2015,4,AS Roma,Sassuolo,94.1,4.6,1.3
2015,4,Genoa,Juventus,6.5,14.4,79.1
2015,4,Bologna,Frosinone,67.3,26.8,5.9
2015,4,Carpi,Fiorentina,4.5,3.2,92.2
2015,4,SSC Napoli,Lazio,53.9,28.6,17.5
2015,5,Udinese Calcio,AC Milan,8.8,20.6,70.6
2015,5,Carpi,SSC Napoli,2.2,2.9,95.0
2015,5,Fiorentina,Bologna,97.1,1.4,1.4
2015,5,Sampdoria,AS Roma,5.8,28.8,65.5
2015,5,US Palermo,Sassuolo,62.6,28.8,8.6
2015,5,Lazio,Genoa,83.5,12.9,3.6
2015,5,Juventus,Frosinone,99.3,0.0,0.7
2015,5,Inter,Hellas Verona,94.2,4.3,1.4
2015,5,Chievo Verona,Torino,15.9,48.6,35.5
2015,5,FC Empoli,Atalanta,40.8,39.4,19.7
2015,6,AS Roma,Carpi,100.0,0.0,0.0
2015,6,SSC Napoli,Juventus,29.4,42.7,28.0
2015,6,Genoa,AC Milan,11.1,18.1,70.8
2015,6,Torino,US Palermo,82.8,11.7,5.5
2015,6,Sassuolo,Chievo Verona,56.6,37.2,6.2
2015,6,Hellas Verona,Lazio,6.2,22.8,71.0
2015,6,Bologna,Udinese Calcio,37.9,37.2,24.8
2015,6,Inter,Fiorentina,70.5,24.0,5.5
2015,6,Frosinone,FC Empoli,14.4,27.4,58.2
2015,6,Atalanta,Sampdoria,17.0,34.7,48.3
2015,7,Carpi,Torino,3.6,5.8,90.6
2015,7,Chievo Verona,Hellas Verona,66.0,26.2,7.8
2015,7,FC Empoli,Sassuolo,21.0,28.0,51.0
2015,7,Udinese Calcio,Genoa,56.9,36.1,6.9
2015,7,Sampdoria,Inter,9.0,18.8,72.2
2015,7,US Palermo,AS Roma,4.9,18.8,76.4
