match_round,home_team,away_team,ht_sentiment,at_sentiment
11,Huddersfield,Fulham,0.19233719493689738,0.19338159288874038
11,Manchester City,Southampton,0.1461769614512472,0.2239780505271891
11,Newcastle,Watford,0.11179845716583435,0.2882967216438291
11,West Ham,Burnley,0.0446052476651435,0.30338918283362726
11,Wolves,Tottenham,0.23103496105232227,0.1796609936472741
12,Arsenal,Wolves,0.29392867337586664,0.22175125535451162
12,Cardiff,Brighton,0.14045087745926157,0.26767323305202084
12,Chelsea,Everton,0.25556964909631086,0.24266112849404184
12,Crystal Palace,Tottenham,0.18223677902818755,0.1773435049250267
12,Huddersfield,West Ham,0.19874232561892002,0.28705239728824633
12,Leicester,Burnley,0.12066675768342142,0.4257986111111111
12,Liverpool,Fulham,0.21795614472119093,0.17257050907302024
12,Manchester City,Manchester Utd,0.2966147816314582,0.15897246858674488
12,Newcastle,Bournemouth,0.18022348123193996,0.2623836236195106
12,Southampton,Watford,0.159038521884714,0.2632370424739718
13,Bournemouth,Arsenal,0.3006630655116681,0.33079176486529255
13,Brighton,Leicester,0.17101247122941343,0.1748654683885339
13,Burnley,Newcastle,0.405406746031746,0.09215090125016595
13,Everton,Cardiff,0.2216122181705878,0.12380867830086575
13,Fulham,Southampton,0.2503917388167388,0.224242568166787
13,Manchester Utd,Crystal Palace,0.18461246680219492,0.21025488698875805
13,Tottenham,Chelsea,0.17708047134489446,0.3188559639184641
13,Watford,Liverpool,0.21143659250802102,0.3049828441961675
13,West Ham,Manchester City,0.24456234051573036,0.20670582842387356
13,Wolves,Huddersfield,0.17364162870859293,0.146444766809178
14,Arsenal,Tottenham,0.3151657762974573,0.26063709372637944
14,Cardiff,Wolves,0.1554367584575918,0.18475788361596635
14,Chelsea,Fulham,0.20702809602594083,0.15106814721791134
14,Crystal Palace,Burnley,0.2720079549553981,0.1728149551066218
14,Huddersfield,Brighton,0.1582156157088193,0.21178228837027901
14,Leicester,Watford,0.12292695922563177,0.21592601386708526
14,Liverpool,Everton,0.2320054825311676,0.1956482832238817
14,Manchester City,Bournemouth,0.24303418027809623,0.3053242109799321
14,Newcastle,West Ham,0.1622687783063262,0.21558865774143554
14,Southampton,Manchester Utd,0.11054958160209051,0.1446319319350362
15,Bournemouth,Huddersfield,0.1597611262052899,-0.03576114298363697
15,Brighton,Crystal Palace,0.24409216386501842,0.2666682924858706
15,Burnley,Liverpool,0.11132016867812321,0.15030297743009735
15,Everton,Newcastle,0.1405148843556863,0.107052767599464
15,Fulham,Leicester,0.18278386762414536,0.24857143569150145
15,Manchester Utd,Arsenal,0.12648537906133908,0.24861630663519269
15,Tottenham,Southampton,0.05489690138822082,0.1376800203110441
15,Watford,Manchester City,0.09731483373371792,0.25593382968717787
15,West Ham,Cardiff,0.3654001523649962,0.30530061664030744
15,Wolves,Chelsea,0.15954513776505605,0.20013437479026147
16,Arsenal,Huddersfield,0.15228095006957934,0.1337555440202499
16,Bournemouth,Liverpool,0.17862973264538667,0.258388154109013
16,Burnley,Brighton,0.1647993827160494,0.2607942437212924
16,Cardiff,Southampton,0.13872677183766594,0.22636075006145523
16,Chelsea,Manchester City,0.09007393971297033,0.21513259876954954
16,Everton,Watford,0.13727851462422588,0.2742348579230846
16,Leicester,Tottenham,0.1181641165950759,0.21574829885291838
16,Manchester Utd,Fulham,0.1252301779167092,0.14820431101972414
16,Newcastle,Wolves,0.12056146466468437,0.20085961569294902
16,West Ham,Crystal Palace,0.11882834602094808,0.05769453629346745
17,Brighton,Chelsea,0.18589471506537386,0.08525305623137254
17,Crystal Palace,Leicester,0.18814873994512354,0.21288820901320896
17,Fulham,West Ham,0.15420422872431802,0.3095657393608213
17,Huddersfield,Newcastle,0.12730778420116343,0.155374232170037
17,Liverpool,Manchester Utd,0.22677841972386295,0.14639473696132096
17,Manchester City,Everton,0.25248633635234,0.22555387254670028
17,Southampton,Arsenal,0.2100562205100896,0.3242487558331855
17,Tottenham,Burnley,0.10943083479835242,0.24086608566871726
17,Watford,Cardiff,0.21305632736416558,0.2913411185588604
17,Wolves,Bournemouth,0.1925055467645429,0.16054324451253954
18,Arsenal,Burnley,0.1286872581774522,0.35470779220779225
18,Bournemouth,Brighton,0.256838577432549,0.20834664570391512
18,Cardiff,Manchester Utd,0.14154784752766522,0.23382251860368292
18,Chelsea,Leicester,0.29022017601900413,0.11440262356813286
18,Everton,Tottenham,0.18333745372192328,0.17064987391461317
18,Huddersfield,Southampton,0.1563698908156122,0.22075150121662404
18,Manchester City,Crystal Palace,0.22220345117845117,0.2640481472180367
18,Newcastle,Fulham,0.18584623149583673,0.20339689827568616
18,West Ham,Watford,0.22662884329065486,0.2578866622574956
18,Wolves,Liverpool,0.1969624023851965,0.21189621343644777
19,Brighton,Arsenal,0.16544328532078978,0.2427461003071951
19,Burnley,Everton,0.10194418676561534,0.13070777358673072
19,Crystal Palace,Cardiff,0.3181746585529478,0.05977186608062121
19,Fulham,Wolves,0.2330848581716637,0.17198678636178638
19,Leicester,Manchester City,0.25558399095873946,0.16802753575939305
19,Liverpool,Newcastle,0.26460542000394516,0.09138269263671374
19,Manchester Utd,Huddersfield,0.2934028174157313,0.11742206384288471
19,Southampton,West Ham,0.3462355992130299,0.16104395267155688
19,Tottenham,Bournemouth,0.2027063945313946,0.24868785880010155
19,Watford,Chelsea,0.3524513388408112,0.12220007057034521
20,Brighton,Everton,0.18826838037610383,0.21432774611751884
20,Burnley,West Ham,0.08055814824994717,0.29333884952399114
20,Crystal Palace,Chelsea,0.1496786291865032,0.2613451205507456
20,Fulham,Huddersfield,0.14138155238672834,0.1626838726824523
20,Leicester,Cardiff,0.256056036565978,0.2878125449079691
20,Liverpool,Arsenal,0.26868129574379584,0.11600911052765198
20,Manchester Utd,Bournemouth,0.26380572382219675,0.08042816715347798
20,Southampton,Manchester City,0.0804511530253323,0.19550978300490024
20,Tottenham,Wolves,0.1917917060819838,0.13546712426908208
20,Watford,Newcastle,0.13993530511996422,0.025243923342695672
21,Arsenal,Fulham,0.09658438240224389,0.1212595146724084
21,Bournemouth,Watford,0.10696604235270903,0.08575998389051108
21,Cardiff,Tottenham,0.36192024331893136,0.139909157971658
21,Chelsea,Southampton,0.23730299982163472,0.16568139587860228
21,Everton,Leicester,0.12477020696430194,0.10270981880406486
21,Huddersfield,Burnley,0.1702588671862624,0.27847395708072803
21,Manchester City,Liverpool,0.28548812868624124,0.23648265389655704
21,Newcastle,Manchester Utd,0.25946067370855347,0.35528880440624044
21,West Ham,Brighton,0.14137414410742133,0.3132212888504245
21,Wolves,Crystal Palace,0.31289992497581787,0.18449219624371402
22,Brighton,Liverpool,0.20180627768198728,0.201416882310737
22,Burnley,Fulham,0.3943478906714201,0.15707611271599373
22,Cardiff,Huddersfield,0.2488330226871894,0.17729638360255662
22,Chelsea,Newcastle,0.14802933475737784,0.07530535732637161
22,Crystal Palace,Watford,0.18505346632626504,0.20856629298308166
22,Everton,Bournemouth,0.15574131050977638,0.2292952926649644
22,Leicester,Southampton,0.1912774925828022,0.1528771657825561
22,Manchester City,Wolves,0.23085037679153894,0.2331312833927327
22,Tottenham,Manchester Utd,0.1702482452975874,0.2509980124218705
22,West Ham,Arsenal,0.13085934169429003,0.1570351177698892
23,Arsenal,Chelsea,0.21180078749282363,0.21829623932697148
23,Bournemouth,West Ham,0.18245083007950647,0.19727733732675592
23,Fulham,Tottenham,0.11548338793765324,0.10061891318211545
23,Huddersfield,Manchester City,0.16397042706322146,0.3474951452339449
23,Liverpool,Crystal Palace,0.30224244676878714,0.16326136183775078
23,Manchester Utd,Brighton,0.22416646002444485,0.26619153854405664
23,Newcastle,Cardiff,0.12410977401676818,0.1564647333801246
23,Southampton,Everton,0.11177995706343918,0.24574881099625995
23,Watford,Burnley,0.21693328357964542,0.15487012987012988
23,Wolves,Leicester,0.22378835959906404,0.14371004080729302
24,Arsenal,Cardiff,0.15623330877324818,0.1434495078334364
24,Bournemouth,Chelsea,0.19952903170172898,0.16567123268506925
24,Fulham,Brighton,0.08495215047298377,0.07508936271655571
24,Huddersfield,Everton,0.1584310428628611,0.04958076692944074
24,Liverpool,Leicester,0.2269502962442523,0.1854907878308757
24,Manchester Utd,Burnley,0.2358786307073426,0.24645043949479437
24,Newcastle,Manchester City,0.10100405632482344,0.23058935428502936
24,Southampton,Crystal Palace,0.23330690567120882,0.21448937077712252
24,Tottenham,Watford,0.08777580883863438,0.1595869881091802
24,Wolves,West Ham,0.1865336771420515,0.03710536887022036
25,Brighton,Watford,0.19778976929731956,0.09407890161535996
25,Burnley,Southampton,0.23123117955149206,0.0917817675255303
25,Cardiff,Bournemouth,0.20399852317821066,0.28210701547810046
25,Chelsea,Huddersfield,0.08621870187558242,0.15984300404434254
25,Crystal Palace,Fulham,0.18371913776937024,0.1298847084017892
25,Everton,Wolves,0.21206460761726215,0.26294123891665233
25,Leicester,Manchester Utd,0.24402294535885102,0.268364069744642
25,Manchester City,Arsenal,0.2670846189319067,0.33427305825390596
25,Tottenham,Newcastle,0.19332747255294586,0.14004315279238508
25,West Ham,Liverpool,0.14637075962157126,0.192490168406742
26,Brighton,Burnley,0.14864736511944843,0.21802083333333333
26,Crystal Palace,West Ham,0.16216268205213785,0.1172618019971336
26,Fulham,Manchester Utd,0.14200477597799024,0.2952390440115441
26,Huddersfield,Arsenal,0.16308575599151,0.2701522343707055
26,Liverpool,Bournemouth,0.22875311625987155,0.20161815878231548
26,Manchester City,Chelsea,0.22020130690017062,0.2749747870050226
26,Southampton,Cardiff,0.1995966376031208,0.11063820603999178
26,Tottenham,Leicester,0.07570168763528135,0.1632684866307634
26,Watford,Everton,0.13705656694495982,0.15766557670982426
26,Wolves,Newcastle,0.21279461076336076,0.13317295064643556
27,Arsenal,Southampton,0.2954823753026548,0.1558844845917827
27,Bournemouth,Wolves,0.2533642001336807,0.1941880568103395
27,Burnley,Tottenham,0.12562478956228956,0.14946218747239154
27,Cardiff,Watford,0.15586632146083362,0.1332585088985089
27,Chelsea,Brighton,0.1605085041784172,0.11174970400642645
27,Everton,Manchester City,0.1337905979963932,0.22550661855180257
27,Leicester,Crystal Palace,0.23327949008938606,0.18883339050815767
27,Manchester Utd,Liverpool,0.22420621670699356,0.236734118423274
27,Newcastle,Huddersfield,0.28215080406461107,0.17480045445746664
27,West Ham,Fulham,0.21448061467853136,0.26757859204287776
28,Arsenal,Bournemouth,0.3232030696033176,0.16426261125352037
28,Cardiff,Everton,0.04589137432887434,0.17704980553098834
28,Chelsea,Tottenham,0.15984102766506952,0.10462112622826909
28,Crystal Palace,Manchester Utd,0.1665166613720718,0.2040181130274321
28,Huddersfield,Wolves,0.05560820712393133,0.11412155766852196
28,Leicester,Brighton,0.14866446586624144,0.14524437894072678
28,Liverpool,Watford,0.16240772180554144,0.24749114420543
28,Manchester City,West Ham,0.3529720869408367,0.2550780932814831
28,Newcastle,Burnley,0.2338262854810295,0.3723779182127397
28,Southampton,Fulham,0.023627325466510276,0.12390753896988868
29,Bournemouth,Manchester City,0.03185267680304445,0.21574113401673803
29,Brighton,Huddersfield,0.1718636779545751,0.22689714882818335
29,Burnley,Crystal Palace,0.21277967171717177,0.08438983386075945
29,Everton,Liverpool,0.20493095840137476,0.2603160669032858
29,Fulham,Chelsea,0.12929564270791674,0.19116022501406085
29,Manchester Utd,Southampton,0.20109936014458046,0.2542069808409095
29,Tottenham,Arsenal,0.07211459199566585,0.3094122592317388
29,Watford,Leicester,0.12211879571553652,0.19338514437218357
29,West Ham,Newcastle,0.09746864341466617,0.21122299898494754
29,Wolves,Cardiff,0.13823893042767063,0.09476581394195033
30,Arsenal,Manchester Utd,0.20313766072476064,0.25015404363273896
30,Cardiff,West Ham,0.18366965330140206,0.23398332281144785
30,Chelsea,Wolves,0.16592704890211052,0.215359582910903
30,Crystal Palace,Brighton,0.19369693226617238,0.22623693295944458
30,Huddersfield,Bournemouth,0.09535475288600291,0.19933037385952151
30,Leicester,Fulham,0.13965475978496816,0.14108702153110048
30,Liverpool,Burnley,0.18591796476373082,0.2767965367965368
30,Manchester City,Watford,0.12166526146421025,0.3026823150643905
30,Newcastle,Everton,0.16500785455665598,0.24730311362594817
30,Southampton,Tottenham,0.1845259917883296,0.1150274297100469
31,Bournemouth,Newcastle,0.27067509482223023,0.18003068299355895
31,Brighton,Cardiff,0.05590701405791213,0.02236949537789829
31,Burnley,Leicester,0.12479888167388167,0.24925628541699973
31,Everton,Chelsea,0.18758917166587613,0.3003566045499639
31,Fulham,Liverpool,0.153677269058625,0.21069955852561084
31,Manchester Utd,Manchester City,0.1492401691871677,0.25528896726069344
31,Tottenham,Crystal Palace,0.11686258743487662,0.17335424082090753
31,Watford,Southampton,0.22623757183640963,0.09764247548829745
31,West Ham,Huddersfield,0.16902643321278998,0.07599173455249626
31,Wolves,Arsenal,0.2168265455083636,0.12547986210760542
32,Arsenal,Newcastle,0.3253858680965262,0.1411996810008174
32,Brighton,Southampton,0.18113609589195534,0.21204863597485782
32,Burnley,Wolves,0.35235181485181477,0.32974112863088567
32,Cardiff,Chelsea,0.19935647396584896,0.2036631170163753
32,Crystal Palace,Huddersfield,0.24829825845450848,0.17773401570002442
32,Fulham,Manchester City,0.16273684796291182,0.248600919293574
32,Leicester,Bournemouth,0.2803196786412513,0.2126511933691942
32,Liverpool,Tottenham,0.26009126046954983,0.2104254305477132
32,Manchester Utd,Watford,0.33008956844522297,0.2140428473367462
32,West Ham,Everton,0.3902739920463135,0.22884944034944033
33,Bournemouth,Burnley,0.2156477047749515,0.19832251082251082
33,Chelsea,West Ham,0.2132730209483316,0.12849323593073592
33,Everton,Arsenal,0.18755288458671726,0.3212242979392921
33,Huddersfield,Leicester,0.18684122280795673,0.27015433586234366
33,Manchester City,Cardiff,0.2171556207730093,-0.002004063498806499
33,Newcastle,Crystal Palace,0.10622281262318856,0.08655599356363294
33,Southampton,Liverpool,0.20401511026393546,0.23081368013731554
33,Tottenham,Brighton,0.22005037413303538,0.188333054477451
33,Watford,Fulham,0.22113035365056324,0.07651445854553546
33,Wolves,Manchester Utd,0.018291695808690413,0.19282658082658083
34,Brighton,Bournemouth,0.25391294664961944,0.1607623946918502
34,Burnley,Cardiff,0.056218749999999984,0.16545442781855818
34,Crystal Palace,Manchester City,0.20804138461658786,0.14307630023510126
34,Fulham,Everton,0.21581768199185025,0.2915190053958851
34,Leicester,Newcastle,0.20000595764738108,0.1844066023470552
34,Liverpool,Chelsea,0.22730556480556488,0.15350017177861938
34,Manchester Utd,West Ham,0.187264753006155,0.10294500252833588
34,Southampton,Wolves,0.25138210922327453,0.1688259142568793
34,Tottenham,Huddersfield,0.17776901669758818,0.13511194575301047
34,Watford,Arsenal,0.2409254376763243,0.31018317614728996
35,Arsenal,Crystal Palace,0.3087165456039316,0.14249306672970796
35,Bournemouth,Fulham,0.22125147431657843,0.17814672416353283
35,Cardiff,Liverpool,0.3010424182299183,0.21903398450783804
35,Chelsea,Burnley,0.20820124096960957,0.2826046390778533
35,Everton,Manchester Utd,0.19154554688036832,0.13247150164199667
35,Huddersfield,Watford,0.17229142604520628,0.165772017977845
35,Manchester City,Tottenham,0.15854555336652645,0.20530061163583888
35,Newcastle,Southampton,0.15807100550929706,0.21922056630352613
35,West Ham,Leicester,0.11463337121212121,0.1699711560350874
35,Wolves,Brighton,0.21473366532534732,0.032276057051288755
36,Brighton,Newcastle,0.17565725704864893,0.1713014977628287
36,Burnley,Manchester City,0.29930952380952386,0.21485182579857146
36,Crystal Palace,Everton,0.2259651109132465,0.22104133475457005
36,Fulham,Cardiff,0.1926302483358935,0.1580371589259043
36,Leicester,Arsenal,0.1967084279983216,0.26702353414710417
36,Liverpool,Huddersfield,0.15700970697622488,0.1534329307617187
36,Manchester Utd,Chelsea,0.16958188320723477,0.1599535183523658
36,Southampton,Bournemouth,0.2279424224125311,0.22095879201770396
36,Tottenham,West Ham,0.18914372382360187,0.16972973292645432
36,Watford,Wolves,0.11441490495883612,0.23227279895544076
37,Arsenal,Brighton,0.3301385814094555,0.2041888111020922
37,Bournemouth,Tottenham,0.27928659347291435,0.17539306038249705
37,Cardiff,Crystal Palace,0.12165737165737169,0.21796276803900252
37,Chelsea,Watford,0.15996399084219165,0.2132840072410855
37,Everton,Burnley,0.23001153760968107,0.2511473429951691
37,Huddersfield,Manchester Utd,0.26428049247218555,0.14004223555626769
37,Manchester City,Leicester,0.29491827281357463,0.28590184441746946
37,Newcastle,Liverpool,0.2801826516259082,0.1470412187648582
37,West Ham,Southampton,0.21595003321193804,0.2437327633275385
37,Wolves,Fulham,0.2756539324016175,0.1694465655229544
38,Brighton,Manchester City,0.24680341269956557,0.28863578976058285
38,Burnley,Arsenal,0.368930539157812,0.27704617633606476
38,Crystal Palace,Bournemouth,0.2286068669033513,0.19917644084141894
38,Fulham,Newcastle,0.24880170232344145,0.10779549628005351
38,Leicester,Chelsea,0.23889043297650356,0.21834761394449867
38,Liverpool,Wolves,0.29207632113316107,0.24910077395951588
38,Manchester Utd,Cardiff,0.17838916925755877,0.21890265619154511
38,Southampton,Huddersfield,0.24112553233051526,0.1988844117192332
38,Tottenham,Everton,0.17414810068099543,0.20510086337273836
38,Watford,West Ham,0.23527262539415317,0.3494235432253434
