Date,HomeTeam,AwayTeam,FTHG,FTAG,label,7_day_before_like_x,7_day_before_love_x,7_day_before_wow_x,7_day_before_sorry_x,7_day_before_anger_x,7_day_before_haha_x,7_day_before_like_y,7_day_before_love_y,7_day_before_wow_y,7_day_before_sorry_y,7_day_before_anger_y,7_day_before_haha_y
06/10/2018,Burnley,Huddersfield,1,1,0,1418.0,137.0,3.0,1.0,33.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0
12/01/2019,Cardiff,Huddersfield,0,0,0,2616.0,132.0,16.0,138.0,157.0,89.0,328.0,14.0,2.0,2.0,16.0,2.0
02/02/2019,Chelsea,Huddersfield,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,590.0,24.0,5.0,0.0,54.0,1.0
30/03/2019,Crystal Palace,Huddersfield,2,0,1,290.0,6.0,0.0,0.0,0.0,0.0,139.0,1.0,0.0,0.0,0.0,0.0
01/09/2018,Everton,Huddersfield,1,1,0,26473.0,1898.0,211.0,399.0,81.0,51.0,260.0,8.0,0.0,0.0,1.0,0.0
29/12/2018,Fulham,Huddersfield,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,946.0,143.0,12.0,18.0,112.0,13.0
22/09/2018,Leicester,Huddersfield,3,1,1,25859.0,2441.0,669.0,86.0,393.0,103.0,162.0,4.0,0.0,12.0,1.0,0.0
26/04/2019,Liverpool,Huddersfield,5,0,1,110644.0,18131.0,459.0,65.0,819.0,77.0,372.0,16.0,4.0,4.0,13.0,9.0
19/08/2018,Man City,Huddersfield,6,1,1,75123.0,5809.0,424.0,50.0,953.0,47.0,176.0,0.0,0.0,0.0,1.0,0.0
26/12/2018,Man United,Huddersfield,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,370.0,5.0,1.0,6.0,20.0,3.0
23/02/2019,Newcastle,Huddersfield,2,0,1,3838.0,718.0,4.0,154.0,5.0,34.0,685.0,40.0,3.0,0.0,1.0,0.0
12/05/2019,Southampton,Huddersfield,1,1,0,25230.0,717.0,27.0,4.0,56.0,11.0,1066.0,110.0,0.0,2.0,9.0,0.0
13/04/2019,Tottenham,Huddersfield,4,0,1,6048.0,1356.0,45.0,6.0,27.0,13.0,1062.0,152.0,4.0,10.0,8.0,6.0
27/10/2018,Watford,Huddersfield,3,0,1,2131.0,220.0,10.0,1.0,6.0,5.0,328.0,8.0,0.0,1.0,2.0,2.0
16/03/2019,West Ham,Huddersfield,4,3,1,18897.0,1037.0,116.0,502.0,276.0,1119.0,206.0,5.0,0.0,6.0,3.0,4.0
25/11/2018,Wolves,Huddersfield,0,2,2,222.0,20.0,0.0,0.0,0.0,0.0,185.0,3.0,1.0,0.0,10.0,0.0
22/10/2018,Arsenal,Leicester,3,1,1,262289.0,17939.0,2514.0,45.0,802.0,23.0,12729.0,797.0,28.0,208.0,54.0,1.0
15/09/2018,Bournemouth,Leicester,4,2,1,518.0,34.0,1.0,0.0,0.0,0.0,8875.0,844.0,97.0,22.0,150.0,3.0
24/11/2018,Brighton,Leicester,1,1,0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/03/2019,Burnley,Leicester,1,2,2,1322.0,96.0,1.0,0.0,5.0,8.0,3600.0,370.0,23.0,2.0,10.0,3.0
03/11/2018,Cardiff,Leicester,0,1,2,129.0,6.0,2.0,11.0,2.0,3.0,21084.0,890.0,18.0,892.0,9.0,6.0
22/12/2018,Chelsea,Leicester,0,1,2,6576.0,808.0,27.0,3.0,36.0,10.0,2277.0,269.0,11.0,58.0,30.0,60.0
15/12/2018,Crystal Palace,Leicester,1,0,1,331.0,14.0,12.0,0.0,2.0,1.0,979.0,107.0,6.0,20.0,10.0,22.0
01/01/2019,Everton,Leicester,0,1,2,6757.0,720.0,41.0,71.0,77.0,470.0,4528.0,642.0,47.0,44.0,35.0,34.0
05/12/2018,Fulham,Leicester,1,1,0,609.0,31.0,3.0,0.0,1.0,3.0,1194.0,209.0,14.0,3.0,8.0,8.0
06/04/2019,Huddersfield,Leicester,1,4,2,436.0,23.0,2.0,70.0,57.0,7.0,8246.0,742.0,50.0,4.0,13.0,3.0
30/01/2019,Liverpool,Leicester,1,1,0,68282.0,5219.0,426.0,159.0,142.0,35.0,3442.0,169.0,22.0,1.0,9.0,0.0
06/05/2019,Man City,Leicester,1,0,1,113436.0,5780.0,624.0,21.0,191.0,169.0,66154.0,3766.0,1809.0,63.0,1159.0,50.0
10/08/2018,Man United,Leicester,2,1,1,39713.0,2089.0,182.0,21.0,635.0,325.0,1654.0,49.0,13.0,0.0,0.0,1.0
29/09/2018,Newcastle,Leicester,0,2,2,750.0,20.0,1.0,6.0,14.0,7.0,7870.0,606.0,42.0,35.0,41.0,4.0
25/08/2018,Southampton,Leicester,1,2,2,4174.0,291.0,33.0,27.0,38.0,20.0,13035.0,783.0,98.0,94.0,102.0,19.0
10/02/2019,Tottenham,Leicester,3,1,1,2223.0,593.0,15.0,3.0,21.0,6.0,3800.0,157.0,16.0,52.0,29.0,52.0
03/03/2019,Watford,Leicester,2,1,1,24695.0,724.0,265.0,132.0,112.0,29.0,15018.0,880.0,82.0,26.0,366.0,113.0
20/04/2019,West Ham,Leicester,2,2,0,16919.0,524.0,58.0,21.0,272.0,6.0,1856.0,151.0,8.0,2.0,5.0,2.0
19/01/2019,Wolves,Leicester,4,3,1,4567.0,316.0,14.0,16.0,8.0,0.0,6597.0,345.0,62.0,96.0,67.0,150.0
03/11/2018,Arsenal,Liverpool,1,1,0,276378.0,11824.0,1309.0,361.0,2658.0,90.0,338333.0,10876.0,1042.0,31.0,249.0,73.0
08/12/2018,Bournemouth,Liverpool,0,4,2,1122.0,113.0,1.0,1.0,2.0,0.0,13436.0,3500.0,49.0,16.0,132.0,20.0
12/01/2019,Brighton,Liverpool,0,1,2,2470.0,77.0,29.0,2.0,9.0,8.0,117482.0,12264.0,558.0,105.0,299.0,99.0
05/12/2018,Burnley,Liverpool,1,3,2,481.0,36.0,1.0,7.0,4.0,17.0,13928.0,3324.0,55.0,21.0,116.0,77.0
21/04/2019,Cardiff,Liverpool,0,2,2,6984.0,1186.0,64.0,2.0,38.0,3.0,195967.0,39685.0,2379.0,1621.0,615.0,185.0
29/09/2018,Chelsea,Liverpool,1,1,0,311479.0,47912.0,12937.0,162.0,2092.0,123.0,184697.0,17458.0,966.0,46.0,1709.0,90.0
20/08/2018,Crystal Palace,Liverpool,0,2,2,5378.0,524.0,41.0,1.0,153.0,6.0,109848.0,8951.0,671.0,1392.0,109.0,34.0
03/03/2019,Everton,Liverpool,0,0,0,13052.0,1171.0,138.0,10.0,92.0,102.0,150311.0,10793.0,1383.0,1099.0,653.0,1144.0
17/03/2019,Fulham,Liverpool,1,2,2,8003.0,161.0,32.0,5.0,31.0,2.0,53459.0,9132.0,298.0,79.0,341.0,667.0
20/10/2018,Huddersfield,Liverpool,0,1,2,226.0,4.0,0.0,1.0,0.0,1.0,154021.0,7917.0,949.0,17.0,172.0,21.0
01/09/2018,Leicester,Liverpool,1,2,2,20522.0,1772.0,369.0,14.0,73.0,10.0,172724.0,14679.0,614.0,202.0,6071.0,39.0
03/01/2019,Man City,Liverpool,2,1,1,35200.0,2061.0,87.0,6.0,222.0,22.0,12082.0,3075.0,52.0,7.0,75.0,18.0
24/02/2019,Man United,Liverpool,0,0,0,338260.0,30077.0,1360.0,101.0,4570.0,116.0,102796.0,11195.0,493.0,60.0,370.0,105.0
04/05/2019,Newcastle,Liverpool,2,3,2,1956.0,84.0,5.0,1.0,9.0,0.0,274824.0,40104.0,1963.0,3726.0,2426.0,848.0
05/04/2019,Southampton,Liverpool,1,3,2,10603.0,410.0,10.0,3.0,17.0,2.0,104643.0,15665.0,674.0,37.0,526.0,110.0
15/09/2018,Tottenham,Liverpool,1,2,2,115964.0,9691.0,549.0,192.0,2735.0,61.0,167947.0,14295.0,1201.0,33.0,4083.0,70.0
24/11/2018,Watford,Liverpool,0,3,2,1012.0,68.0,5.0,0.0,0.0,0.0,2640.0,670.0,16.0,3.0,24.0,4.0
04/02/2019,West Ham,Liverpool,1,1,0,1304.0,39.0,5.0,7.0,45.0,4.0,133755.0,9793.0,669.0,460.0,275.0,74.0
21/12/2018,Wolves,Liverpool,0,2,2,1005.0,105.0,6.0,0.0,6.0,0.0,13132.0,3154.0,51.0,8.0,141.0,25.0
12/08/2018,Arsenal,Man City,0,2,2,67291.0,4496.0,337.0,15.0,2118.0,23.0,89794.0,4642.0,366.0,73.0,15092.0,66.0
02/03/2019,Bournemouth,Man City,0,1,2,2352.0,152.0,13.0,5.0,12.0,6.0,280526.0,21280.0,1537.0,148.0,1258.0,3116.0
12/05/2019,Brighton,Man City,1,4,2,7744.0,1343.0,31.0,1008.0,29.0,8.0,73895.0,6190.0,579.0,22.0,125.0,101.0
28/04/2019,Burnley,Man City,0,1,2,758.0,72.0,7.0,0.0,11.0,3.0,239561.0,15595.0,1040.0,90.0,1278.0,585.0
22/09/2018,Cardiff,Man City,0,5,2,785.0,32.0,4.0,1.0,6.0,0.0,31814.0,1863.0,221.0,25.0,156.0,58.0
08/12/2018,Chelsea,Man City,2,0,1,14580.0,1511.0,68.0,26.0,102.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
14/04/2019,Crystal Palace,Man City,1,3,2,5039.0,238.0,6.0,3.0,8.0,0.0,131806.0,4671.0,658.0,28.0,221.0,55.0
06/02/2019,Everton,Man City,0,2,2,3796.0,210.0,41.0,197.0,381.0,1325.0,79625.0,7112.0,482.0,99.0,751.0,4257.0
30/03/2019,Fulham,Man City,0,2,2,2780.0,115.0,6.0,2.0,7.0,0.0,83850.0,4278.0,959.0,64.0,862.0,100.0
20/01/2019,Huddersfield,Man City,0,3,2,2567.0,305.0,177.0,1235.0,44.0,20.0,83115.0,2244.0,238.0,9.0,189.0,299.0
26/12/2018,Leicester,Man City,2,1,1,2753.0,385.0,15.0,3.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
07/10/2018,Liverpool,Man City,0,0,0,262594.0,19535.0,2345.0,66.0,659.0,123.0,60636.0,3503.0,416.0,11.0,196.0,165.0
24/04/2019,Man United,Man City,0,2,2,20385.0,821.0,32.0,5.0,147.0,18.0,286050.0,15239.0,1405.0,18631.0,16408.0,1726.0
29/01/2019,Newcastle,Man City,2,1,1,2507.0,143.0,3.0,103.0,10.0,36.0,114974.0,2528.0,290.0,19.0,205.0,414.0
30/12/2018,Southampton,Man City,1,3,2,590.0,162.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29/10/2018,Tottenham,Man City,0,1,2,2629.0,184.0,20.0,2.0,23.0,2.0,74543.0,3424.0,420.0,26.0,75.0,121.0
04/12/2018,Watford,Man City,1,2,2,2094.0,88.0,8.0,44.0,64.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
24/11/2018,West Ham,Man City,0,4,2,288.0,14.0,1.0,0.0,10.0,2.0,3124.0,418.0,18.0,2.0,25.0,2.0
25/08/2018,Wolves,Man City,1,1,0,3970.0,334.0,13.0,15.0,43.0,58.0,54176.0,5128.0,398.0,45.0,177.0,221.0
10/03/2019,Arsenal,Man United,2,0,1,128868.0,8703.0,1876.0,352.0,930.0,1608.0,533983.0,100210.0,5802.0,101.0,1841.0,174.0
03/11/2018,Bournemouth,Man United,1,2,2,2108.0,189.0,7.0,0.0,2.0,0.0,347799.0,17185.0,2453.0,122.0,846.0,88.0
19/08/2018,Brighton,Man United,3,2,1,605.0,26.0,3.0,1.0,1.0,0.0,121356.0,6661.0,731.0,60.0,177.0,98.0
02/09/2018,Burnley,Man United,0,2,2,1273.0,102.0,5.0,8.0,33.0,10.0,45648.0,5369.0,294.0,78.0,284.0,312.0
22/12/2018,Cardiff,Man United,1,5,2,1353.0,58.0,12.0,50.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
20/10/2018,Chelsea,Man United,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,119290.0,4971.0,615.0,28.0,738.0,32.0
27/02/2019,Crystal Palace,Man United,1,3,2,3477.0,151.0,12.0,5.0,26.0,2.0,129107.0,11950.0,599.0,28.0,796.0,43.0
21/04/2019,Everton,Man United,4,0,1,86361.0,3620.0,281.0,381.0,408.0,24.0,111890.0,5079.0,427.0,3372.0,7186.0,5031.0
09/02/2019,Fulham,Man United,0,3,2,27141.0,3388.0,754.0,292.0,183.0,126.0,195708.0,35014.0,1901.0,185.0,695.0,123.0
05/05/2019,Huddersfield,Man United,1,1,0,201.0,4.0,0.0,2.0,0.0,0.0,129939.0,6485.0,399.0,136.0,1340.0,242.0
03/02/2019,Leicester,Man United,0,1,2,12643.0,1188.0,156.0,12.0,97.0,46.0,256120.0,22647.0,1775.0,115.0,1918.0,93.0
16/12/2018,Liverpool,Man United,3,1,1,12697.0,2964.0,71.0,7.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
11/11/2018,Man City,Man United,3,1,1,92385.0,2284.0,151.0,10.0,517.0,281.0,223850.0,13354.0,2215.0,40.0,1890.0,49.0
02/01/2019,Newcastle,Man United,0,2,2,692.0,34.0,2.0,62.0,6.0,0.0,37782.0,2807.0,202.0,3.0,47.0,2.0
01/12/2018,Southampton,Man United,2,2,0,145.0,9.0,1.0,6.0,12.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
13/01/2019,Tottenham,Man United,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,85475.0,9454.0,913.0,15.0,326.0,27.0
15/09/2018,Watford,Man United,1,2,2,1465.0,88.0,4.0,0.0,40.0,0.0,72701.0,3767.0,262.0,27.0,2698.0,114.0
29/09/2018,West Ham,Man United,3,1,1,29870.0,3286.0,374.0,13.0,469.0,20.0,175886.0,21962.0,788.0,454.0,828.0,938.0
02/04/2019,Wolves,Man United,2,1,1,3199.0,196.0,36.0,1.0,4.0,3.0,201182.0,16588.0,763.0,146.0,490.0,845.0
01/04/2019,Arsenal,Newcastle,2,0,1,86910.0,5438.0,324.0,177.0,611.0,60.0,1724.0,96.0,9.0,1.0,12.0,13.0
16/03/2019,Bournemouth,Newcastle,2,2,0,11705.0,191.0,40.0,1.0,8.0,0.0,1512.0,65.0,5.0,4.0,27.0,1.0
27/04/2019,Brighton,Newcastle,1,1,0,4732.0,218.0,5.0,11.0,23.0,29.0,2053.0,144.0,5.0,0.0,8.0,0.0
26/11/2018,Burnley,Newcastle,1,2,2,711.0,19.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18/08/2018,Cardiff,Newcastle,0,0,0,1881.0,125.0,16.0,16.0,13.0,3.0,4728.0,214.0,10.0,21.0,29.0,9.0
12/01/2019,Chelsea,Newcastle,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3382.0,182.0,5.0,1.0,45.0,2.0
22/09/2018,Crystal Palace,Newcastle,0,0,0,2685.0,199.0,12.0,0.0,12.0,3.0,5445.0,1151.0,43.0,416.0,26.0,26.0
05/12/2018,Everton,Newcastle,1,1,0,564.0,50.0,0.0,0.0,10.0,1.0,409.0,15.0,0.0,0.0,0.0,0.0
12/05/2019,Fulham,Newcastle,0,4,2,3989.0,347.0,29.0,13.0,7.0,5.0,1733.0,56.0,9.0,8.0,11.0,55.0
15/12/2018,Huddersfield,Newcastle,0,1,2,354.0,15.0,0.0,0.0,1.0,0.0,355.0,13.0,0.0,8.0,3.0,9.0
12/04/2019,Leicester,Newcastle,0,1,2,40229.0,2238.0,689.0,18.0,43.0,4.0,9334.0,992.0,143.0,21.0,10.0,2.0
26/12/2018,Liverpool,Newcastle,4,0,1,10235.0,2482.0,25.0,7.0,109.0,14.0,323.0,8.0,1.0,12.0,1.0,12.0
01/09/2018,Man City,Newcastle,2,1,1,38445.0,2551.0,174.0,35.0,309.0,72.0,2513.0,118.0,16.0,40.0,58.0,28.0
06/10/2018,Man United,Newcastle,3,2,1,463306.0,16605.0,1975.0,616.0,3131.0,3400.0,719.0,26.0,0.0,27.0,32.0,59.0
27/10/2018,Southampton,Newcastle,0,0,0,538.0,50.0,1.0,1.0,5.0,2.0,113.0,8.0,0.0,0.0,2.0,2.0
02/02/2019,Tottenham,Newcastle,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9246.0,717.0,50.0,27.0,14.0,14.0
29/12/2018,Watford,Newcastle,1,1,0,3329.0,303.0,31.0,69.0,11.0,9.0,860.0,35.0,3.0,74.0,7.0,12.0
02/03/2019,West Ham,Newcastle,2,0,1,8915.0,599.0,47.0,3.0,40.0,6.0,5027.0,381.0,15.0,0.0,23.0,0.0
11/02/2019,Wolves,Newcastle,1,1,0,5908.0,532.0,47.0,1.0,10.0,6.0,8550.0,1177.0,45.0,289.0,23.0,4.0
24/02/2019,Arsenal,Southampton,2,0,1,79078.0,7676.0,308.0,189.0,1140.0,152.0,2422.0,188.0,16.0,5.0,11.0,8.0
20/10/2018,Bournemouth,Southampton,0,0,0,139.0,7.0,0.0,0.0,0.0,0.0,766.0,63.0,6.0,2.0,12.0,6.0
30/03/2019,Brighton,Southampton,0,1,2,882.0,54.0,3.0,0.0,12.0,3.0,6965.0,237.0,41.0,1.0,24.0,0.0
02/02/2019,Burnley,Southampton,1,1,0,6661.0,781.0,81.0,369.0,1593.0,104.0,3150.0,328.0,10.0,1.0,16.0,3.0
08/12/2018,Cardiff,Southampton,1,0,1,1181.0,73.0,0.0,16.0,18.0,10.0,1639.0,333.0,10.0,8.0,12.0,17.0
02/01/2019,Chelsea,Southampton,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,169.0,0.0,1.0,6.0,2.0
01/09/2018,Crystal Palace,Southampton,0,2,2,3892.0,311.0,15.0,3.0,8.0,3.0,3364.0,239.0,17.0,17.0,16.0,47.0
18/08/2018,Everton,Southampton,2,1,1,18269.0,1233.0,79.0,12.0,259.0,8.0,3744.0,320.0,19.0,7.0,37.0,16.0
24/11/2018,Fulham,Southampton,3,2,1,126.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22/12/2018,Huddersfield,Southampton,1,3,2,272.0,5.0,0.0,1.0,1.0,1.0,903.0,162.0,3.0,4.0,9.0,5.0
12/01/2019,Leicester,Southampton,1,2,2,6303.0,278.0,92.0,410.0,142.0,264.0,3434.0,228.0,7.0,6.0,13.0,8.0
22/09/2018,Liverpool,Southampton,3,0,1,155430.0,20563.0,945.0,17.0,282.0,45.0,1415.0,85.0,10.0,3.0,5.0,2.0
04/11/2018,Man City,Southampton,6,1,1,180843.0,7570.0,598.0,582.0,238.0,76.0,113.0,6.0,3.0,2.0,1.0,1.0
02/03/2019,Man United,Southampton,3,2,1,122347.0,10205.0,635.0,35.0,1729.0,39.0,8360.0,527.0,30.0,250.0,88.0,100.0
20/04/2019,Newcastle,Southampton,3,1,1,1010.0,61.0,4.0,5.0,1.0,1.0,20733.0,1416.0,399.0,7.0,65.0,8.0
05/12/2018,Tottenham,Southampton,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,279.0,9.0,14.0,22.0,85.0
23/04/2019,Watford,Southampton,1,1,0,4167.0,346.0,15.0,9.0,12.0,5.0,15900.0,333.0,49.0,12.0,34.0,8.0
04/05/2019,West Ham,Southampton,3,0,1,22467.0,1578.0,89.0,436.0,452.0,7.0,15991.0,618.0,32.0,6.0,29.0,18.0
29/09/2018,Wolves,Southampton,2,0,1,9817.0,1472.0,95.0,13.0,17.0,2.0,3105.0,306.0,46.0,17.0,18.0,10.0
02/12/2018,Arsenal,Tottenham,4,2,1,5616.0,847.0,29.0,2.0,26.0,7.0,2740.0,841.0,32.0,2.0,20.0,5.0
04/05/2019,Bournemouth,Tottenham,1,0,1,10322.0,448.0,37.0,359.0,7.0,4.0,15006.0,4332.0,96.0,43.0,164.0,51.0
22/09/2018,Brighton,Tottenham,1,2,2,1397.0,87.0,4.0,3.0,7.0,2.0,22674.0,1061.0,177.0,544.0,297.0,278.0
23/02/2019,Burnley,Tottenham,2,1,1,416.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2019,Cardiff,Tottenham,0,3,2,3561.0,379.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27/02/2019,Chelsea,Tottenham,2,0,1,35465.0,3599.0,122.0,80.0,317.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0
10/11/2018,Crystal Palace,Tottenham,0,1,2,986.0,51.0,8.0,3.0,7.0,0.0,34998.0,2807.0,138.0,138.0,230.0,22.0
23/12/2018,Everton,Tottenham,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20/01/2019,Fulham,Tottenham,1,2,2,7596.0,378.0,207.0,12.0,194.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
29/09/2018,Huddersfield,Tottenham,0,2,2,368.0,36.0,5.0,1.0,1.0,0.0,59635.0,4114.0,518.0,11.0,1018.0,24.0
08/12/2018,Leicester,Tottenham,0,2,2,1971.0,245.0,13.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2019,Liverpool,Tottenham,2,1,1,20068.0,2478.0,61.0,1.0,80.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
20/04/2019,Man City,Tottenham,1,0,1,220963.0,13410.0,1291.0,18610.0,15880.0,1335.0,21803.0,4108.0,127.0,15.0,112.0,43.0
27/08/2018,Man United,Tottenham,0,3,2,72411.0,5616.0,291.0,264.0,263.0,82.0,26251.0,2318.0,332.0,4.0,61.0,11.0
11/08/2018,Newcastle,Tottenham,1,2,2,3922.0,241.0,10.0,13.0,42.0,5.0,23960.0,2201.0,290.0,8.0,90.0,49.0
09/03/2019,Southampton,Tottenham,2,1,1,25369.0,375.0,92.0,538.0,272.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
02/09/2018,Watford,Tottenham,2,1,1,4220.0,293.0,21.0,1.0,5.0,2.0,99967.0,8588.0,951.0,91.0,465.0,40.0
20/10/2018,West Ham,Tottenham,0,1,2,7846.0,750.0,60.0,1.0,217.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
03/11/2018,Wolves,Tottenham,2,3,2,1126.0,98.0,3.0,7.0,3.0,7.0,244852.0,5544.0,485.0,163.0,1323.0,57.0
29/09/2018,Arsenal,Watford,2,0,1,186226.0,14365.0,1006.0,181.0,1717.0,125.0,3448.0,150.0,20.0,87.0,12.0,40.0
02/01/2019,Bournemouth,Watford,3,3,0,607.0,66.0,0.0,0.0,0.0,0.0,3185.0,259.0,27.0,68.0,22.0,29.0
02/02/2019,Brighton,Watford,0,0,0,1046.0,40.0,5.0,49.0,10.0,58.0,1365.0,86.0,9.0,115.0,25.0,42.0
19/08/2018,Burnley,Watford,1,3,2,4116.0,451.0,67.0,3.0,24.0,11.0,1843.0,77.0,11.0,0.0,1.0,0.0
22/02/2019,Cardiff,Watford,1,5,2,664.0,26.0,1.0,0.0,5.0,0.0,4504.0,213.0,26.0,1.0,23.0,0.0
05/05/2019,Chelsea,Watford,3,0,1,8067.0,450.0,119.0,1.0,7.0,1.0,2568.0,103.0,13.0,0.0,9.0,0.0
12/01/2019,Crystal Palace,Watford,1,2,2,1745.0,41.0,11.0,1.0,19.0,6.0,3927.0,405.0,12.0,1.0,12.0,3.0
10/12/2018,Everton,Watford,2,2,0,2676.0,295.0,12.0,127.0,56.0,134.0,1062.0,61.0,5.0,16.0,21.0,12.0
22/09/2018,Fulham,Watford,1,1,0,1218.0,56.0,5.0,0.0,0.0,0.0,3208.0,167.0,9.0,117.0,52.0,19.0
20/04/2019,Huddersfield,Watford,1,2,2,121.0,3.0,0.0,12.0,5.0,6.0,2705.0,142.0,10.0,56.0,330.0,23.0
01/12/2018,Leicester,Watford,2,0,1,2355.0,325.0,24.0,10.0,18.0,6.0,2164.0,91.0,10.0,61.0,81.0,13.0
27/02/2019,Liverpool,Watford,5,0,1,105583.0,8113.0,517.0,1096.0,513.0,1115.0,5594.0,600.0,83.0,11.0,32.0,6.0
09/03/2019,Man City,Watford,3,1,1,126740.0,3844.0,308.0,19.0,392.0,37.0,3866.0,363.0,16.0,0.0,35.0,0.0
30/03/2019,Man United,Watford,2,1,1,46871.0,3628.0,222.0,14.0,104.0,5.0,2484.0,151.0,12.0,0.0,14.0,0.0
03/11/2018,Newcastle,Watford,1,0,1,35.0,1.0,0.0,0.0,0.0,0.0,15708.0,1398.0,337.0,13.0,44.0,10.0
10/11/2018,Southampton,Watford,1,1,0,428.0,50.0,6.0,7.0,25.0,30.0,803.0,25.0,0.0,49.0,19.0,62.0
30/01/2019,Tottenham,Watford,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,781.0,34.0,4.0,0.0,7.0,10.0
22/12/2018,West Ham,Watford,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2545.0,80.0,12.0,1.0,13.0,2.0
20/10/2018,Wolves,Watford,0,2,2,1405.0,90.0,1.0,0.0,1.0,0.0,1800.0,88.0,13.0,1.0,0.0,0.0
25/08/2018,Arsenal,West Ham,3,1,1,72736.0,4272.0,471.0,632.0,2888.0,2205.0,11979.0,1081.0,62.0,44.0,130.0,45.0
19/01/2019,Bournemouth,West Ham,2,0,1,843.0,27.0,5.0,1.0,2.0,4.0,38060.0,5083.0,428.0,24.0,205.0,192.0
05/10/2018,Brighton,West Ham,1,0,1,872.0,23.0,2.0,1.0,11.0,1.0,29169.0,3992.0,290.0,18.0,262.0,18.0
30/12/2018,Burnley,West Ham,2,0,1,531.0,28.0,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
09/03/2019,Cardiff,West Ham,2,0,1,870.0,37.0,11.0,110.0,38.0,99.0,68354.0,5919.0,206.0,1072.0,108.0,8.0
08/04/2019,Chelsea,West Ham,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4566.0,276.0,13.0,9.0,66.0,2.0
09/02/2019,Crystal Palace,West Ham,1,1,0,6683.0,314.0,19.0,12.0,89.0,8.0,11680.0,1139.0,98.0,9.0,110.0,406.0
16/09/2018,Everton,West Ham,1,3,2,8745.0,784.0,51.0,6.0,44.0,3.0,6444.0,613.0,55.0,10.0,16.0,3.0
15/12/2018,Fulham,West Ham,0,2,2,189.0,4.0,1.0,0.0,0.0,0.0,646.0,35.0,6.0,0.0,0.0,0.0
10/11/2018,Huddersfield,West Ham,1,1,0,899.0,55.0,3.0,0.0,2.0,1.0,14707.0,2264.0,58.0,80.0,135.0,4.0
27/10/2018,Leicester,West Ham,1,1,0,22219.0,614.0,55.0,86.0,137.0,60.0,5908.0,519.0,36.0,29.0,18.0,5.0
12/08/2018,Liverpool,West Ham,4,0,1,60127.0,8019.0,348.0,14.0,92.0,20.0,19535.0,1520.0,253.0,49.0,154.0,34.0
27/02/2019,Man City,West Ham,1,0,1,298025.0,18980.0,1428.0,246.0,1042.0,2673.0,16784.0,1184.0,92.0,11.0,53.0,53.0
13/04/2019,Man United,West Ham,2,1,1,196704.0,18894.0,914.0,204.0,3170.0,75.0,19629.0,715.0,86.0,34.0,178.0,7.0
01/12/2018,Newcastle,West Ham,0,3,2,278.0,16.0,0.0,2.0,0.0,0.0,461.0,25.0,6.0,0.0,0.0,1.0
27/12/2018,Southampton,West Ham,1,2,2,400.0,79.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/04/2019,Tottenham,West Ham,0,1,2,3368.0,319.0,13.0,3.0,27.0,3.0,19952.0,645.0,47.0,14.0,203.0,13.0
12/05/2019,Watford,West Ham,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,49025.0,3493.0,240.0,0.0,259.0,17.0
