HomeTeam,AwayTeam,Date,label,Referee,league_year,Home_lag_TeamCorners_1,Home_lag_TeamCorners_2,Home_lag_TeamCorners_3,Home_lag_TeamFouls_1,Home_lag_TeamFouls_2,Home_lag_TeamFouls_3,Home_lag_TeamRedCards_1,Home_lag_TeamRedCards_2,Home_lag_TeamRedCards_3,Home_lag_TeamShots_1,Home_lag_TeamShots_2,Home_lag_TeamShots_3,Home_lag_TeamShotsOnTarget_1,Home_lag_TeamShotsOnTarget_2,Home_lag_TeamShotsOnTarget_3,Home_lag_TeamYellowCards_1,Home_lag_TeamYellowCards_2,Home_lag_TeamYellowCards_3,Home_lag_FullTimeTeamGoals_1,Home_lag_FullTimeTeamGoals_2,Home_lag_FullTimeTeamGoals_3,Home_lag_HalfTimeTeamGoals_1,Home_lag_HalfTimeTeamGoals_2,Home_lag_HalfTimeTeamGoals_3,Home_lag_EnemyTeamCorners_1,Home_lag_EnemyTeamCorners_2,Home_lag_EnemyTeamCorners_3,Home_lag_EnemyTeamFouls_1,Home_lag_EnemyTeamFouls_2,Home_lag_EnemyTeamFouls_3,Home_lag_EnemyTeamRedCards_1,Home_lag_EnemyTeamRedCards_2,Home_lag_EnemyTeamRedCards_3,Home_lag_EnemyTeamShots_1,Home_lag_EnemyTeamShots_2,Home_lag_EnemyTeamShots_3,Home_lag_EnemyTeamShotsOnTarget_1,Home_lag_EnemyTeamShotsOnTarget_2,Home_lag_EnemyTeamShotsOnTarget_3,Home_lag_EnemyTeamYellowCards_1,Home_lag_EnemyTeamYellowCards_2,Home_lag_EnemyTeamYellowCards_3,Home_lag_FullTimeEnemyTeamGoals_1,Home_lag_FullTimeEnemyTeamGoals_2,Home_lag_FullTimeEnemyTeamGoals_3,Home_lag_HalfTimeEnemyTeamGoals_1,Home_lag_HalfTimeEnemyTeamGoals_2,Home_lag_HalfTimeEnemyTeamGoals_3,Home_lag_HalfTimeResult_1,Home_lag_HalfTimeResult_2,Home_lag_HalfTimeResult_3,Home_lag_FullTimeResult_1,Home_lag_FullTimeResult_2,Home_lag_FullTimeResult_3,Away_lag_TeamCorners_1,Away_lag_TeamCorners_2,Away_lag_TeamCorners_3,Away_lag_TeamFouls_1,Away_lag_TeamFouls_2,Away_lag_TeamFouls_3,Away_lag_TeamRedCards_1,Away_lag_TeamRedCards_2,Away_lag_TeamRedCards_3,Away_lag_TeamShots_1,Away_lag_TeamShots_2,Away_lag_TeamShots_3,Away_lag_TeamShotsOnTarget_1,Away_lag_TeamShotsOnTarget_2,Away_lag_TeamShotsOnTarget_3,Away_lag_TeamYellowCards_1,Away_lag_TeamYellowCards_2,Away_lag_TeamYellowCards_3,Away_lag_FullTimeTeamGoals_1,Away_lag_FullTimeTeamGoals_2,Away_lag_FullTimeTeamGoals_3,Away_lag_HalfTimeTeamGoals_1,Away_lag_HalfTimeTeamGoals_2,Away_lag_HalfTimeTeamGoals_3,Away_lag_EnemyTeamCorners_1,Away_lag_EnemyTeamCorners_2,Away_lag_EnemyTeamCorners_3,Away_lag_EnemyTeamFouls_1,Away_lag_EnemyTeamFouls_2,Away_lag_EnemyTeamFouls_3,Away_lag_EnemyTeamRedCards_1,Away_lag_EnemyTeamRedCards_2,Away_lag_EnemyTeamRedCards_3,Away_lag_EnemyTeamShots_1,Away_lag_EnemyTeamShots_2,Away_lag_EnemyTeamShots_3,Away_lag_EnemyTeamShotsOnTarget_1,Away_lag_EnemyTeamShotsOnTarget_2,Away_lag_EnemyTeamShotsOnTarget_3,Away_lag_EnemyTeamYellowCards_1,Away_lag_EnemyTeamYellowCards_2,Away_lag_EnemyTeamYellowCards_3,Away_lag_FullTimeEnemyTeamGoals_1,Away_lag_FullTimeEnemyTeamGoals_2,Away_lag_FullTimeEnemyTeamGoals_3,Away_lag_HalfTimeEnemyTeamGoals_1,Away_lag_HalfTimeEnemyTeamGoals_2,Away_lag_HalfTimeEnemyTeamGoals_3,Away_lag_HalfTimeResult_1,Away_lag_HalfTimeResult_2,Away_lag_HalfTimeResult_3,Away_lag_FullTimeResult_1,Away_lag_FullTimeResult_2,Away_lag_FullTimeResult_3,Month,Day
Crystal Palace,Chelsea,2014-03-29,1,13,2013,5,2,8,8,14,14,0,0,0,8,12,6,1,5,1,1,4,1,0,0,0,0,0,0,9,6,3,4,16,18,0,0,0,21,19,11,8,2,3,0,4,5,1,0,1,0,0,1,0,0,0,0,0,0,7,5,5,14,8,11,0,2,0,21,15,12,11,2,4,0,0,2,6,0,4,4,0,0,1,4,4,8,14,18,1,0,1,12,13,6,5,4,2,1,4,3,0,1,0,0,0,0,2,0,0,2,0,2,3,29
Man United,Aston Villa,2014-03-29,1,15,2013,5,7,3,12,8,13,0,0,1,10,16,13,4,7,1,2,1,1,0,2,0,0,2,0,8,12,4,8,8,12,0,0,0,13,10,17,4,1,7,2,2,4,3,0,3,1,0,1,0,2,0,0,2,0,5,4,6,16,14,12,0,0,0,12,13,10,3,4,4,5,4,0,1,1,4,1,0,4,3,5,2,10,8,10,0,2,0,10,15,7,5,2,4,1,0,3,4,0,1,3,0,1,0,0,2,0,2,2,3,29
Southampton,Newcastle,2014-03-29,1,1,2013,3,6,3,9,11,18,0,0,0,12,16,11,4,6,3,2,1,5,2,4,1,2,1,1,7,1,8,9,17,14,0,0,0,15,6,6,6,3,1,1,2,1,3,2,0,1,0,0,2,2,2,0,2,2,9,9,7,8,4,6,0,0,0,16,21,12,3,8,3,0,0,0,0,1,0,0,0,0,8,5,9,10,8,11,0,0,0,8,8,12,6,1,3,1,1,1,3,0,1,1,0,0,0,0,0,0,2,0,3,29
Stoke,Hull,2014-03-29,1,22,2013,3,6,1,10,13,12,0,0,1,10,17,6,5,9,3,1,1,2,4,3,1,3,1,0,5,4,3,16,13,9,0,0,0,12,8,13,3,2,5,5,1,0,1,1,1,1,1,0,2,0,0,2,2,0,5,4,3,9,18,9,1,0,0,10,12,15,3,5,5,1,2,2,1,2,0,0,2,0,4,5,4,12,13,14,0,0,1,9,17,8,3,4,3,0,0,2,2,0,2,1,0,1,0,2,0,0,2,0,3,29
Swansea,Norwich,2014-03-29,1,10,2013,0,12,4,12,6,7,0,0,0,8,21,15,2,7,4,1,0,1,2,2,1,1,1,1,7,5,1,11,9,13,0,0,0,13,9,13,4,6,4,0,0,3,2,3,2,0,1,0,2,0,2,0,0,0,8,1,3,16,17,9,0,0,0,14,6,13,8,3,5,2,2,0,2,2,1,2,0,0,5,6,1,20,11,12,1,0,1,10,16,6,2,6,3,4,1,2,0,4,1,0,1,0,2,0,0,2,0,0,3,29
West Brom,Cardiff,2014-03-29,0,20,2013,5,1,3,13,13,11,0,0,0,17,13,14,4,4,3,0,3,1,0,2,0,0,0,0,4,4,5,18,7,10,0,0,0,12,15,14,5,4,5,2,1,2,2,1,3,2,1,1,0,0,0,0,2,0,4,5,7,14,10,9,0,0,0,9,10,19,3,3,9,2,3,1,3,1,3,2,0,1,6,10,6,11,10,12,0,0,0,19,19,14,9,6,6,3,1,0,6,2,1,2,0,0,0,0,2,0,0,2,3,29
Fulham,Everton,2014-03-30,2,2,2013,2,9,6,15,11,12,1,0,0,6,12,14,0,3,6,3,1,0,0,1,1,0,0,0,13,7,7,8,6,9,0,0,0,22,12,19,12,3,9,0,0,1,5,0,3,1,0,1,0,0,0,0,2,0,8,5,10,10,9,10,0,0,0,8,9,19,6,6,6,1,0,1,3,3,2,1,1,0,9,12,5,8,6,10,0,0,0,16,21,10,3,7,3,0,0,3,0,2,1,0,1,0,2,0,0,2,2,2,3,30
Liverpool,Tottenham,2014-03-30,1,23,2013,3,6,4,5,11,12,0,0,0,21,19,17,7,9,7,0,3,4,2,6,3,1,2,1,4,4,3,15,14,13,0,0,1,12,9,13,4,3,1,2,2,1,1,3,0,0,2,0,2,0,2,2,2,2,7,5,4,9,18,18,0,0,1,15,17,6,6,2,2,1,5,3,3,0,0,1,0,0,3,2,5,9,11,11,0,0,0,12,7,12,4,3,4,2,3,2,2,1,4,2,1,0,0,0,0,2,0,0,3,30
Sunderland,West Ham,2014-03-31,2,9,2013,4,5,6,15,20,16,0,1,0,12,10,19,4,2,2,2,4,4,1,0,0,0,0,0,3,8,2,5,16,14,0,0,0,21,14,12,7,8,5,0,2,4,2,2,0,1,2,0,0,0,0,0,0,0,4,12,4,12,8,13,0,0,0,9,10,8,3,1,2,0,2,1,2,0,1,1,0,1,5,7,6,9,8,13,1,0,0,10,16,17,3,7,9,1,1,1,1,2,3,0,2,1,2,0,0,2,0,0,3,31
Aston Villa,Fulham,2014-04-05,2,20,2013,5,5,4,16,16,14,0,0,0,10,12,13,1,3,4,4,5,4,1,1,1,1,1,0,0,3,5,10,10,8,0,0,2,9,10,15,6,5,2,2,1,0,4,4,0,2,3,0,0,0,0,0,0,2,5,2,9,7,15,11,0,1,0,23,6,12,8,0,3,1,3,1,1,0,1,0,0,0,6,13,7,4,8,6,0,0,0,14,22,12,7,12,3,2,0,0,3,5,0,0,1,0,0,0,0,0,0,2,4,5
Cardiff,Crystal Palace,2014-04-05,2,23,2013,1,4,5,13,14,10,0,0,0,11,9,10,5,3,3,1,2,3,3,3,1,1,2,0,4,6,10,12,11,10,0,0,0,16,19,19,6,9,6,1,3,1,3,6,2,2,2,0,0,0,0,0,0,0,2,5,2,10,8,14,0,0,0,14,8,12,4,1,5,4,1,4,1,0,0,0,0,0,13,9,6,4,4,16,0,0,0,21,21,19,2,8,2,1,0,4,0,1,0,0,0,0,0,0,0,2,0,0,4,5
Chelsea,Stoke,2014-04-05,1,14,2013,13,7,5,4,14,8,0,0,2,21,21,15,2,11,2,1,0,0,0,6,0,0,4,0,2,1,4,10,8,14,0,1,0,14,12,13,4,5,4,4,1,4,1,0,1,0,0,0,0,2,0,0,2,0,8,3,6,9,10,13,0,0,0,15,10,17,3,5,9,2,1,1,1,4,3,0,3,1,1,5,4,9,16,13,0,0,0,5,12,8,3,3,2,0,5,1,0,1,1,0,1,1,0,2,0,2,2,2,4,5
Hull,Swansea,2014-04-05,1,9,2013,1,5,4,9,9,18,0,1,0,5,10,12,3,3,5,0,1,2,0,1,2,0,0,2,8,4,5,9,12,13,0,0,0,15,9,17,3,3,4,2,0,0,1,2,0,0,1,0,0,0,2,0,0,2,7,0,12,15,12,6,0,0,0,16,8,21,7,2,7,1,1,0,3,2,2,2,1,1,4,7,5,9,11,9,0,0,0,8,13,9,4,4,6,2,0,0,0,2,3,0,0,1,2,2,0,2,0,0,4,5
Man City,Southampton,2014-04-05,1,4,2013,6,8,13,11,8,8,0,0,0,15,13,22,4,4,12,4,2,0,1,3,5,1,1,1,6,5,2,8,12,15,0,0,1,10,10,6,3,4,0,1,2,3,1,0,0,0,0,0,2,2,2,0,2,2,7,3,6,5,9,11,0,0,0,23,12,16,11,4,6,0,2,1,4,2,4,1,2,1,5,7,1,6,9,17,0,0,0,5,15,6,2,6,3,1,1,2,0,3,2,0,1,0,2,2,2,2,0,2,4,5
Newcastle,Man United,2014-04-05,2,11,2013,5,9,9,6,8,4,0,0,0,5,16,21,2,3,8,1,0,0,0,0,1,0,0,0,7,8,5,5,10,8,0,0,0,23,8,8,11,6,1,0,1,1,4,3,0,1,1,0,0,0,0,0,0,2,0,5,7,10,12,8,0,0,0,9,10,16,6,4,7,2,2,1,4,0,2,2,0,2,5,8,12,16,8,8,0,0,0,10,13,10,1,4,1,4,2,2,1,3,0,1,1,0,2,0,2,2,0,2,4,5
Norwich,West Brom,2014-04-05,2,16,2013,4,8,1,9,16,17,0,0,0,8,14,6,4,8,3,2,2,2,0,2,2,0,2,0,7,5,6,15,20,11,0,1,0,16,10,16,7,2,6,1,4,1,3,0,4,2,0,1,0,2,0,0,2,0,4,5,1,12,13,13,0,0,0,16,17,13,6,4,4,1,0,3,3,0,2,2,0,0,1,4,4,13,18,7,0,0,0,11,12,15,5,5,4,1,2,1,3,2,1,1,2,1,2,0,0,0,0,2,4,5
Everton,Arsenal,2014-04-06,1,15,2013,6,8,5,4,10,9,0,0,0,14,8,9,7,6,6,2,1,0,3,3,3,0,1,1,5,9,12,7,8,6,0,0,0,23,16,21,8,3,7,1,0,0,1,0,2,0,0,1,0,2,0,2,2,2,6,7,1,8,11,8,0,0,1,10,13,12,3,4,5,1,0,1,1,2,0,0,0,0,6,0,7,11,12,14,0,0,0,15,8,21,4,2,11,4,1,0,1,2,6,1,1,4,0,0,0,0,0,0,4,6
West Ham,Liverpool,2014-04-06,2,2,2013,3,4,12,14,12,8,0,0,0,11,9,10,6,3,1,4,0,2,2,2,0,1,1,0,8,5,7,11,9,8,0,1,0,26,10,16,7,3,7,2,1,1,1,1,2,0,0,2,2,2,0,2,2,0,5,3,6,9,5,11,0,0,0,11,21,19,5,7,9,0,0,3,4,2,6,2,1,2,7,4,4,9,15,14,0,0,0,15,12,9,4,4,3,2,2,2,0,1,3,0,0,2,2,2,0,2,2,2,4,6
Tottenham,Sunderland,2014-04-07,1,13,2013,7,7,5,9,9,18,0,0,0,15,15,17,4,6,2,2,1,5,0,3,0,0,1,0,5,3,2,9,9,11,0,0,0,11,12,7,5,4,3,0,2,3,4,2,1,2,2,1,0,0,0,0,2,0,8,4,5,11,15,20,0,0,1,26,12,10,7,4,2,2,2,4,1,1,0,0,0,0,3,3,8,14,5,16,0,0,0,11,21,14,6,7,8,4,0,2,2,2,2,1,1,2,0,0,0,0,0,0,4,7
Crystal Palace,Aston Villa,2014-04-12,1,9,2013,3,2,5,13,10,8,0,0,0,13,14,8,8,4,1,4,4,1,3,1,0,1,0,0,10,13,9,5,4,4,0,0,0,13,21,21,4,2,8,2,1,0,0,0,1,0,0,0,2,0,0,2,2,0,2,5,5,10,16,16,0,0,0,12,10,12,6,1,3,3,4,5,1,1,1,0,1,1,7,0,3,13,10,10,0,0,0,16,9,10,8,6,5,2,2,1,2,4,4,0,2,3,0,0,0,0,0,0,4,12
Fulham,Norwich,2014-04-12,1,17,2013,7,5,2,13,7,15,0,0,1,16,23,6,8,8,0,2,1,3,2,1,0,0,0,0,2,6,13,10,4,8,0,0,0,12,14,22,6,7,12,3,2,0,1,3,5,0,0,1,0,0,0,2,0,0,7,4,8,10,9,16,0,0,0,12,8,14,4,4,8,1,2,2,0,0,2,0,0,2,3,7,5,11,15,20,0,0,1,8,16,10,5,7,2,0,1,4,1,3,0,1,2,0,0,0,2,0,0,2,4,12
Southampton,Cardiff,2014-04-12,2,10,2013,9,7,3,15,5,9,0,0,0,5,23,12,1,11,4,0,0,2,1,4,2,1,1,2,5,5,7,9,6,9,0,0,0,15,5,15,8,2,6,3,1,1,4,0,3,3,0,1,0,2,2,0,2,0,10,1,4,5,13,14,0,0,0,13,11,9,4,5,3,2,1,2,0,3,3,0,1,2,3,4,6,13,12,11,0,0,0,13,16,19,8,6,9,4,1,3,3,3,6,1,2,2,0,0,0,0,0,0,4,12
Stoke,Newcastle,2014-04-12,1,19,2013,3,8,3,18,9,10,0,0,0,4,15,10,2,3,5,0,2,1,0,1,4,0,0,3,7,1,5,8,9,16,0,0,0,18,5,12,8,3,3,0,0,5,3,0,1,1,0,1,0,0,2,0,2,2,4,5,9,16,6,8,0,0,0,14,5,16,4,2,3,1,1,0,0,0,0,0,0,0,5,7,8,6,5,10,0,0,0,8,23,8,4,11,6,0,0,1,4,4,3,1,1,1,0,0,0,0,0,0,4,12
Sunderland,Everton,2014-04-12,2,14,2013,2,8,4,8,11,15,0,0,0,8,26,12,4,7,4,2,2,2,1,1,1,1,0,0,8,3,3,12,14,5,0,0,0,29,11,21,11,6,7,0,4,0,5,2,2,1,1,1,0,0,0,0,0,0,3,6,8,6,4,10,0,0,0,14,14,8,8,7,6,1,2,1,3,3,3,2,0,1,6,5,9,5,7,8,0,0,0,15,23,16,5,8,3,2,1,0,0,1,0,0,0,0,2,0,2,2,2,2,4,12
West Brom,Tottenham,2014-04-12,0,22,2013,3,4,5,11,12,13,0,0,0,8,16,17,5,6,4,0,1,0,1,3,0,1,2,0,7,1,4,10,13,18,0,0,0,12,11,12,4,5,5,1,1,2,0,3,2,0,1,2,2,2,0,2,0,0,8,7,7,12,9,9,0,0,0,29,15,15,11,4,6,0,2,1,5,0,3,1,0,1,2,5,3,8,9,9,0,0,0,8,11,12,4,5,4,2,0,2,1,4,2,1,2,2,0,0,0,2,0,2,4,12
Liverpool,Man City,2014-04-13,1,16,2013,4,5,3,9,9,5,0,0,0,17,11,21,8,5,7,0,0,0,2,4,2,1,2,1,4,7,4,10,9,15,0,0,0,11,15,12,1,4,4,4,2,2,1,0,1,1,0,0,0,2,2,2,2,2,5,6,8,9,11,8,0,0,0,15,15,13,8,4,4,3,4,2,4,1,3,3,1,1,9,6,5,15,8,12,0,0,0,5,10,10,1,3,4,0,1,2,1,1,0,1,0,0,2,2,2,2,0,2,4,13
Swansea,Chelsea,2014-04-13,2,23,2013,2,7,0,18,15,12,0,0,0,12,16,8,2,7,2,2,1,1,0,3,2,0,2,1,7,4,7,6,9,11,0,0,0,8,8,13,4,4,4,0,2,0,1,0,2,1,0,0,0,2,2,0,2,0,7,13,7,8,4,14,0,0,0,18,21,21,8,2,11,0,1,0,3,0,6,1,0,4,3,2,1,18,10,8,0,0,1,4,14,12,2,4,5,0,4,1,0,1,0,0,0,0,2,0,2,2,0,2,4,13
Arsenal,West Ham,2014-04-15,1,11,2013,6,6,7,5,8,11,0,0,0,15,10,13,5,3,4,2,1,0,0,1,2,0,0,0,3,6,0,6,11,12,0,0,0,14,15,8,8,4,2,1,4,1,3,1,2,2,1,1,0,0,0,0,0,0,4,3,4,10,14,12,0,0,0,11,11,9,1,6,3,4,4,0,1,2,2,1,1,1,4,8,5,9,11,9,0,0,1,17,26,10,8,7,3,0,2,1,2,1,1,1,0,0,0,2,2,0,2,2,4,15
Everton,Crystal Palace,2014-04-16,2,1,2013,6,3,6,15,6,4,0,0,0,20,14,14,3,8,7,1,1,2,1,3,3,0,2,0,6,6,5,17,5,7,0,0,0,24,15,23,6,5,8,3,2,1,0,0,1,0,0,0,0,2,0,2,2,2,2,3,2,7,13,10,0,0,0,14,13,14,4,8,4,0,4,4,1,3,1,0,1,0,4,10,13,12,5,4,0,0,0,7,13,21,4,4,2,2,2,1,0,0,0,0,0,0,0,2,0,2,2,2,4,16
Man City,Sunderland,2014-04-16,0,15,2013,7,5,6,9,9,11,0,0,0,13,15,15,5,8,4,3,3,4,2,4,1,0,3,1,7,9,6,7,15,8,1,0,0,10,5,10,4,1,3,1,0,1,3,1,1,2,1,0,0,2,2,0,2,0,6,2,8,17,8,11,0,0,0,24,8,26,6,4,7,3,2,2,0,1,1,0,1,0,6,8,3,15,12,14,0,0,0,20,29,11,3,11,6,1,0,4,1,5,2,0,1,1,0,0,0,0,0,0,4,16
Aston Villa,Southampton,2014-04-19,0,13,2013,4,2,5,12,10,16,0,0,0,7,12,10,4,6,1,2,3,4,0,1,1,0,0,1,2,7,0,7,13,10,0,0,0,14,16,9,4,8,6,0,2,2,1,2,4,0,0,2,0,0,0,0,0,0,5,9,7,9,15,5,0,0,0,19,5,23,7,1,11,0,0,0,0,1,4,0,1,1,5,5,5,7,9,6,0,0,0,6,15,5,4,8,2,0,3,1,1,4,0,0,3,0,0,0,2,0,0,2,4,19
Cardiff,Stoke,2014-04-19,0,9,2013,5,10,1,7,5,13,0,0,0,6,13,11,4,4,5,0,2,1,1,0,3,0,0,1,5,3,4,9,13,12,0,0,0,19,13,16,7,8,6,0,4,1,0,3,3,0,1,2,0,0,0,2,0,0,4,3,8,12,18,9,0,0,0,10,4,15,3,2,3,1,0,2,1,0,1,1,0,0,5,7,1,11,8,9,0,0,0,13,18,5,1,8,3,1,0,0,0,3,0,0,1,0,2,0,0,2,0,2,4,19
Chelsea,Sunderland,2014-04-19,2,17,2013,12,7,13,13,8,4,0,0,0,26,18,21,3,8,2,2,0,1,1,3,0,0,1,0,5,3,2,8,18,10,1,0,0,7,4,14,4,2,4,0,0,4,0,0,1,0,0,0,0,2,0,2,2,0,6,6,2,10,17,8,0,0,0,11,24,8,3,6,4,2,3,2,2,0,1,0,0,1,3,6,8,14,15,12,0,0,0,16,20,29,4,3,11,1,1,0,2,1,5,1,0,1,0,0,0,0,0,0,4,19
Newcastle,Swansea,2014-04-19,2,4,2013,5,4,5,11,16,6,0,0,0,13,14,5,1,4,2,1,1,1,0,0,0,0,0,0,4,5,7,12,6,5,0,0,0,10,8,23,3,4,11,1,0,0,1,4,4,1,1,1,0,0,0,0,0,0,5,2,7,8,18,15,1,0,0,7,12,16,4,2,7,0,2,1,0,0,3,0,0,2,12,7,4,13,6,9,0,0,0,26,8,8,3,4,4,2,0,2,1,1,0,0,1,0,0,0,2,0,0,2,4,19
Tottenham,Fulham,2014-04-19,1,14,2013,2,8,7,8,12,9,0,0,0,20,29,15,8,11,4,2,0,2,3,5,0,1,1,0,2,2,5,11,8,9,0,0,0,6,8,11,5,4,5,4,2,0,3,1,4,3,1,2,0,0,0,0,2,0,8,7,5,10,13,7,0,0,0,14,16,23,3,8,8,1,2,1,1,2,1,1,0,0,8,2,6,12,10,4,0,0,0,13,12,14,3,6,7,3,3,2,0,1,3,0,0,0,2,0,0,2,2,0,4,19
West Ham,Crystal Palace,2014-04-19,2,15,2013,3,4,3,12,10,14,0,0,0,12,11,11,2,1,6,2,4,4,1,1,2,1,1,1,4,4,8,14,9,11,0,0,0,14,17,26,8,8,7,2,0,2,3,2,1,1,1,0,0,0,2,0,0,2,3,2,3,10,7,13,0,0,0,7,14,13,4,4,8,2,0,4,3,1,3,1,0,1,13,4,10,6,12,5,0,0,0,17,7,13,5,4,4,1,2,2,2,0,0,0,0,0,2,0,2,2,2,2,4,19
Everton,Man United,2014-04-20,1,16,2013,13,6,3,6,15,6,0,0,0,17,20,14,5,3,8,1,1,1,2,1,3,0,0,2,3,6,6,10,17,5,0,0,0,7,24,15,4,6,5,2,3,2,3,0,0,1,0,0,0,0,2,0,2,2,5,0,5,6,10,12,0,0,0,8,9,10,4,6,4,0,2,2,4,4,0,1,2,0,4,5,8,16,16,8,0,0,0,14,10,13,4,1,4,1,4,2,0,1,3,0,1,1,2,2,0,2,2,0,4,20
Hull,Arsenal,2014-04-20,2,10,2013,7,1,5,6,9,9,0,0,1,8,5,10,4,3,3,0,0,1,1,0,1,1,0,0,2,8,4,18,9,12,0,0,0,12,15,9,2,3,3,2,2,0,0,1,2,0,0,1,2,0,0,2,0,0,4,6,6,14,5,8,0,0,0,14,15,10,8,5,3,2,2,1,3,0,1,1,0,0,3,3,6,12,6,11,0,0,0,12,14,15,2,8,4,2,1,4,1,3,1,1,2,1,0,0,0,2,0,0,4,20
Norwich,Liverpool,2014-04-20,2,1,2013,8,7,4,12,10,9,0,0,0,13,12,8,3,4,4,3,1,2,0,0,0,0,0,0,8,3,7,10,11,15,0,0,0,14,8,16,3,5,7,1,0,1,1,1,3,1,1,2,0,0,0,0,0,0,7,4,5,7,9,9,1,0,0,10,17,11,4,8,5,1,0,0,3,2,4,2,1,2,7,4,7,9,10,9,0,0,0,13,11,15,5,1,4,3,4,2,2,1,0,0,1,0,2,0,2,2,2,2,4,20
Man City,West Brom,2014-04-21,1,23,2013,3,7,5,14,9,9,0,0,0,16,13,15,4,5,8,1,3,3,2,2,4,1,0,3,6,7,9,10,7,15,0,1,0,11,10,5,3,4,1,2,1,0,2,3,1,0,2,1,2,0,2,0,0,2,2,3,4,11,11,12,0,0,0,6,8,16,5,5,6,4,0,1,3,1,3,3,1,2,2,7,1,8,10,13,0,0,0,20,12,11,8,4,5,2,1,1,3,0,3,1,0,1,2,2,2,0,2,0,4,21
Fulham,Hull,2014-04-26,0,13,2013,5,8,7,11,10,13,0,0,0,11,14,16,4,3,8,1,1,2,1,1,2,1,1,0,4,8,2,8,12,10,0,0,0,14,13,12,5,3,6,0,3,3,3,0,1,1,0,0,0,2,0,0,2,2,7,7,1,10,6,9,0,0,0,13,8,5,4,4,3,1,0,0,0,1,0,0,1,0,0,2,8,7,18,9,0,0,0,12,12,15,6,2,3,1,2,2,3,0,1,2,0,0,0,2,0,0,2,0,4,26
Man United,Norwich,2014-04-26,1,14,2013,5,5,0,8,6,10,0,0,0,9,8,9,2,4,6,2,0,2,0,4,4,0,1,2,6,4,5,9,16,16,0,0,0,17,14,10,5,4,1,2,1,4,2,0,1,2,0,1,0,2,2,0,2,2,8,8,7,16,12,10,0,0,0,13,13,12,5,3,4,3,3,1,2,0,0,0,0,0,3,8,3,10,10,11,0,0,0,14,14,8,6,3,5,2,1,0,3,1,1,2,1,1,0,0,0,0,0,0,4,26
Southampton,Everton,2014-04-26,1,20,2013,3,5,9,11,9,15,0,0,0,3,19,5,2,7,1,2,0,0,0,0,1,0,0,1,5,5,5,11,7,9,0,0,0,6,6,15,1,4,8,0,0,3,0,1,4,0,0,3,0,0,0,0,0,0,6,13,6,9,6,15,0,0,0,17,17,20,5,5,3,2,1,1,2,2,1,2,0,0,5,3,6,8,10,17,0,0,0,9,7,24,2,4,6,2,2,3,0,3,0,0,1,0,2,0,0,2,0,2,4,26
Stoke,Tottenham,2014-04-26,2,1,2013,7,4,3,12,12,18,0,0,0,14,10,4,5,3,2,3,1,0,1,1,0,1,1,0,12,5,7,6,11,8,0,0,0,13,13,18,4,1,8,2,1,0,1,0,3,0,0,1,2,2,0,0,2,0,4,2,8,8,8,12,0,0,0,14,20,29,5,8,11,0,2,0,3,3,5,1,1,1,5,2,2,11,11,8,0,0,0,11,6,8,4,5,4,1,4,2,1,3,1,1,3,1,0,0,0,2,0,2,4,26
Swansea,Aston Villa,2014-04-26,1,16,2013,8,5,2,9,8,18,0,1,0,10,7,12,2,4,2,0,0,2,2,0,0,1,0,0,2,12,7,6,13,6,0,0,0,14,26,8,4,3,4,2,2,0,1,1,1,1,0,1,0,0,0,2,0,0,5,4,2,11,12,10,0,0,0,6,7,12,1,4,6,0,2,3,0,0,1,0,0,0,3,2,7,11,7,13,0,0,0,3,14,16,2,4,8,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,4,26
West Brom,West Ham,2014-04-26,1,17,2013,2,2,3,7,11,11,0,0,0,10,6,8,3,5,5,1,4,0,1,3,1,1,3,1,8,2,7,9,8,10,0,0,0,19,20,12,6,8,4,1,2,1,3,3,0,3,1,0,0,2,2,0,0,2,3,3,4,7,12,10,0,0,0,13,12,11,4,2,1,1,2,4,0,1,1,0,1,1,11,4,4,16,14,9,0,0,0,11,14,17,3,8,8,1,2,0,1,3,2,0,1,1,0,0,0,0,0,0,4,26
Crystal Palace,Man City,2014-04-27,2,9,2013,11,3,2,16,10,7,0,0,0,11,7,14,3,4,4,1,2,0,1,3,1,0,1,0,3,13,4,7,6,12,0,0,0,13,17,7,4,5,4,1,1,2,0,2,0,0,0,0,0,2,0,2,2,2,8,3,7,9,14,9,0,0,0,19,16,13,6,4,5,1,1,3,3,2,2,3,1,0,2,6,7,7,10,7,0,0,1,10,11,10,3,3,4,1,2,1,1,2,3,1,0,2,2,2,0,2,0,0,4,27
Liverpool,Chelsea,2014-04-27,2,15,2013,3,7,4,10,7,9,0,1,0,14,10,17,6,4,8,2,1,0,3,3,2,2,2,1,8,7,4,16,9,10,0,0,0,13,13,11,5,5,1,3,3,4,2,2,1,0,0,1,2,2,0,2,2,2,10,12,7,11,13,8,0,0,0,31,26,18,15,3,8,1,2,0,1,1,3,1,0,1,4,5,3,14,8,18,0,1,0,7,7,4,3,4,2,2,0,0,2,0,0,1,0,0,0,0,2,0,2,2,4,27
