HomeTeam,AwayTeam,Date,label,Referee,league_year,Home_lag_TeamCorners_1,Home_lag_TeamCorners_2,Home_lag_TeamCorners_3,Home_lag_TeamFouls_1,Home_lag_TeamFouls_2,Home_lag_TeamFouls_3,Home_lag_TeamRedCards_1,Home_lag_TeamRedCards_2,Home_lag_TeamRedCards_3,Home_lag_TeamShots_1,Home_lag_TeamShots_2,Home_lag_TeamShots_3,Home_lag_TeamShotsOnTarget_1,Home_lag_TeamShotsOnTarget_2,Home_lag_TeamShotsOnTarget_3,Home_lag_TeamYellowCards_1,Home_lag_TeamYellowCards_2,Home_lag_TeamYellowCards_3,Home_lag_FullTimeTeamGoals_1,Home_lag_FullTimeTeamGoals_2,Home_lag_FullTimeTeamGoals_3,Home_lag_HalfTimeTeamGoals_1,Home_lag_HalfTimeTeamGoals_2,Home_lag_HalfTimeTeamGoals_3,Home_lag_EnemyTeamCorners_1,Home_lag_EnemyTeamCorners_2,Home_lag_EnemyTeamCorners_3,Home_lag_EnemyTeamFouls_1,Home_lag_EnemyTeamFouls_2,Home_lag_EnemyTeamFouls_3,Home_lag_EnemyTeamRedCards_1,Home_lag_EnemyTeamRedCards_2,Home_lag_EnemyTeamRedCards_3,Home_lag_EnemyTeamShots_1,Home_lag_EnemyTeamShots_2,Home_lag_EnemyTeamShots_3,Home_lag_EnemyTeamShotsOnTarget_1,Home_lag_EnemyTeamShotsOnTarget_2,Home_lag_EnemyTeamShotsOnTarget_3,Home_lag_EnemyTeamYellowCards_1,Home_lag_EnemyTeamYellowCards_2,Home_lag_EnemyTeamYellowCards_3,Home_lag_FullTimeEnemyTeamGoals_1,Home_lag_FullTimeEnemyTeamGoals_2,Home_lag_FullTimeEnemyTeamGoals_3,Home_lag_HalfTimeEnemyTeamGoals_1,Home_lag_HalfTimeEnemyTeamGoals_2,Home_lag_HalfTimeEnemyTeamGoals_3,Home_lag_HalfTimeResult_1,Home_lag_HalfTimeResult_2,Home_lag_HalfTimeResult_3,Home_lag_FullTimeResult_1,Home_lag_FullTimeResult_2,Home_lag_FullTimeResult_3,Away_lag_TeamCorners_1,Away_lag_TeamCorners_2,Away_lag_TeamCorners_3,Away_lag_TeamFouls_1,Away_lag_TeamFouls_2,Away_lag_TeamFouls_3,Away_lag_TeamRedCards_1,Away_lag_TeamRedCards_2,Away_lag_TeamRedCards_3,Away_lag_TeamShots_1,Away_lag_TeamShots_2,Away_lag_TeamShots_3,Away_lag_TeamShotsOnTarget_1,Away_lag_TeamShotsOnTarget_2,Away_lag_TeamShotsOnTarget_3,Away_lag_TeamYellowCards_1,Away_lag_TeamYellowCards_2,Away_lag_TeamYellowCards_3,Away_lag_FullTimeTeamGoals_1,Away_lag_FullTimeTeamGoals_2,Away_lag_FullTimeTeamGoals_3,Away_lag_HalfTimeTeamGoals_1,Away_lag_HalfTimeTeamGoals_2,Away_lag_HalfTimeTeamGoals_3,Away_lag_EnemyTeamCorners_1,Away_lag_EnemyTeamCorners_2,Away_lag_EnemyTeamCorners_3,Away_lag_EnemyTeamFouls_1,Away_lag_EnemyTeamFouls_2,Away_lag_EnemyTeamFouls_3,Away_lag_EnemyTeamRedCards_1,Away_lag_EnemyTeamRedCards_2,Away_lag_EnemyTeamRedCards_3,Away_lag_EnemyTeamShots_1,Away_lag_EnemyTeamShots_2,Away_lag_EnemyTeamShots_3,Away_lag_EnemyTeamShotsOnTarget_1,Away_lag_EnemyTeamShotsOnTarget_2,Away_lag_EnemyTeamShotsOnTarget_3,Away_lag_EnemyTeamYellowCards_1,Away_lag_EnemyTeamYellowCards_2,Away_lag_EnemyTeamYellowCards_3,Away_lag_FullTimeEnemyTeamGoals_1,Away_lag_FullTimeEnemyTeamGoals_2,Away_lag_FullTimeEnemyTeamGoals_3,Away_lag_HalfTimeEnemyTeamGoals_1,Away_lag_HalfTimeEnemyTeamGoals_2,Away_lag_HalfTimeEnemyTeamGoals_3,Away_lag_HalfTimeResult_1,Away_lag_HalfTimeResult_2,Away_lag_HalfTimeResult_3,Away_lag_FullTimeResult_1,Away_lag_FullTimeResult_2,Away_lag_FullTimeResult_3,Month,Day
Man City,Blackburn,2010-09-11,0,16,2010,7,5,3,9,13,16,0,0,0,9,8,11,7,3,7,3,1,2,0,3,0,0,1,0,3,4,10,5,12,13,0,0,0,12,13,22,4,7,18,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,4,12,1,9,14,19,0,0,0,15,7,7,7,2,2,1,3,2,1,1,1,1,0,1,8,4,3,7,13,14,0,0,0,14,10,17,9,7,12,0,2,1,2,2,0,1,0,0,0,0,2,0,0,2,9,11
Newcastle,Blackpool,2010-09-11,2,13,2010,3,10,3,17,15,5,0,0,0,11,20,7,6,14,3,4,3,2,1,6,0,0,3,0,5,2,5,20,12,9,0,0,0,5,3,18,2,1,10,7,1,2,1,0,3,1,0,2,0,2,0,0,2,0,4,2,4,13,3,11,0,1,0,14,3,9,5,1,7,1,0,1,2,0,4,0,0,3,5,8,6,16,9,8,0,0,0,12,26,11,7,16,6,0,0,1,2,6,0,1,3,0,0,0,2,0,0,2,9,11
West Brom,Tottenham,2010-09-11,0,9,2010,6,4,1,8,16,10,1,0,0,14,11,10,5,5,4,0,2,0,0,1,0,0,0,0,7,6,3,9,12,10,0,0,0,11,10,18,7,4,13,0,2,1,1,0,6,0,0,2,0,0,0,0,2,0,16,2,10,10,4,13,0,0,0,12,7,22,7,6,18,3,1,0,0,2,0,0,2,0,7,6,3,11,15,16,0,0,0,13,15,11,5,10,7,2,3,2,1,1,0,0,1,0,0,2,0,0,2,0,9,11
West Ham,Chelsea,2010-09-11,2,4,2010,3,8,7,11,11,15,0,0,0,7,17,12,2,10,2,2,2,2,0,1,0,0,0,0,9,5,16,6,18,15,0,0,0,18,12,23,11,8,11,1,4,1,3,3,3,1,0,2,0,0,0,0,0,0,6,0,3,5,7,10,0,0,0,15,10,18,6,8,13,0,2,1,2,6,6,1,1,2,1,0,1,10,12,10,0,0,0,9,17,10,3,12,4,2,1,0,0,0,0,0,0,0,2,2,2,2,2,2,9,11
Wigan,Sunderland,2010-09-11,0,1,2010,7,0,6,11,12,8,0,0,0,13,17,11,5,12,6,2,1,1,1,0,0,0,0,0,16,0,4,10,7,11,0,0,0,12,10,9,7,8,7,3,2,1,0,6,4,0,1,3,0,0,0,2,0,0,3,6,3,5,12,13,0,0,1,12,10,6,4,4,2,0,2,3,1,0,2,0,0,1,7,4,6,9,16,10,0,0,0,9,11,13,7,5,7,3,2,3,0,1,2,0,0,0,0,0,2,2,0,0,9,11
Birmingham,Liverpool,2010-09-12,0,18,2010,1,4,6,17,13,10,0,0,0,9,10,13,5,7,7,3,2,3,2,2,2,1,0,0,6,12,3,19,14,13,1,0,1,11,7,6,8,2,2,2,3,3,2,1,2,0,0,1,2,0,0,0,2,0,7,4,9,9,12,13,0,0,1,11,13,7,7,7,4,0,1,1,1,0,1,0,0,0,6,5,11,8,13,15,1,0,1,14,8,14,5,3,7,0,1,3,0,3,1,0,1,0,0,0,0,2,0,0,9,12
Stoke,Aston Villa,2010-09-13,1,14,2010,1,6,5,10,15,13,0,0,0,9,15,10,3,10,6,2,3,2,0,1,1,0,1,0,6,2,5,5,4,17,0,0,0,15,7,13,6,6,7,0,1,0,2,2,2,1,2,2,0,0,0,0,0,0,4,2,16,19,12,15,0,0,0,12,3,23,6,1,11,4,1,1,1,0,3,1,0,2,16,10,7,10,15,15,0,0,0,15,20,12,9,14,2,0,3,2,0,6,0,0,3,0,2,0,2,2,0,2,9,13
Aston Villa,Bolton,2010-09-18,0,17,2010,7,4,2,14,19,12,0,0,0,10,12,3,6,6,1,2,4,1,1,1,0,1,1,0,8,16,10,11,10,15,0,0,0,20,15,20,12,9,14,1,0,3,2,0,6,0,0,3,2,2,0,0,2,0,6,6,5,11,19,18,1,1,0,7,11,12,6,8,8,2,2,4,1,2,3,1,0,0,9,1,8,11,17,11,0,0,0,23,9,17,14,5,10,2,3,2,4,2,1,1,1,0,0,0,0,0,0,2,9,18
Blackburn,Fulham,2010-09-18,0,2,2010,2,4,12,10,9,14,0,0,0,4,15,7,2,7,2,1,1,3,1,1,1,1,1,0,14,8,4,12,7,13,0,0,0,20,14,10,14,9,7,2,0,2,1,2,2,0,1,0,2,0,0,0,0,0,6,5,5,9,16,7,0,0,0,13,12,16,6,7,8,3,0,2,2,2,2,0,1,0,6,4,11,17,13,6,1,0,0,4,14,14,2,5,7,6,1,2,1,2,2,1,0,1,0,2,0,2,0,0,9,18
Everton,Newcastle,2010-09-18,2,1,2010,7,16,3,11,10,18,0,0,0,23,15,14,14,9,6,1,0,1,3,0,1,1,0,1,5,4,3,18,19,15,0,0,0,13,12,9,8,6,4,1,4,2,3,1,1,1,1,0,0,0,2,0,0,0,3,3,10,15,17,15,0,0,0,16,11,20,13,6,14,2,4,3,0,1,6,0,0,3,2,5,2,14,20,12,0,0,0,7,5,3,4,2,1,3,7,1,2,1,0,1,1,0,0,0,2,0,0,2,9,18
Stoke,West Ham,2010-09-18,0,13,2010,8,1,6,11,10,15,0,0,0,20,9,15,12,3,10,1,2,3,2,0,1,0,0,1,7,6,2,14,5,4,0,0,0,10,15,7,6,6,6,2,0,1,1,2,2,1,1,2,0,0,0,2,0,0,1,3,8,13,11,11,0,0,0,13,7,17,7,2,10,2,2,2,1,0,1,0,0,0,5,9,5,10,6,18,0,0,0,17,18,12,9,11,8,2,1,4,3,3,3,2,1,0,0,0,0,0,0,0,9,18
Sunderland,Arsenal,2010-09-18,0,23,2010,1,3,6,11,5,12,1,0,0,4,12,10,2,4,4,2,0,2,1,1,0,0,0,0,5,7,4,19,9,16,0,0,0,17,9,11,4,7,5,4,3,2,1,0,1,0,0,0,0,0,0,0,2,0,9,8,8,11,7,9,0,0,0,23,14,26,14,9,16,2,0,0,4,2,6,1,1,3,6,4,2,11,9,3,1,0,1,7,15,3,6,7,1,2,1,0,1,1,0,1,1,0,0,0,2,2,2,2,9,18
Tottenham,Wolves,2010-09-18,1,19,2010,4,16,2,9,10,4,0,0,0,16,12,7,9,7,6,1,3,1,1,0,2,1,0,2,9,7,6,12,11,15,0,0,0,15,13,15,8,5,10,2,2,3,1,1,1,1,0,1,0,0,2,0,0,2,6,5,3,17,20,15,1,0,0,4,5,9,2,2,4,6,7,2,1,1,1,1,1,0,6,3,3,9,17,18,0,0,0,13,11,14,6,6,6,3,4,1,2,1,1,0,0,1,2,2,0,0,0,0,9,18
West Brom,Birmingham,2010-09-18,1,4,2010,9,6,4,12,8,16,0,1,0,15,14,11,8,5,5,2,0,2,1,0,1,1,0,0,4,7,6,9,9,12,0,0,0,16,11,10,9,7,4,1,0,2,1,1,0,1,0,0,0,0,0,0,0,2,4,1,4,8,17,13,0,0,0,15,9,10,3,5,7,1,3,2,0,2,2,0,1,0,3,6,12,9,19,14,0,1,0,14,11,7,8,8,2,0,2,3,0,2,1,0,0,0,0,2,0,0,0,2,9,18
Chelsea,Blackpool,2010-09-19,1,16,2010,5,6,0,10,5,7,0,0,0,17,15,10,9,6,8,2,0,2,3,2,6,2,1,1,1,1,0,13,10,12,0,0,0,13,9,17,7,3,12,2,2,1,1,0,0,0,0,0,2,2,2,2,2,2,2,4,2,14,13,3,0,0,1,7,14,3,4,5,1,3,1,0,2,2,0,1,0,0,3,5,8,15,16,9,0,0,0,16,12,26,13,7,16,2,0,0,0,2,6,0,1,3,2,0,0,2,0,0,9,19
Man United,Liverpool,2010-09-19,1,9,2010,5,9,11,18,6,6,0,0,0,13,18,14,8,11,7,1,1,2,3,3,2,1,1,1,7,3,5,11,11,7,0,0,0,23,7,16,14,2,8,1,2,2,3,0,2,1,0,0,0,2,2,0,2,0,3,7,4,9,9,12,0,0,0,14,11,13,8,7,7,0,0,1,0,1,0,0,0,0,4,6,5,8,8,13,0,1,0,15,14,8,3,5,3,1,0,1,0,0,3,0,0,1,0,0,0,0,2,0,9,19
Wigan,Man City,2010-09-19,2,14,2010,5,7,0,19,11,12,0,0,0,17,13,17,4,5,12,4,2,1,1,1,0,0,0,0,1,16,0,11,10,7,1,0,0,4,12,10,2,7,8,2,3,2,1,0,6,0,0,1,0,0,0,0,2,0,14,7,5,12,9,13,0,0,0,20,9,8,14,7,3,2,3,1,1,0,3,0,0,1,2,3,4,10,5,12,0,0,0,4,12,13,2,4,7,1,0,1,1,1,0,1,0,0,0,0,2,0,0,2,9,19
Arsenal,West Brom,2010-09-25,2,20,2010,3,9,8,13,11,7,1,0,0,16,23,14,7,14,9,2,2,0,1,4,2,1,1,1,11,6,4,11,11,9,0,1,0,16,7,15,5,6,7,2,2,1,1,1,1,0,1,1,2,0,0,0,2,2,5,9,6,11,12,8,0,0,1,16,15,14,10,8,5,1,2,0,3,1,0,0,1,0,0,4,7,8,9,9,0,0,0,6,16,11,3,9,7,1,1,0,1,1,1,1,1,0,0,0,0,2,0,0,9,25
Birmingham,Wigan,2010-09-25,0,16,2010,0,4,1,8,8,17,0,0,0,6,15,9,3,3,5,1,1,3,1,0,2,1,0,1,5,3,6,11,9,19,0,0,1,16,14,11,10,8,8,1,0,2,3,0,2,0,0,0,2,0,2,0,0,0,3,5,7,10,19,11,0,0,0,9,17,13,3,4,5,1,4,2,0,1,1,0,0,0,1,1,16,14,11,10,0,1,0,11,4,12,5,2,7,2,2,3,2,1,0,1,0,0,0,0,0,0,0,2,9,25
Blackpool,Blackburn,2010-09-25,2,17,2010,6,2,4,4,14,13,0,0,0,11,7,14,4,4,5,2,3,1,0,2,2,0,1,0,9,3,5,7,15,16,0,0,0,27,16,12,15,13,7,1,2,0,4,0,2,4,0,1,0,2,0,0,2,0,3,2,4,15,10,9,0,0,0,9,4,15,5,2,7,0,1,1,1,1,1,1,1,1,3,14,8,10,12,7,0,0,0,9,20,14,4,14,9,1,2,0,1,1,2,0,0,1,2,2,0,0,0,0,9,25
Fulham,Everton,2010-09-25,0,9,2010,3,6,5,10,9,16,0,0,0,9,13,12,4,6,7,1,3,0,1,2,2,0,0,1,3,6,4,15,17,13,0,1,0,9,4,14,5,2,5,0,6,1,1,1,2,1,1,0,0,0,2,0,2,0,3,7,16,15,11,10,0,0,0,6,23,15,3,14,9,2,1,0,0,3,0,0,1,0,6,5,4,21,18,19,0,0,0,9,13,12,4,8,6,3,1,4,1,3,1,1,1,1,0,0,0,0,0,0,9,25
Liverpool,Sunderland,2010-09-25,0,28,2010,1,3,7,10,9,9,0,0,0,7,14,11,1,8,7,1,0,0,2,0,1,0,0,0,6,4,6,15,8,8,0,0,1,16,15,14,7,3,5,4,1,0,3,0,0,1,0,0,0,0,0,0,0,2,11,1,3,11,11,5,0,1,0,16,4,12,5,2,4,2,2,0,1,1,1,0,0,0,3,5,7,13,19,9,1,0,0,16,17,9,7,4,7,2,4,3,1,1,0,1,0,0,0,0,0,0,0,2,9,25
Man City,Chelsea,2010-09-25,1,1,2010,1,14,7,14,12,9,0,0,0,11,20,9,5,14,7,2,2,3,2,1,0,1,0,0,3,2,3,10,10,5,0,0,0,9,4,12,3,2,4,1,1,0,0,1,1,0,1,0,2,0,0,2,0,0,9,5,6,7,10,5,0,0,0,27,17,15,15,9,6,1,2,0,4,3,2,4,2,1,6,1,1,4,13,10,0,0,0,11,13,9,4,7,3,2,2,2,0,1,0,0,0,0,2,2,2,2,2,2,9,25
West Ham,Tottenham,2010-09-25,1,15,2010,3,1,3,8,13,11,0,0,0,13,13,7,6,7,2,2,2,2,1,1,0,1,0,0,6,5,9,14,10,6,0,0,0,9,17,18,3,9,11,3,2,1,1,3,3,0,2,1,2,0,0,0,0,0,5,4,16,7,9,10,0,0,0,20,16,12,11,9,7,3,1,3,3,1,0,0,1,0,4,9,7,11,12,11,0,0,0,5,15,13,2,8,5,3,2,2,1,1,1,1,1,0,0,0,0,2,0,0,9,25
Bolton,Man United,2010-09-26,0,23,2010,4,6,6,8,11,19,0,1,1,13,7,11,7,6,8,2,2,2,1,1,2,1,1,0,8,9,1,15,11,17,0,0,0,13,23,9,6,14,5,1,2,3,1,4,2,1,1,1,0,0,0,0,0,0,6,5,9,15,18,6,0,0,0,16,13,18,7,8,11,4,1,1,3,3,3,1,1,1,1,7,3,10,11,11,0,0,0,7,23,7,1,14,2,1,1,2,2,3,0,0,1,0,2,0,2,2,0,2,9,26
Newcastle,Stoke,2010-09-26,2,19,2010,6,3,3,21,15,17,0,0,0,9,16,11,4,13,6,3,2,4,1,0,1,1,0,0,3,2,5,15,14,20,0,0,0,6,7,5,3,4,2,2,3,7,0,2,1,0,1,1,2,0,0,2,0,0,6,8,1,14,11,10,0,0,0,9,20,9,3,12,3,3,1,2,1,2,0,0,0,0,3,7,6,8,14,5,0,0,0,13,10,15,6,6,6,2,2,0,1,1,2,1,1,1,0,0,0,0,2,0,9,26
Wolves,Aston Villa,2010-09-26,2,18,2010,4,6,5,11,17,20,0,1,0,5,4,5,2,2,2,3,6,7,1,1,1,1,1,1,5,6,3,7,9,17,0,0,0,20,13,11,11,6,6,3,3,4,3,2,1,0,0,0,2,2,2,0,0,0,8,7,4,15,14,19,0,0,0,13,10,12,6,6,6,1,2,4,1,1,1,1,1,1,4,8,16,8,11,10,0,0,0,13,20,15,7,12,9,2,1,0,1,2,0,1,0,0,0,2,2,0,0,2,9,26
Birmingham,Everton,2010-10-02,2,23,2010,3,0,4,12,8,8,1,0,0,10,6,15,4,3,3,2,1,1,0,1,0,0,1,0,7,5,3,18,11,9,0,0,0,17,16,14,10,10,8,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,5,3,7,13,15,11,0,0,0,15,6,23,7,3,14,1,2,1,0,0,3,0,0,1,4,6,5,15,21,18,0,0,0,12,9,13,2,4,8,2,3,1,0,1,3,0,1,1,0,0,0,0,0,0,10,2
Stoke,Blackburn,2010-10-02,1,9,2010,4,6,8,11,14,11,0,0,0,8,9,20,2,3,12,1,3,1,2,1,2,0,0,0,3,3,7,8,8,14,0,0,0,11,13,10,7,6,6,0,2,2,1,1,1,1,1,1,0,0,0,2,0,2,8,3,2,11,15,10,0,0,0,13,9,4,8,5,2,1,0,1,2,1,1,1,1,1,8,3,14,12,10,12,0,0,0,11,9,20,8,4,14,2,1,2,1,1,1,0,0,0,2,2,2,2,0,0,10,2
Sunderland,Man United,2010-10-02,0,4,2010,3,11,1,7,11,11,0,0,1,10,16,4,1,5,2,1,2,2,2,1,1,1,0,0,3,3,5,15,13,19,0,1,0,13,16,17,5,7,4,3,2,4,2,1,1,1,1,0,0,0,0,0,0,0,12,6,5,18,15,18,0,0,0,12,16,13,6,7,8,2,4,1,2,3,3,1,1,1,7,1,7,16,10,11,0,0,0,15,7,23,9,1,14,1,1,1,2,2,3,1,0,1,0,2,0,0,2,0,10,2
Tottenham,Aston Villa,2010-10-02,1,16,2010,7,5,4,11,7,9,0,0,0,17,20,16,11,11,9,0,3,1,0,3,1,0,0,1,14,4,9,10,11,12,0,0,0,22,5,15,15,2,8,2,3,2,1,1,1,1,1,1,0,0,0,0,2,0,4,8,7,19,15,14,0,0,0,10,13,10,8,6,6,2,1,2,2,1,1,1,1,1,5,4,8,15,8,11,0,0,0,14,13,20,12,7,12,1,2,1,1,1,2,0,1,0,2,0,2,2,0,0,10,2
West Brom,Bolton,2010-10-02,0,25,2010,4,5,9,14,11,12,0,0,0,7,16,15,5,10,8,3,1,2,3,3,1,0,0,1,16,0,4,15,8,9,0,0,0,24,6,16,12,3,9,4,1,1,2,1,1,0,1,1,0,0,0,2,2,0,7,4,6,16,8,11,0,0,1,15,13,7,9,7,6,1,2,2,2,1,1,1,1,1,12,8,9,18,15,11,0,0,0,12,13,23,6,6,14,2,1,2,2,1,4,1,1,1,0,0,0,0,0,0,10,2
West Ham,Fulham,2010-10-02,0,1,2010,14,3,1,10,8,13,0,0,0,22,13,13,15,6,7,2,2,2,1,1,1,1,1,0,7,6,5,11,14,10,0,0,0,17,9,17,11,3,9,0,3,2,0,1,3,0,0,2,2,2,0,2,0,0,4,3,6,15,10,9,0,0,0,12,9,13,2,4,6,2,1,3,0,1,2,0,0,0,5,3,6,13,15,17,0,0,1,15,9,4,7,5,2,1,0,6,0,1,1,0,1,1,0,0,0,0,0,2,10,2
Wigan,Wolves,2010-10-02,1,13,2010,7,3,5,18,10,19,0,0,0,17,9,17,10,3,4,3,1,4,0,0,1,0,0,0,3,1,1,12,14,11,1,0,1,10,11,4,4,5,2,2,2,2,0,2,1,0,1,0,0,0,0,0,0,0,5,4,6,15,11,17,0,0,1,14,5,4,12,2,2,1,3,6,1,1,1,0,1,1,4,5,6,19,7,9,0,0,0,10,20,13,8,11,6,2,3,3,2,3,2,1,0,0,0,2,2,0,0,0,10,2
Chelsea,Arsenal,2010-10-03,1,17,2010,4,9,5,12,7,10,0,0,0,15,27,17,4,15,9,3,1,2,0,4,3,0,4,2,3,6,1,10,4,13,0,0,0,8,11,13,6,4,7,2,2,2,1,0,1,0,0,0,0,2,2,0,2,2,16,3,9,15,13,11,0,1,0,24,16,23,12,7,14,4,2,2,2,1,4,0,1,1,4,11,6,14,11,11,0,0,1,7,16,7,5,5,6,3,2,2,3,1,1,0,0,1,0,2,0,0,0,2,10,3
Liverpool,Blackpool,2010-10-03,2,19,2010,3,1,3,15,10,9,0,0,0,13,7,14,5,1,8,3,1,0,2,2,0,1,0,0,3,6,4,7,15,8,0,0,0,10,16,15,1,7,3,1,4,1,2,3,0,1,1,0,0,0,0,0,0,0,8,6,2,12,4,14,0,0,0,11,11,7,8,4,4,2,2,3,1,0,2,0,0,1,8,9,3,11,7,15,0,0,0,13,27,16,8,15,13,1,1,2,2,4,0,1,4,0,0,0,2,0,0,2,10,3
Man City,Newcastle,2010-10-03,1,15,2010,3,1,14,10,14,12,0,0,0,8,11,20,6,5,14,2,2,2,1,2,1,0,1,0,4,3,2,12,10,10,0,0,0,15,9,4,4,3,2,3,1,1,0,0,1,0,0,1,0,2,0,2,2,0,3,6,3,8,21,15,0,0,0,11,9,16,7,4,13,0,3,2,1,1,0,1,1,0,4,3,2,11,15,14,0,0,0,8,6,7,2,3,4,1,2,3,2,0,2,0,0,1,2,2,0,0,2,0,10,3
Arsenal,Birmingham,2010-10-16,1,15,2010,10,16,3,12,15,13,0,0,1,13,24,16,5,12,7,1,4,2,0,2,1,0,0,1,10,4,11,7,14,11,0,0,0,11,7,16,6,5,5,1,3,2,2,3,1,1,0,0,0,0,2,0,0,0,6,3,0,5,12,8,0,1,0,6,10,6,3,4,3,0,2,1,0,0,1,0,0,1,5,7,5,11,18,11,0,0,0,11,17,16,6,10,10,0,3,1,2,0,3,0,0,0,0,0,2,0,0,0,10,16
Aston Villa,Chelsea,2010-10-16,0,13,2010,4,4,8,19,19,15,0,0,0,13,10,13,4,8,6,3,2,1,1,2,1,1,1,1,10,5,4,12,15,8,0,0,0,19,14,13,10,12,7,1,1,2,2,1,1,1,0,1,0,2,0,0,2,0,10,4,9,7,12,7,0,0,0,11,15,27,6,4,15,1,3,1,2,0,4,1,0,4,10,3,6,12,10,4,0,0,0,13,8,11,5,6,4,1,2,2,0,1,0,0,0,0,2,0,2,2,0,2,10,16
Bolton,Stoke,2010-10-16,1,25,2010,4,7,4,10,16,8,0,0,0,10,15,13,5,9,7,2,1,2,1,2,1,0,1,1,7,12,8,8,18,15,0,0,0,17,12,13,9,6,6,3,2,1,1,2,1,0,1,1,0,0,0,0,0,0,8,4,6,8,11,14,0,0,0,18,8,9,11,2,3,2,1,3,1,2,1,0,0,0,6,3,3,13,8,8,0,0,0,7,11,13,4,7,6,3,0,2,0,1,1,0,1,1,0,0,0,2,2,0,10,16
Fulham,Tottenham,2010-10-16,2,17,2010,3,4,3,8,15,10,0,0,0,17,12,9,5,2,4,1,2,1,1,0,1,1,0,0,2,5,3,15,13,15,0,0,0,12,15,9,5,7,5,3,1,0,1,0,1,0,0,1,2,0,0,0,0,0,10,7,5,12,11,7,0,0,0,19,17,20,10,11,11,1,0,3,2,0,3,1,0,0,4,14,4,19,10,11,0,0,0,13,22,5,4,15,2,3,2,3,1,1,1,1,1,1,0,0,0,2,0,2,10,16
Man United,West Brom,2010-10-16,0,19,2010,4,12,6,6,18,15,0,0,0,10,12,16,4,6,7,2,2,4,0,2,3,0,1,1,10,7,1,10,16,10,0,0,0,14,15,7,8,9,1,1,1,1,0,2,2,0,1,0,0,0,2,0,0,2,7,4,5,8,14,11,0,0,0,17,7,16,9,5,10,3,3,1,1,3,3,0,0,0,4,16,0,10,15,8,0,0,0,10,24,6,5,12,3,2,4,1,1,2,1,0,0,1,0,0,0,0,2,2,10,16
Newcastle,Wigan,2010-10-16,0,18,2010,4,3,6,13,8,21,0,0,0,8,11,9,4,7,4,2,0,3,1,1,1,1,1,1,4,4,3,11,11,15,0,0,0,9,8,6,5,2,3,3,1,2,2,2,0,1,0,0,0,2,2,0,0,2,3,7,3,9,18,10,0,0,0,24,17,9,17,10,3,1,3,1,2,0,0,0,0,0,3,3,1,12,12,14,1,1,0,2,10,11,0,4,5,2,2,2,0,0,2,0,0,1,0,0,0,2,0,0,10,16
Wolves,West Ham,2010-10-16,0,16,2010,3,5,4,12,15,11,1,0,0,2,14,5,0,12,2,2,1,3,0,1,1,0,0,1,3,4,5,9,19,7,0,0,0,24,10,20,17,8,11,1,2,3,2,2,3,0,1,0,0,0,2,0,0,0,2,14,3,15,10,8,0,0,0,12,22,13,5,15,6,3,2,2,1,1,1,0,1,1,3,7,6,8,11,14,0,0,0,17,17,9,5,11,3,1,0,3,1,0,1,1,0,0,0,2,2,0,2,0,10,16
Blackpool,Man City,2010-10-17,2,23,2010,2,8,6,10,12,4,0,0,0,11,11,11,7,8,4,1,2,2,2,1,0,2,0,0,5,8,9,11,11,7,0,0,0,19,13,27,10,8,15,2,1,1,1,2,4,0,1,4,2,0,0,2,0,0,4,3,1,11,10,14,0,0,0,9,8,11,5,6,5,3,2,2,2,1,2,1,0,1,4,4,3,13,12,10,0,0,0,8,15,9,4,4,3,2,3,1,1,0,0,1,0,0,0,0,2,2,2,2,10,17
Everton,Liverpool,2010-10-17,1,9,2010,5,5,3,11,13,15,0,0,0,11,15,6,6,7,3,0,1,2,2,0,0,0,0,0,6,4,6,5,15,21,0,0,0,6,12,9,3,2,4,0,2,3,0,0,1,0,0,1,0,0,0,2,0,0,5,3,1,11,15,10,0,0,0,19,13,7,10,5,1,2,3,1,1,2,2,0,1,0,2,3,6,10,7,15,0,0,0,11,10,16,7,1,7,1,1,4,2,2,3,2,1,1,0,0,0,0,0,0,10,17
Blackburn,Sunderland,2010-10-18,0,14,2010,6,8,3,13,11,15,0,0,0,7,13,9,4,8,5,3,1,0,0,2,1,0,1,1,8,8,3,8,12,10,0,0,0,18,11,9,11,8,4,2,2,1,1,1,1,0,0,0,0,2,2,0,2,0,10,3,11,10,7,11,0,0,0,14,10,16,8,1,5,1,1,2,0,2,1,0,1,0,4,3,3,6,15,13,0,0,1,10,13,16,4,5,7,2,3,2,0,2,1,0,1,1,0,0,0,0,0,0,10,18
Birmingham,Blackpool,2010-10-23,1,2,2010,3,6,3,9,5,12,0,0,1,6,6,10,4,3,4,2,0,2,1,0,0,1,0,0,7,5,7,16,11,18,1,0,0,18,11,17,13,6,10,2,0,3,2,2,0,1,0,0,0,0,0,0,0,0,3,2,8,9,10,12,0,0,0,16,11,11,5,7,8,0,1,2,2,2,1,0,2,0,9,5,8,9,11,11,0,0,0,13,19,13,8,10,8,2,2,1,3,1,2,0,0,1,0,2,0,0,2,0,10,23
