match_round,home_team,away_team,team,sentiment_analysis
13,Southampton,Manchester City,Southampton,0.2993506493506493
13,Southampton,Manchester City,Manchester City,0.3211641886373657
13,Tottenham,Everton,Tottenham,0.2213510186903044
13,Tottenham,Everton,Everton,0.3254772896374459
13,Burnley,Aston Villa,Burnley,0.2643948162177329
13,Burnley,Aston Villa,Aston Villa,0.21889343167120948
13,Liverpool,Stoke,Liverpool,0.18550289455254856
13,Liverpool,Stoke,Stoke,0.24757870856676004
13,Manchester Utd,Hull,Manchester Utd,0.30227557872004207
13,Manchester Utd,Hull,Hull,0.29949003017184833
13,QPR,Leicester,QPR,0.2611910591102664
13,QPR,Leicester,Leicester,0.2627984918307499
13,Sunderland,Chelsea,Sunderland,0.2594549821523506
13,Sunderland,Chelsea,Chelsea,0.33917869045187515
13,Swansea,Crystal Palace,Swansea,0.3199918267496393
13,Swansea,Crystal Palace,Crystal Palace,0.32659427985209233
13,West Brom,Arsenal,West Brom,0.12221777788184038
13,West Brom,Arsenal,Arsenal,0.25955342060810804
13,West Ham,Newcastle,West Ham,0.2607516199733181
13,West Ham,Newcastle,Newcastle,0.31545698924731186
12,Aston Villa,Southampton,Aston Villa,0.18232136587724918
12,Aston Villa,Southampton,Southampton,0.20892297030454926
12,Crystal Palace,Liverpool,Crystal Palace,0.26184019578905937
12,Crystal Palace,Liverpool,Liverpool,0.22443530740661885
12,Hull,Tottenham,Hull,0.23501314324704478
12,Hull,Tottenham,Tottenham,0.23140536088649294
12,Arsenal,Manchester Utd,Arsenal,0.29652308996590465
12,Arsenal,Manchester Utd,Manchester Utd,0.21414939211490935
12,Chelsea,West Brom,Chelsea,0.22276947198822203
12,Chelsea,West Brom,West Brom,0.26221911576078244
12,Everton,West Ham,Everton,0.2851277260475374
12,Everton,West Ham,West Ham,0.2207352682040183
12,Leicester,Sunderland,Leicester,0.34013230127360566
12,Leicester,Sunderland,Sunderland,0.3806984908609909
12,Manchester City,Swansea,Manchester City,0.23691619265747166
12,Manchester City,Swansea,Swansea,0.21902662993572086
12,Newcastle,QPR,Newcastle,0.22511400636400639
12,Newcastle,QPR,QPR,0.29076370018115943
12,Stoke,Burnley,Stoke,0.40511306355056353
12,Stoke,Burnley,Burnley,0.0878183621933622
11,Sunderland,Everton,Sunderland,0.3147285143796772
11,Sunderland,Everton,Everton,0.2720740672043161
11,Swansea,Arsenal,Swansea,0.3705862977602108
11,Swansea,Arsenal,Arsenal,0.1735504236743462
11,Tottenham,Stoke,Tottenham,0.21087761696871868
11,Tottenham,Stoke,Stoke,0.2719934736980192
11,West Brom,Newcastle,West Brom,0.2489845751891206
11,West Brom,Newcastle,Newcastle,0.23878648233486946
11,Burnley,Hull,Burnley,0.20414750180375182
11,Burnley,Hull,Hull,0.17976775254318755
11,Liverpool,Chelsea,Liverpool,0.2948471160529404
11,Liverpool,Chelsea,Chelsea,0.30812802265364503
11,Manchester Utd,Crystal Palace,Manchester Utd,0.3038378010878009
11,Manchester Utd,Crystal Palace,Crystal Palace,0.21074808987308985
11,QPR,Manchester City,QPR,0.3207355816226784
11,QPR,Manchester City,Manchester City,0.18713171188410596
11,Southampton,Leicester,Southampton,0.22583308036814134
11,Southampton,Leicester,Leicester,0.39076704545454544
11,West Ham,Aston Villa,West Ham,0.2984227543290043
11,West Ham,Aston Villa,Aston Villa,0.15428562839277124
10,Crystal Palace,Sunderland,Crystal Palace,0.30698632564017186
10,Crystal Palace,Sunderland,Sunderland,0.24315939426734887
10,Aston Villa,Tottenham,Aston Villa,0.21551160644910644
10,Aston Villa,Tottenham,Tottenham,0.1994074697759399
10,Manchester City,Manchester Utd,Manchester City,0.2572877387597782
10,Manchester City,Manchester Utd,Manchester Utd,0.35850077479338865
10,Arsenal,Burnley,Arsenal,0.30611978938920215
10,Arsenal,Burnley,Burnley,0.2930708180708182
10,Chelsea,QPR,Chelsea,0.27988468380643966
10,Chelsea,QPR,QPR,0.24821484071484073
10,Everton,Swansea,Everton,0.30845977463312374
10,Everton,Swansea,Swansea,0.16762002465127462
10,Hull,Southampton,Hull,-0.04399692610630112
10,Hull,Southampton,Southampton,0.338484297386641
10,Leicester,West Brom,Leicester,0.2450337076118326
10,Leicester,West Brom,West Brom,0.15131040002229024
10,Newcastle,Liverpool,Newcastle,0.31839466370562586
10,Newcastle,Liverpool,Liverpool,0.2384167763192044
10,Stoke,West Ham,Stoke,0.11824119167869167
10,Stoke,West Ham,West Ham,0.2691883153845244
9,QPR,Aston Villa,QPR,0.183545128706419
9,QPR,Aston Villa,Aston Villa,0.3498705542823189
9,Burnley,Everton,Burnley,0.23356197106197102
9,Burnley,Everton,Everton,0.24308702745274538
9,Manchester Utd,Chelsea,Manchester Utd,0.2919210812656993
9,Manchester Utd,Chelsea,Chelsea,0.31187597153298374
9,Tottenham,Newcastle,Tottenham,0.3016527988605911
9,Tottenham,Newcastle,Newcastle,0.28715733115123354
9,Liverpool,Hull,Liverpool,0.20405394444127994
9,Liverpool,Hull,Hull,0.27930104617604623
9,Southampton,Stoke,Southampton,0.25738425925925934
9,Southampton,Stoke,Stoke,0.26612301587301584
9,Sunderland,Arsenal,Sunderland,0.2419822057006232
9,Sunderland,Arsenal,Arsenal,0.24512941614676634
9,Swansea,Leicester,Swansea,0.3303901827339327
9,Swansea,Leicester,Leicester,0.2817314167314167
9,West Brom,Crystal Palace,West Brom,0.3022916842356777
9,West Brom,Crystal Palace,Crystal Palace,0.3017820231403901
9,West Ham,Manchester City,West Ham,0.24129506646552104
9,West Ham,Manchester City,Manchester City,0.127247995037599
8,West Brom,Manchester Utd,West Brom,0.19864367507056194
8,West Brom,Manchester Utd,Manchester Utd,0.25474814757552844
8,QPR,Liverpool,QPR,0.27995023069036234
8,QPR,Liverpool,Liverpool,0.28936730542385314
8,Stoke,Swansea,Stoke,0.3267211174242423
8,Stoke,Swansea,Swansea,0.3383953168044077
8,Arsenal,Hull,Arsenal,0.3192992263193155
8,Arsenal,Hull,Hull,0.24047755617398475
8,Burnley,West Ham,Burnley,0.160017126247595
8,Burnley,West Ham,West Ham,0.2208613057564799
8,Crystal Palace,Chelsea,Crystal Palace,0.22954882584346867
8,Crystal Palace,Chelsea,Chelsea,0.3199187527448397
8,Everton,Aston Villa,Everton,0.27493643794016925
8,Everton,Aston Villa,Aston Villa,0.24230038480038485
8,Manchester City,Tottenham,Manchester City,0.2930588573385183
8,Manchester City,Tottenham,Tottenham,0.10539231111581657
8,Newcastle,Leicester,Newcastle,0.14254877203406618
8,Newcastle,Leicester,Leicester,0.2463757575757576
8,Southampton,Sunderland,Southampton,0.4356893767608054
8,Southampton,Sunderland,Sunderland,0.21953802480588194
7,Chelsea,Arsenal,Chelsea,0.2539988291718203
7,Chelsea,Arsenal,Arsenal,0.29273867532318554
7,Manchester Utd,Everton,Manchester Utd,0.19879396499557786
7,Manchester Utd,Everton,Everton,0.1931212863933452
7,Tottenham,Southampton,Tottenham,0.11036711046476673
7,Tottenham,Southampton,Southampton,0.34957914806547613
7,West Ham,QPR,West Ham,0.29799987974987985
7,West Ham,QPR,QPR,0.23450238997114004
7,Aston Villa,Manchester City,Aston Villa,0.1887923478548479
7,Aston Villa,Manchester City,Manchester City,0.23562559619200252
7,Hull,Crystal Palace,Hull,0.2320950255102041
7,Hull,Crystal Palace,Crystal Palace,0.2808342142353771
7,Leicester,Burnley,Leicester,0.23663742011956304
7,Leicester,Burnley,Burnley,0.18420637120332248
7,Liverpool,West Brom,Liverpool,0.08164910390661753
7,Liverpool,West Brom,West Brom,0.14010792448292453
7,Sunderland,Stoke,Sunderland,0.29855818798753586
7,Sunderland,Stoke,Stoke,0.2503383387445888
7,Swansea,Newcastle,Swansea,0.30351052188552186
7,Swansea,Newcastle,Newcastle,0.11878536768242652
6,Stoke,Newcastle,Stoke,0.3080697601010102
6,Stoke,Newcastle,Newcastle,0.15832060441816537
6,West Brom,Burnley,West Brom,0.27503527167589664
6,West Brom,Burnley,Burnley,0.1265188910005983
6,Arsenal,Tottenham,Arsenal,0.30623224947002686
6,Arsenal,Tottenham,Tottenham,0.22082988929473304
6,Chelsea,Aston Villa,Chelsea,0.21104753035770918
6,Chelsea,Aston Villa,Aston Villa,0.21992923240867318
6,Crystal Palace,Leicester,Crystal Palace,0.15260324074074072
6,Crystal Palace,Leicester,Leicester,0.184902077843654
6,Hull,Manchester City,Hull,0.08199302842595524
6,Hull,Manchester City,Manchester City,0.19727277384847805
6,Liverpool,Everton,Liverpool,0.3060173333078815
6,Liverpool,Everton,Everton,0.15930221716008006
6,Manchester Utd,West Ham,Manchester Utd,0.21676149531521446
6,Manchester Utd,West Ham,West Ham,0.1482578381677958
6,Southampton,QPR,Southampton,0.2940166057900433
6,Southampton,QPR,QPR,0.15191248100927976
6,Sunderland,Swansea,Sunderland,0.07704229797979797
6,Sunderland,Swansea,Swansea,0.17505547755547748
5,Everton,Crystal Palace,Everton,0.2790028743657777
5,Everton,Crystal Palace,Crystal Palace,0.28315331348867934
5,Leicester,Manchester Utd,Leicester,0.11066226783968719
5,Leicester,Manchester Utd,Manchester Utd,0.26559637752819565
5,Manchester City,Chelsea,Manchester City,0.26149976724313856
5,Manchester City,Chelsea,Chelsea,0.30286965976056546
5,Tottenham,West Brom,Tottenham,0.26009643536817467
5,Tottenham,West Brom,West Brom,0.1665886544011544
5,Aston Villa,Arsenal,Aston Villa,0.2857756693923362
5,Aston Villa,Arsenal,Arsenal,0.13002962263814205
5,Burnley,Sunderland,Burnley,0.30347748316498313
5,Burnley,Sunderland,Sunderland,0.3440453748447935
5,Newcastle,Hull,Newcastle,0.17761533401239282
5,Newcastle,Hull,Hull,0.16349866590432632
5,QPR,Stoke,QPR,0.1935446906035142
5,QPR,Stoke,Stoke,0.29810515873015864
5,Swansea,Southampton,Swansea,0.43538860830527515
5,Swansea,Southampton,Southampton,0.21727246422558924
5,West Ham,Liverpool,West Ham,0.2181645136953357
5,West Ham,Liverpool,Liverpool,0.2814286789101975
4,Hull,West Ham,Hull,0.11668899660350134
4,Hull,West Ham,West Ham,0.19008243482650808
4,Manchester Utd,QPR,Manchester Utd,0.2066476699165844
4,Manchester Utd,QPR,QPR,0.29810155122655124
4,Arsenal,Manchester City,Arsenal,0.2634183657349466
4,Arsenal,Manchester City,Manchester City,0.21989571751866835
4,Chelsea,Swansea,Chelsea,0.3558953686167229
4,Chelsea,Swansea,Swansea,0.28192821067821067
4,Crystal Palace,Burnley,Crystal Palace,0.19952243104682124
4,Crystal Palace,Burnley,Burnley,0.18471260221260216
4,Liverpool,Aston Villa,Liverpool,0.3102495189995191
4,Liverpool,Aston Villa,Aston Villa,0.2843291941976154
4,Southampton,Newcastle,Southampton,0.16218026829137938
4,Southampton,Newcastle,Newcastle,0.18781756052589385
4,Stoke,Leicester,Stoke,0.20256944444444444
4,Stoke,Leicester,Leicester,0.19846004689754693
4,Sunderland,Tottenham,Sunderland,0.39363821138211375
4,Sunderland,Tottenham,Tottenham,0.21555114111035167
4,West Brom,Everton,West Brom,0.35169870129870134
4,West Brom,Everton,Everton,0.20782163853941196
3,Aston Villa,Hull,Aston Villa,0.22352456776762328
3,Aston Villa,Hull,Hull,0.23297052397288243
3,Leicester,Arsenal,Leicester,0.31925891568748715
3,Leicester,Arsenal,Arsenal,0.2355637371530923
3,Tottenham,Liverpool,Tottenham,0.2559336208470245
3,Tottenham,Liverpool,Liverpool,0.3097099610591046
3,Burnley,Manchester Utd,Burnley,0.27787470053095054
3,Burnley,Manchester Utd,Manchester Utd,0.22241738759554644
3,Everton,Chelsea,Everton,0.2561694677871149
3,Everton,Chelsea,Chelsea,0.2165735112197376
3,Manchester City,Stoke,Manchester City,0.24330496031746032
3,Manchester City,Stoke,Stoke,0.20511210125571824
3,Newcastle,Crystal Palace,Newcastle,0.1557484130371454
3,Newcastle,Crystal Palace,Crystal Palace,0.19150709475709465
3,QPR,Sunderland,QPR,0.17269952817650186
3,QPR,Sunderland,Sunderland,0.299445696185998
3,Swansea,West Brom,Swansea,0.20537587412587413
3,Swansea,West Brom,West Brom,0.20632520229602722
3,West Ham,Southampton,West Ham,0.17321807114822932
3,West Ham,Southampton,Southampton,0.2430791309080783
2,Manchester City,Liverpool,Manchester City,0.20409690199092376
2,Manchester City,Liverpool,Liverpool,0.3168174575175187
2,Hull,Stoke,Hull,0.23157138641853317
2,Hull,Stoke,Stoke,0.22162999037999045
2,Sunderland,Manchester Utd,Sunderland,0.22150297619047624
2,Sunderland,Manchester Utd,Manchester Utd,0.19756442204132418
2,Tottenham,QPR,Tottenham,0.2257217699381878
2,Tottenham,QPR,QPR,0.23198848856457557
2,Aston Villa,Newcastle,Aston Villa,0.21425814751286448
2,Aston Villa,Newcastle,Newcastle,0.24310254560254557
2,Chelsea,Leicester,Chelsea,0.307805060716767
2,Chelsea,Leicester,Leicester,0.16627582644628094
2,Crystal Palace,West Ham,Crystal Palace,0.1509352535465549
2,Crystal Palace,West Ham,West Ham,0.15043075154012656
2,Everton,Arsenal,Everton,0.3225583730552992
2,Everton,Arsenal,Arsenal,0.1660358169993586
2,Southampton,West Brom,Southampton,0.2705867619282254
2,Southampton,West Brom,West Brom,0.1830754369087702
2,Swansea,Burnley,Swansea,0.2937406156156157
2,Swansea,Burnley,Burnley,0.2893207436685698
1,Burnley,Chelsea,Burnley,0.3250390768154905
1,Burnley,Chelsea,Chelsea,0.2796282439024895
1,Liverpool,Southampton,Liverpool,0.28484396824240554
1,Liverpool,Southampton,Southampton,0.18883072335913242
1,Newcastle,Manchester City,Newcastle,0.27159354425955995
1,Newcastle,Manchester City,Manchester City,0.25199813322106024
1,Arsenal,Crystal Palace,Arsenal,0.2774022172707901
1,Arsenal,Crystal Palace,Crystal Palace,0.18002439946884388
1,Leicester,Everton,Leicester,0.20767262081600316
1,Leicester,Everton,Everton,0.21247253377935194
1,Manchester Utd,Swansea,Manchester Utd,0.1742932730266201
1,Manchester Utd,Swansea,Swansea,0.19395805344081204
1,QPR,Hull,QPR,0.16174438904349622
1,QPR,Hull,Hull,0.028775414862914857
1,Stoke,Aston Villa,Stoke,0.24290837150575523
1,Stoke,Aston Villa,Aston Villa,0.1903564036146003
1,West Brom,Sunderland,West Brom,0.23213412744662745
1,West Brom,Sunderland,Sunderland,0.24971103009012852
1,West Ham,Tottenham,West Ham,0.20014958582205414
1,West Ham,Tottenham,Tottenham,0.2735425228779658
