match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2012,2,Fulham,1,3,5,5,0
2012,2,Swansea,2,3,5,5,0
2012,2,West Brom,3,3,3,3,0
2012,2,Chelsea,4,3,2,2,0
2012,2,Man City,5,3,1,3,2
2012,2,Newcastle,6,3,1,2,1
2012,2,Everton,7,3,1,1,0
2012,2,West Ham,8,3,1,1,0
2012,2,Stoke City,9,1,0,1,1
2012,2,Reading,10,1,0,1,1
2012,2,Arsenal,11,1,0,0,0
2012,2,Sunderland,12,1,0,0,0
2012,2,Southampton,13,0,-1,2,3
2012,2,Spurs,14,0,-1,1,2
2012,2,Aston Villa,15,0,-1,0,1
2012,2,Man Utd,16,0,-1,0,1
2012,2,Wigan,17,0,-2,0,2
2012,2,Liverpool,18,0,-3,0,3
2012,2,Norwich,19,0,-5,0,5
2012,2,QPR,20,0,-5,0,5
2012,3,Swansea,1,6,8,8,0
2012,3,Chelsea,2,6,4,4,0
2012,3,Everton,3,6,3,4,1
2012,3,West Brom,4,4,3,4,1
2012,3,Sunderland,5,4,3,3,0
2012,3,Man City,6,4,1,5,4
2012,3,Fulham,7,3,4,7,3
2012,3,Man Utd,8,3,0,3,3
2012,3,Wigan,9,3,0,2,2
2012,3,Newcastle,10,3,-1,2,3
2012,3,West Ham,11,3,-2,1,3
2012,3,Stoke City,12,2,0,1,1
2012,3,Arsenal,13,2,0,0,0
2012,3,Spurs,14,1,-1,2,3
2012,3,Liverpool,15,1,-3,2,5
2012,3,Reading,16,1,-3,1,4
2012,3,Norwich,17,1,-5,1,6
2012,3,QPR,18,1,-5,1,6
2012,3,Southampton,19,0,-3,2,5
2012,3,Aston Villa,20,0,-3,1,4
2012,4,Chelsea,1,9,6,8,2
2012,4,Swansea,2,7,8,10,2
2012,4,West Brom,3,7,5,6,1
2012,4,Man City,4,7,3,8,5
2012,4,Man Utd,5,6,1,6,5
2012,4,Everton,6,6,1,4,3
2012,4,West Ham,7,6,1,4,3
2012,4,Sunderland,8,5,3,5,2
2012,4,Arsenal,9,5,2,2,0
2012,4,Wigan,10,4,0,4,4
