match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2010,2,Chelsea,1,3,6,6,0
2010,2,Blackpool,2,3,4,4,0
2010,2,Aston Villa,3,3,3,3,0
2010,2,Man Utd,4,3,3,3,0
2010,2,Wolves,5,3,1,2,1
2010,2,Blackburn,6,3,1,1,0
2010,2,Sunderland,7,1,0,2,2
2010,2,Birmingham,8,1,0,2,2
2010,2,Arsenal,9,1,0,1,1
2010,2,Liverpool,10,1,0,1,1
2010,2,Spurs,11,1,0,0,0
2010,2,Man City,12,1,0,0,0
2010,2,Bolton,13,1,0,0,0
2010,2,Fulham,14,1,0,0,0
2010,2,Stoke City,15,0,-1,1,2
2010,2,Everton,16,0,-1,0,1
2010,2,West Ham,17,0,-3,0,3
2010,2,Newcastle,18,0,-3,0,3
2010,2,Wigan,19,0,-4,0,4
2010,2,West Brom,20,0,-6,0,6
2010,3,Chelsea,1,6,12,12,0
2010,3,Arsenal,2,4,6,7,1
2010,3,Man Utd,3,4,3,5,2
2010,3,Man City,4,4,3,3,0
2010,3,Bolton,5,4,2,3,1
2010,3,Birmingham,6,4,1,4,3
2010,3,Wolves,7,4,1,3,2
2010,3,Spurs,8,4,1,2,1
2010,3,Newcastle,9,3,3,6,3
2010,3,Blackburn,10,3,0,2,2
2010,3,Blackpool,11,3,-2,4,6
2010,3,Aston Villa,12,3,-3,3,6
2010,3,West Brom,13,3,-5,1,6
2010,3,Fulham,14,2,0,2,2
2010,3,Sunderland,15,1,-1,2,3
2010,3,Everton,16,1,-1,1,2
2010,3,Liverpool,17,1,-3,1,4
2010,3,Stoke City,18,0,-2,2,4
2010,3,West Ham,19,0,-5,1,6
2010,3,Wigan,20,0,-10,0,10
2010,4,Chelsea,1,9,14,14,0
2010,4,Arsenal,2,7,7,9,2
2010,4,Man Utd,3,7,6,8,2
2010,4,Aston Villa,4,6,-2,4,6
2010,4,Bolton,5,5,2,5,3
2010,4,Birmingham,6,5,1,6,5
2010,4,Wolves,7,5,1,4,3
2010,4,Newcastle,8,4,3,7,4
2010,4,Man City,9,4,2,3,1
2010,4,Sunderland,10,4,0,3,3
2010,4,Spurs,11,4,0,2,2
2010,4,Blackpool,12,4,-2,6,8
2010,4,Liverpool,13,4,-2,2,4
2010,4,Fulham,14,3,0,4,4
2010,4,Blackburn,15,3,-1,3,4
2010,4,West Brom,16,3,-6,1,7
2010,4,Wigan,17,3,-9,1,10
2010,4,Everton,18,1,-2,1,3
2010,4,Stoke City,19,0,-4,2,6
2010,4,West Ham,20,0,-8,1,9
2010,5,Chelsea,1,12,16,17,1
2010,5,Arsenal,2,10,10,13,3
2010,5,Man Utd,3,8,6,11,5
2010,5,Blackpool,4,7,0,8,8
2010,5,Birmingham,5,6,1,6,5
2010,5,Fulham,6,6,1,6,5
2010,5,Aston Villa,7,6,-3,5,8
2010,5,Man City,8,5,2,4,2
2010,5,Wolves,9,5,0,5,5
2010,5,Sunderland,10,5,0,4,4
