match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2014,2,Bay. Leverkusen,1,3,2,2,0
2014,2,TSG Hoffenheim,2,3,2,2,0
2014,2,Bayern Munich,3,3,1,2,1
2014,2,Hannover 96,4,3,1,2,1
2014,2,E. Frankfurt,5,3,1,1,0
2014,2,1.FSV Mainz 05,6,1,0,2,2
2014,2,Hertha BSC,7,1,0,2,2
2014,2,Werder Bremen,8,1,0,2,2
2014,2,SC Paderborn,9,1,0,2,2
2014,2,Bor. M'gladbach,10,1,0,1,1
2014,2,VfB Stuttgart,11,1,0,1,1
2014,2,Hamburger SV,12,1,0,0,0
2014,2,1. FC Köln,13,1,0,0,0
2014,2,FC Schalke 04,14,0,-1,1,2
2014,2,VfL Wolfsburg,15,0,-1,1,2
2014,2,SC Freiburg,16,0,-1,0,1
2014,2,Bor. Dortmund,17,0,-2,0,2
2014,2,FC Augsburg,18,0,-2,0,2
2014,3,Bay. Leverkusen,1,6,4,6,2
2014,3,SC Paderborn,2,4,3,5,2
2014,3,TSG Hoffenheim,3,4,2,3,1
2014,3,1. FC Köln,4,4,2,2,0
2014,3,Bayern Munich,5,4,1,3,2
2014,3,E. Frankfurt,6,4,1,3,2
2014,3,Hannover 96,7,4,1,2,1
2014,3,Bor. Dortmund,8,3,-1,3,4
2014,3,Werder Bremen,9,2,0,3,3
2014,3,1.FSV Mainz 05,10,2,0,2,2
2014,3,Bor. M'gladbach,11,2,0,1,1
2014,3,VfL Wolfsburg,12,1,-1,3,4
2014,3,FC Schalke 04,13,1,-1,2,3
2014,3,SC Freiburg,14,1,-1,0,1
2014,3,Hertha BSC,15,1,-2,4,6
2014,3,VfB Stuttgart,16,1,-2,1,3
2014,3,Hamburger SV,17,1,-3,0,3
2014,3,FC Augsburg,18,0,-3,2,5
2014,4,Bay. Leverkusen,1,7,4,9,5
2014,4,Bayern Munich,2,7,3,5,2
2014,4,Hannover 96,3,7,3,4,1
2014,4,Bor. Dortmund,4,6,1,6,5
2014,4,Bor. M'gladbach,5,5,3,5,2
2014,4,SC Paderborn,6,5,3,5,2
2014,4,1.FSV Mainz 05,7,5,2,5,3
2014,4,TSG Hoffenheim,8,5,2,4,2
2014,4,1. FC Köln,9,5,2,2,0
2014,4,E. Frankfurt,10,4,0,3,3
2014,4,Werder Bremen,11,3,0,6,6
2014,4,FC Augsburg,12,3,-2,3,5
2014,4,VfL Wolfsburg,13,2,-1,4,5
2014,4,SC Freiburg,14,1,-3,1,4
2014,4,Hertha BSC,15,1,-4,5,9
2014,4,FC Schalke 04,16,1,-4,3,7
2014,4,VfB Stuttgart,17,1,-4,1,5
2014,4,Hamburger SV,18,1,-5,0,5
2014,5,SC Paderborn,1,8,5,7,2
2014,5,1.FSV Mainz 05,2,8,4,7,3
2014,5,TSG Hoffenheim,3,8,4,6,2
2014,5,Bayern Munich,4,8,3,5,2
2014,5,Bay. Leverkusen,5,7,1,10,9
2014,5,Hannover 96,6,7,1,4,3
2014,5,Bor. M'gladbach,7,6,3,5,2
2014,5,1. FC Köln,8,6,2,2,0
2014,5,FC Augsburg,9,6,0,7,7
2014,5,Bor. Dortmund,10,6,-1,6,7
2014,5,VfL Wolfsburg,11,5,2,8,6
2014,5,E. Frankfurt,12,5,0,5,5
2014,5,Werder Bremen,13,3,-2,8,10
2014,5,SC Freiburg,14,2,-3,3,6
2014,5,Hertha BSC,15,2,-4,7,11
2014,5,FC Schalke 04,16,2,-4,5,9
2014,5,Hamburger SV,17,2,-5,0,5
2014,5,VfB Stuttgart,18,1,-6,1,7
2014,6,Bayern Munich,1,11,7,9,2
2014,6,Bay. Leverkusen,2,10,2,11,9
2014,6,Hannover 96,3,10,2,5,3
2014,6,1.FSV Mainz 05,4,9,4,9,5
2014,6,TSG Hoffenheim,5,9,4,9,5
2014,6,Bor. M'gladbach,6,9,4,6,2
2014,6,SC Paderborn,7,8,1,7,6
2014,6,Bor. Dortmund,8,7,-1,8,9
2014,6,1. FC Köln,9,6,1,2,1
2014,6,E. Frankfurt,10,6,0,7,7
2014,6,FC Augsburg,11,6,-1,7,8
2014,6,VfL Wolfsburg,12,5,1,8,7
2014,6,FC Schalke 04,13,5,-1,8,9
2014,6,Hertha BSC,14,5,-3,8,11
2014,6,SC Freiburg,15,3,-3,6,9
2014,6,Werder Bremen,16,3,-5,8,13
2014,6,VfB Stuttgart,17,2,-6,3,9
2014,6,Hamburger SV,18,2,-6,0,6
2014,7,Bayern Munich,1,14,9,11,2
2014,7,Bor. M'gladbach,2,12,5,8,3
2014,7,Bay. Leverkusen,3,11,2,11,9
2014,7,1.FSV Mainz 05,4,10,4,9,5
2014,7,TSG Hoffenheim,5,10,4,9,5
2014,7,Hannover 96,6,10,1,5,4
2014,7,E. Frankfurt,7,9,1,9,8
2014,7,FC Augsburg,8,9,0,8,8
2014,7,VfL Wolfsburg,9,8,2,10,8
2014,7,FC Schalke 04,10,8,0,10,10
2014,7,SC Paderborn,11,8,0,8,8
2014,7,Bor. Dortmund,12,7,-2,9,11
2014,7,1. FC Köln,13,6,-1,2,3
2014,7,Hertha BSC,14,5,-4,8,12
2014,7,VfB Stuttgart,15,5,-5,4,9
2014,7,SC Freiburg,16,4,-3,6,9
2014,7,Werder Bremen,17,3,-6,9,15
2014,7,Hamburger SV,18,2,-7,1,8
2014,8,Bayern Munich,1,17,13,15,2
2014,8,TSG Hoffenheim,2,13,5,11,6
2014,8,Bor. M'gladbach,3,13,5,9,4
2014,8,Bay. Leverkusen,4,12,2,13,11
2014,8,E. Frankfurt,5,12,2,12,10
2014,8,1.FSV Mainz 05,6,11,4,10,6
2014,8,VfL Wolfsburg,7,11,3,11,8
2014,8,Hannover 96,8,10,-3,5,8
2014,8,SC Paderborn,9,9,0,10,10
2014,8,FC Augsburg,10,9,-1,8,9
2014,8,FC Schalke 04,11,8,-1,11,12
2014,8,Hertha BSC,12,8,-3,11,14
2014,8,Bor. Dortmund,13,7,-3,9,12
2014,8,1. FC Köln,14,6,-2,4,6
2014,8,SC Freiburg,15,5,-3,7,10
2014,8,VfB Stuttgart,16,5,-6,6,12
2014,8,Hamburger SV,17,5,-6,2,8
