match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2011,2,VfL Wolfsburg,1,3,3,3,0
2011,2,VfB Stuttgart,2,3,3,3,0
2011,2,Bor. Dortmund,3,3,2,3,1
2011,2,1.FSV Mainz 05,4,3,2,2,0
2011,2,Werder Bremen,5,3,2,2,0
2011,2,Hannover 96,6,3,1,2,1
2011,2,Bor. M'gladbach,7,3,1,1,0
2011,2,1.FC Nuremberg,8,3,1,1,0
2011,2,SC Freiburg,9,1,0,2,2
2011,2,FC Augsburg,10,1,0,2,2
2011,2,TSG Hoffenheim,11,0,-1,1,2
2011,2,Bayern Munich,12,0,-1,0,1
2011,2,Hertha BSC,13,0,-1,0,1
2011,2,Hamburger SV,14,0,-2,1,3
2011,2,Bay. Leverkusen,15,0,-2,0,2
2011,2,1.FC K'lautern,16,0,-2,0,2
2011,2,FC Schalke 04,17,0,-3,0,3
2011,2,1. FC Köln,18,0,-3,0,3
2011,3,1.FSV Mainz 05,1,6,3,4,1
2011,3,Hannover 96,2,6,2,4,2
2011,3,VfB Stuttgart,3,4,3,4,1
2011,3,Bor. M'gladbach,4,4,1,2,1
2011,3,VfL Wolfsburg,5,3,2,3,1
2011,3,FC Schalke 04,6,3,1,5,4
2011,3,Bor. Dortmund,7,3,1,3,2
2011,3,Werder Bremen,8,3,1,2,1
2011,3,1.FC Nuremberg,9,3,0,2,2
2011,3,TSG Hoffenheim,10,3,0,2,2
2011,3,Bayern Munich,11,3,0,1,1
2011,3,Bay. Leverkusen,12,3,-1,1,2
2011,3,FC Augsburg,13,2,0,3,3
2011,3,SC Freiburg,14,1,-1,3,4
2011,3,Hertha BSC,15,1,-1,2,3
2011,3,Hamburger SV,16,1,-2,3,5
2011,3,1.FC K'lautern,17,1,-2,1,3
2011,3,1. FC Köln,18,0,-7,1,8
2011,4,Bor. M'gladbach,1,7,4,6,2
2011,4,Hannover 96,2,7,2,5,3
2011,4,Bayern Munich,3,6,5,6,1
2011,4,FC Schalke 04,4,6,3,9,6
2011,4,Werder Bremen,5,6,3,7,4
2011,4,Bor. Dortmund,6,6,3,5,2
2011,4,TSG Hoffenheim,7,6,2,4,2
2011,4,1.FSV Mainz 05,8,6,1,6,5
2011,4,Bay. Leverkusen,9,6,0,2,2
2011,4,VfB Stuttgart,10,4,2,4,2
2011,4,VfL Wolfsburg,11,3,-1,4,5
2011,4,1.FC Nuremberg,12,3,-2,2,4
2011,4,Hertha BSC,13,2,-1,3,4
2011,4,FC Augsburg,14,2,-2,3,5
2011,4,1.FC K'lautern,15,2,-2,2,4
2011,4,SC Freiburg,16,1,-3,6,9
2011,4,Hamburger SV,17,1,-7,3,10
2011,4,1. FC Köln,18,1,-7,2,9
2011,5,Bayern Munich,1,9,8,9,1
2011,5,FC Schalke 04,2,9,4,10,6
2011,5,Werder Bremen,3,9,4,9,5
2011,5,Hannover 96,4,8,2,6,4
2011,5,Bor. M'gladbach,5,7,3,6,3
2011,5,Bor. Dortmund,6,7,3,5,2
2011,5,1.FSV Mainz 05,7,7,1,7,6
2011,5,Bay. Leverkusen,8,7,0,2,2
2011,5,TSG Hoffenheim,9,6,1,5,4
2011,5,1.FC Nuremberg,10,6,-1,3,4
2011,5,Hertha BSC,11,5,0,4,4
2011,5,VfB Stuttgart,12,4,1,4,3
2011,5,SC Freiburg,13,4,0,9,9
2011,5,1. FC Köln,14,4,-6,6,12
2011,5,VfL Wolfsburg,15,3,-4,4,8
2011,5,FC Augsburg,16,2,-3,3,6
2011,5,1.FC K'lautern,17,2,-5,2,7
2011,5,Hamburger SV,18,1,-8,6,14
2011,6,Bayern Munich,1,12,15,16,1
2011,6,Werder Bremen,2,12,6,11,5
2011,6,Bor. M'gladbach,3,10,4,7,3
2011,6,Bay. Leverkusen,4,10,3,6,3
2011,6,TSG Hoffenheim,5,9,5,9,4
2011,6,FC Schalke 04,6,9,3,11,8
2011,6,1.FC Nuremberg,7,9,0,5,5
2011,6,Hertha BSC,8,8,1,6,5
2011,6,Hannover 96,9,8,-1,6,7
2011,6,VfB Stuttgart,10,7,4,7,3
2011,6,Bor. Dortmund,11,7,2,6,4
2011,6,1.FSV Mainz 05,12,7,-3,7,10
2011,6,VfL Wolfsburg,13,6,-3,6,9
2011,6,SC Freiburg,14,4,-7,9,16
2011,6,1. FC Köln,15,4,-7,7,14
2011,6,FC Augsburg,16,2,-6,4,10
2011,6,1.FC K'lautern,17,2,-6,2,8
2011,6,Hamburger SV,18,1,-10,6,16
2011,7,Bayern Munich,1,15,17,18,1
2011,7,Werder Bremen,2,13,6,12,6
2011,7,Bor. M'gladbach,3,13,5,8,3
2011,7,TSG Hoffenheim,4,12,7,12,5
2011,7,Hannover 96,5,11,0,8,8
2011,7,VfB Stuttgart,6,10,5,9,4
2011,7,Bay. Leverkusen,7,10,0,7,7
2011,7,1.FC Nuremberg,8,10,0,6,6
2011,7,FC Schalke 04,9,9,1,11,10
2011,7,Hertha BSC,10,9,1,8,7
2011,7,Bor. Dortmund,11,7,1,7,6
2011,7,1. FC Köln,12,7,-4,11,15
2011,7,1.FSV Mainz 05,13,7,-5,8,13
2011,7,VfL Wolfsburg,14,6,-5,7,12
2011,7,1.FC K'lautern,15,5,-4,5,9
2011,7,SC Freiburg,16,4,-8,10,18
2011,7,FC Augsburg,17,3,-6,6,12
2011,7,Hamburger SV,18,1,-11,6,17
2011,8,Bayern Munich,1,18,20,21,1
2011,8,Werder Bremen,2,16,7,14,7
2011,8,Bor. M'gladbach,3,16,6,9,3
2011,8,TSG Hoffenheim,4,12,5,12,7
2011,8,FC Schalke 04,5,12,3,15,12
2011,8,Hannover 96,6,12,0,8,8
2011,8,VfB Stuttgart,7,10,4,10,6
2011,8,Bor. Dortmund,8,10,2,9,7
2011,8,1.FC Nuremberg,9,10,-1,6,7
2011,8,1. FC Köln,10,10,-2,13,15
2011,8,Bay. Leverkusen,11,10,-3,7,10
2011,8,Hertha BSC,12,9,0,9,9
2011,8,VfL Wolfsburg,13,9,-4,8,12
2011,8,1.FSV Mainz 05,14,7,-6,9,15
2011,8,1.FC K'lautern,15,5,-5,5,10
2011,8,FC Augsburg,16,4,-6,6,12
2011,8,SC Freiburg,17,4,-10,12,22
2011,8,Hamburger SV,18,4,-10,8,18
2011,9,Bayern Munich,1,19,20,21,1
2011,9,Werder Bremen,2,16,6,16,10
2011,9,Bor. M'gladbach,3,16,5,9,4
2011,9,FC Schalke 04,4,15,4,17,13
2011,9,Hannover 96,5,15,1,11,10
2011,9,Bor. Dortmund,6,13,6,13,7
2011,9,VfB Stuttgart,7,13,6,12,6
2011,9,TSG Hoffenheim,8,13,5,12,7
2011,9,Bay. Leverkusen,9,13,-1,10,11
2011,9,Hertha BSC,10,12,3,12,9
2011,9,1.FC Nuremberg,11,11,-1,9,10
2011,9,1. FC Köln,12,10,-5,13,18
2011,9,VfL Wolfsburg,13,9,-6,9,15
2011,9,1.FSV Mainz 05,14,8,-6,12,18
2011,9,SC Freiburg,15,7,-9,13,22
2011,9,1.FC K'lautern,16,5,-7,5,12
2011,9,FC Augsburg,17,4,-10,6,16
2011,9,Hamburger SV,18,4,-11,9,20
2011,10,Bayern Munich,1,22,24,25,1
2011,10,Bor. M'gladbach,2,17,5,11,6
2011,10,Bor. Dortmund,3,16,8,15,7
2011,10,VfB Stuttgart,4,16,8,14,6
