match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2009,2,VfL Wolfsburg,1,3,2,2,0
2009,2,E. Frankfurt,2,3,1,3,2
2009,2,FC Schalke 04,3,3,1,2,1
2009,2,Hertha BSC,4,3,1,1,0
2009,2,Bor. Dortmund,5,3,1,1,0
2009,2,VfL Bochum,6,1,0,3,3
2009,2,Bor. M'gladbach,7,1,0,3,3
2009,2,Bay. Leverkusen,8,1,0,2,2
2009,2,1.FSV Mainz 05,9,1,0,2,2
2009,2,Bayern Munich,10,1,0,1,1
2009,2,Hamburger SV,11,1,0,1,1
2009,2,TSG Hoffenheim,12,1,0,1,1
2009,2,SC Freiburg,13,1,0,1,1
2009,2,Werder Bremen,14,0,-1,2,3
2009,2,1.FC Nuremberg,15,0,-1,1,2
2009,2,Hannover 96,16,0,-1,0,1
2009,2,1. FC Köln,17,0,-1,0,1
2009,2,VfB Stuttgart,18,0,-2,0,2
2009,3,VfL Wolfsburg,1,6,4,5,1
2009,3,FC Schalke 04,2,6,4,5,1
2009,3,Hamburger SV,3,4,3,5,2
2009,3,Bor. M'gladbach,4,4,1,5,4
2009,3,E. Frankfurt,5,4,1,4,3
2009,3,Bay. Leverkusen,6,4,1,3,2
2009,3,VfB Stuttgart,7,3,0,4,4
2009,3,Hertha BSC,8,3,0,2,2
2009,3,Bor. Dortmund,9,3,-2,2,4
2009,3,1.FSV Mainz 05,10,2,0,3,3
2009,3,Bayern Munich,11,2,0,2,2
2009,3,Werder Bremen,12,1,-1,3,4
2009,3,1.FC Nuremberg,13,1,-1,2,3
2009,3,TSG Hoffenheim,14,1,-1,1,2
2009,3,Hannover 96,15,1,-1,1,2
2009,3,SC Freiburg,16,1,-2,3,5
2009,3,VfL Bochum,17,1,-3,3,6
2009,3,1. FC Köln,18,0,-3,1,4
2009,4,Bay. Leverkusen,1,7,6,8,2
2009,4,Hamburger SV,2,7,5,9,4
2009,4,FC Schalke 04,3,7,4,5,1
2009,4,VfL Wolfsburg,4,6,2,7,5
2009,4,1.FSV Mainz 05,5,5,1,5,4
2009,4,E. Frankfurt,6,5,1,4,3
2009,4,Werder Bremen,7,4,2,6,4
2009,4,Hannover 96,8,4,1,3,2
2009,4,VfB Stuttgart,9,4,0,5,5
2009,4,Bor. M'gladbach,10,4,-2,5,7
2009,4,VfL Bochum,11,4,-2,4,6
2009,4,Bor. Dortmund,12,4,-2,3,5
2009,4,Hertha BSC,13,3,-1,2,3
2009,4,Bayern Munich,14,2,-1,3,4
2009,4,TSG Hoffenheim,15,2,-1,1,2
2009,4,1.FC Nuremberg,16,1,-3,2,5
2009,4,1. FC Köln,17,1,-3,1,4
2009,4,SC Freiburg,18,1,-7,3,10
2009,5,Hamburger SV,1,10,7,12,5
2009,5,Bay. Leverkusen,2,10,7,10,3
2009,5,Werder Bremen,3,7,3,9,6
2009,5,FC Schalke 04,4,7,3,5,2
2009,5,Bor. M'gladbach,5,7,0,7,7
2009,5,E. Frankfurt,6,6,1,5,4
2009,5,VfL Wolfsburg,7,6,-1,7,8
2009,5,Bayern Munich,8,5,2,6,4
2009,5,VfB Stuttgart,9,5,0,5,5
2009,5,TSG Hoffenheim,10,5,0,2,2
2009,5,1.FSV Mainz 05,11,5,-1,5,6
2009,5,Bor. Dortmund,12,5,-2,4,6
2009,5,Hannover 96,13,4,0,3,3
2009,5,VfL Bochum,14,4,-3,5,8
2009,5,SC Freiburg,15,4,-6,4,10
2009,5,Hertha BSC,16,3,-2,4,6
2009,5,1.FC Nuremberg,17,2,-3,2,5
2009,5,1. FC Köln,18,1,-5,2,7
2009,6,Hamburger SV,1,13,9,15,6
2009,6,Bay. Leverkusen,2,13,8,13,5
2009,6,FC Schalke 04,3,10,4,7,3
2009,6,E. Frankfurt,4,9,3,7,4
2009,6,Bayern Munich,5,8,6,11,5
2009,6,Werder Bremen,6,8,3,9,6
2009,6,TSG Hoffenheim,7,8,3,5,2
2009,6,1.FSV Mainz 05,8,8,0,7,7
2009,6,Bor. M'gladbach,9,7,-1,7,8
2009,6,VfL Wolfsburg,10,6,-2,9,11
2009,6,Hannover 96,11,5,0,3,3
2009,6,VfB Stuttgart,12,5,-2,6,8
2009,6,1.FC Nuremberg,13,5,-2,3,5
2009,6,Bor. Dortmund,14,5,-6,5,11
2009,6,VfL Bochum,15,4,-6,5,11
2009,6,SC Freiburg,16,4,-8,4,12
2009,6,Hertha BSC,17,3,-3,5,8
2009,6,1. FC Köln,18,1,-6,3,9
2009,7,Hamburger SV,1,14,9,16,7
2009,7,Bay. Leverkusen,2,14,8,13,5
2009,7,Bayern Munich,3,11,7,13,6
2009,7,TSG Hoffenheim,4,11,5,9,4
2009,7,1.FSV Mainz 05,5,11,1,10,9
2009,7,FC Schalke 04,6,10,3,8,5
2009,7,E. Frankfurt,7,10,3,8,5
2009,7,Werder Bremen,8,9,3,9,6
2009,7,VfL Wolfsburg,9,9,-1,11,12
2009,7,Bor. M'gladbach,10,7,-3,9,12
2009,7,SC Freiburg,11,7,-4,8,12
2009,7,Hannover 96,12,6,0,4,4
2009,7,Bor. Dortmund,13,6,-6,6,12
2009,7,1.FC Nuremberg,14,5,-3,4,7
2009,7,VfB Stuttgart,15,5,-4,6,10
2009,7,1. FC Köln,16,4,-4,5,9
2009,7,VfL Bochum,17,4,-7,7,14
2009,7,Hertha BSC,18,3,-7,5,12
2009,8,Hamburger SV,1,17,10,17,7
2009,8,Bay. Leverkusen,2,17,9,14,5
2009,8,TSG Hoffenheim,3,14,9,14,5
2009,8,FC Schalke 04,4,13,4,9,5
2009,8,Werder Bremen,5,12,6,12,6
2009,8,VfL Wolfsburg,6,12,1,15,14
2009,8,Bayern Munich,7,11,6,13,7
2009,8,1.FSV Mainz 05,8,11,-2,10,12
2009,8,E. Frankfurt,9,10,0,8,8
2009,8,SC Freiburg,10,10,-1,11,12
2009,8,VfB Stuttgart,11,8,-1,9,10
2009,8,Bor. M'gladbach,12,7,-6,9,15
2009,8,VfL Bochum,13,7,-6,8,14
2009,8,Hannover 96,14,6,-2,6,8
2009,8,Bor. Dortmund,15,6,-7,6,13
2009,8,1.FC Nuremberg,16,5,-4,4,8
2009,8,1. FC Köln,17,4,-5,5,10
2009,8,Hertha BSC,18,3,-11,6,17
2009,9,Bay. Leverkusen,1,20,13,18,5
2009,9,Hamburger SV,2,20,12,20,8
2009,9,FC Schalke 04,3,16,6,11,5
2009,9,Werder Bremen,4,15,8,14,6
2009,9,TSG Hoffenheim,5,14,8,15,7
2009,9,1.FSV Mainz 05,6,14,-1,12,13
2009,9,VfL Wolfsburg,7,13,1,16,15
2009,9,Bayern Munich,8,12,6,13,7
2009,9,E. Frankfurt,9,10,-2,8,10
2009,9,SC Freiburg,10,10,-4,13,17
2009,9,Hannover 96,11,9,1,11,10
2009,9,Bor. Dortmund,12,9,-6,7,13
2009,9,VfB Stuttgart,13,8,-3,9,12
2009,9,VfL Bochum,14,8,-6,9,15
2009,9,Bor. M'gladbach,15,7,-7,9,16
2009,9,1. FC Köln,16,5,-5,5,10
2009,9,1.FC Nuremberg,17,5,-8,4,12
2009,9,Hertha BSC,18,3,-13,7,20
2009,10,Bay. Leverkusen,1,21,13,18,5
2009,10,Hamburger SV,2,21,12,20,8
2009,10,FC Schalke 04,3,19,7,13,6
2009,10,Werder Bremen,4,18,10,16,6
2009,10,VfL Wolfsburg,5,16,2,18,16
2009,10,Bayern Munich,6,15,7,15,8
2009,10,TSG Hoffenheim,7,14,6,15,9
2009,10,1.FSV Mainz 05,8,14,-2,12,14
2009,10,E. Frankfurt,9,13,-1,10,11
2009,10,Bor. Dortmund,10,12,-4,9,13
2009,10,SC Freiburg,11,10,-5,14,19
2009,10,Hannover 96,12,9,0,12,12
2009,10,VfB Stuttgart,13,8,-4,10,14
2009,10,1. FC Köln,14,8,-4,6,10
