match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2015,2,Bayern Munich,1,3,5,5,0
2015,2,Bor. Dortmund,2,3,4,4,0
2015,2,FC Schalke 04,3,3,3,3,0
2015,2,1. FC Köln,4,3,2,3,1
2015,2,VfL Wolfsburg,5,3,1,2,1
2015,2,Bay. Leverkusen,6,3,1,2,1
2015,2,Hertha BSC,7,3,1,1,0
2015,2,FC Ingolstadt,8,3,1,1,0
2015,2,Hannover 96,9,1,0,2,2
2015,2,SV Darmstadt 98,10,1,0,2,2
2015,2,TSG Hoffenheim,11,0,-1,1,2
2015,2,E. Frankfurt,12,0,-1,1,2
2015,2,FC Augsburg,13,0,-1,0,1
2015,2,1.FSV Mainz 05,14,0,-1,0,1
2015,2,VfB Stuttgart,15,0,-2,1,3
2015,2,Werder Bremen,16,0,-3,0,3
2015,2,Bor. M'gladbach,17,0,-4,0,4
2015,2,Hamburger SV,18,0,-5,0,5
2015,3,Bor. Dortmund,1,6,8,8,0
2015,3,Bayern Munich,2,6,6,7,1
2015,3,Bay. Leverkusen,3,6,2,3,1
2015,3,FC Schalke 04,4,4,3,4,1
2015,3,1. FC Köln,5,4,2,4,2
2015,3,VfL Wolfsburg,6,4,1,3,2
2015,3,Hertha BSC,7,4,1,2,1
2015,3,1.FSV Mainz 05,8,3,0,2,2
2015,3,FC Ingolstadt,9,3,-3,1,4
2015,3,Hamburger SV,10,3,-4,3,7
2015,3,SV Darmstadt 98,11,2,0,3,3
2015,3,E. Frankfurt,12,1,-1,2,3
2015,3,Hannover 96,13,1,-1,2,3
2015,3,FC Augsburg,14,1,-1,1,2
2015,3,Werder Bremen,15,1,-3,1,4
2015,3,TSG Hoffenheim,16,0,-2,2,4
2015,3,VfB Stuttgart,17,0,-3,3,6
2015,3,Bor. M'gladbach,18,0,-5,1,6
2015,4,Bor. Dortmund,1,9,10,11,1
2015,4,Bayern Munich,2,9,9,10,1
2015,4,VfL Wolfsburg,3,7,4,6,2
2015,4,1. FC Köln,4,7,3,6,3
2015,4,1.FSV Mainz 05,5,6,3,5,2
2015,4,Bay. Leverkusen,6,6,-1,3,4
2015,4,FC Ingolstadt,7,6,-2,2,4
2015,4,E. Frankfurt,8,4,2,6,4
2015,4,FC Schalke 04,9,4,0,4,4
2015,4,Hertha BSC,10,4,-1,3,4
2015,4,Werder Bremen,11,4,-2,3,5
2015,4,SV Darmstadt 98,12,3,0,3,3
2015,4,Hamburger SV,13,3,-5,4,9
2015,4,TSG Hoffenheim,14,1,-2,2,4
2015,4,FC Augsburg,15,1,-2,1,3
2015,4,Hannover 96,16,1,-4,2,6
2015,4,VfB Stuttgart,17,0,-6,4,10
2015,4,Bor. M'gladbach,18,0,-6,2,8
2015,5,Bor. Dortmund,1,12,12,15,3
2015,5,Bayern Munich,2,12,10,12,2
2015,5,VfL Wolfsburg,3,8,4,6,2
2015,5,E. Frankfurt,4,7,6,12,6
2015,5,FC Schalke 04,5,7,1,6,5
2015,5,Werder Bremen,6,7,0,6,6
2015,5,Hertha BSC,7,7,0,5,5
2015,5,1. FC Köln,8,7,-1,8,9
2015,5,FC Ingolstadt,9,7,-2,2,4
2015,5,1.FSV Mainz 05,10,6,2,6,4
2015,5,SV Darmstadt 98,11,6,1,4,3
2015,5,Hamburger SV,12,6,-2,7,9
2015,5,Bay. Leverkusen,13,6,-2,3,5
2015,5,FC Augsburg,14,1,-3,2,5
2015,5,TSG Hoffenheim,15,1,-4,3,7
2015,5,Hannover 96,16,1,-6,4,10
2015,5,VfB Stuttgart,17,0,-7,5,12
2015,5,Bor. M'gladbach,18,0,-9,2,11
2015,6,Bor. Dortmund,1,15,15,18,3
2015,6,Bayern Munich,2,15,13,15,2
2015,6,VfL Wolfsburg,3,11,6,8,2
2015,6,FC Schalke 04,4,10,2,7,5
2015,6,1. FC Köln,5,10,0,9,9
2015,6,FC Ingolstadt,6,10,-1,3,4
2015,6,1.FSV Mainz 05,7,9,4,9,5
2015,6,E. Frankfurt,8,8,6,12,6
2015,6,Werder Bremen,9,7,-1,6,7
2015,6,Hamburger SV,10,7,-2,7,9
2015,6,Hertha BSC,11,7,-2,5,7
2015,6,SV Darmstadt 98,12,6,-2,4,6
2015,6,Bay. Leverkusen,13,6,-5,3,8
2015,6,FC Augsburg,14,4,-1,4,5
2015,6,TSG Hoffenheim,15,1,-6,4,10
2015,6,Hannover 96,16,1,-8,4,12
2015,6,VfB Stuttgart,17,0,-8,5,13
2015,6,Bor. M'gladbach,18,0,-10,2,12
2015,7,Bayern Munich,1,18,17,20,3
2015,7,Bor. Dortmund,2,16,15,19,4
2015,7,FC Schalke 04,3,13,4,9,5
2015,7,VfL Wolfsburg,4,11,2,9,7
