match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2016,2,Bayern Munich,1,3,6,6,0
2016,2,VfL Wolfsburg,2,3,2,2,0
2016,2,1. FC Köln,3,3,2,2,0
2016,2,Bor. Dortmund,4,3,1,2,1
2016,2,Bor. M'gladbach,5,3,1,2,1
2016,2,Hertha BSC,6,3,1,2,1
2016,2,E. Frankfurt,7,3,1,1,0
2016,2,TSG Hoffenheim,8,1,0,2,2
2016,2,RB Leipzig,9,1,0,2,2
2016,2,Hamburger SV,10,1,0,1,1
2016,2,FC Ingolstadt,11,1,0,1,1
2016,2,Bay. Leverkusen,12,0,-1,1,2
2016,2,1.FSV Mainz 05,13,0,-1,1,2
2016,2,SC Freiburg,14,0,-1,1,2
2016,2,FC Schalke 04,15,0,-1,0,1
2016,2,FC Augsburg,16,0,-2,0,2
2016,2,SV Darmstadt 98,17,0,-2,0,2
2016,2,Werder Bremen,18,0,-6,0,6
2016,3,Bayern Munich,1,6,8,8,0
2016,3,Hertha BSC,2,6,3,4,1
2016,3,VfL Wolfsburg,3,4,2,2,0
2016,3,1. FC Köln,4,4,2,2,0
2016,3,RB Leipzig,5,4,1,3,2
2016,3,Bay. Leverkusen,6,3,1,4,3
2016,3,SC Freiburg,7,3,1,4,3
2016,3,Bor. Dortmund,8,3,0,2,2
2016,3,E. Frankfurt,9,3,0,1,1
2016,3,Bor. M'gladbach,10,3,-1,3,4
2016,3,FC Augsburg,11,3,-1,2,3
2016,3,SV Darmstadt 98,12,3,-1,1,2
2016,3,TSG Hoffenheim,13,2,0,6,6
2016,3,1.FSV Mainz 05,14,1,-1,5,6
2016,3,Hamburger SV,15,1,-2,2,4
2016,3,FC Ingolstadt,16,1,-2,1,3
2016,3,FC Schalke 04,17,0,-3,0,3
2016,3,Werder Bremen,18,0,-7,1,8
2016,4,Bayern Munich,1,9,10,11,1
2016,4,Hertha BSC,2,9,5,6,1
2016,4,RB Leipzig,3,7,5,7,2
2016,4,1. FC Köln,4,7,5,5,0
2016,4,Bor. Dortmund,5,6,6,8,2
2016,4,Bor. M'gladbach,6,6,2,7,5
2016,4,E. Frankfurt,7,6,1,3,2
2016,4,VfL Wolfsburg,8,5,2,2,0
2016,4,1.FSV Mainz 05,9,4,1,8,7
2016,4,TSG Hoffenheim,10,3,0,6,6
2016,4,Bay. Leverkusen,11,3,0,5,5
2016,4,SC Freiburg,12,3,-2,4,6
2016,4,FC Augsburg,13,3,-3,3,6
2016,4,SV Darmstadt 98,14,3,-7,1,8
2016,4,FC Ingolstadt,15,1,-4,2,6
2016,4,Hamburger SV,16,1,-6,2,8
2016,4,FC Schalke 04,17,0,-5,0,5
2016,4,Werder Bremen,18,0,-10,2,12
2016,5,Bayern Munich,1,12,13,14,1
2016,5,1. FC Köln,2,10,7,8,1
2016,5,Bor. Dortmund,3,9,10,13,3
2016,5,E. Frankfurt,4,9,3,5,2
2016,5,Hertha BSC,5,9,2,6,4
2016,5,RB Leipzig,6,8,5,8,3
2016,5,1.FSV Mainz 05,7,7,2,10,8
2016,5,Bor. M'gladbach,8,7,2,8,6
2016,5,SC Freiburg,9,6,-1,5,6
2016,5,VfL Wolfsburg,10,5,-2,3,5
2016,5,TSG Hoffenheim,11,4,0,7,7
2016,5,Bay. Leverkusen,12,4,0,5,5
2016,5,FC Augsburg,13,4,-3,3,6
2016,5,SV Darmstadt 98,14,4,-7,2,9
2016,5,FC Ingolstadt,15,1,-6,2,8
2016,5,Hamburger SV,16,1,-7,2,9
2016,5,FC Schalke 04,17,0,-7,1,8
2016,5,Werder Bremen,18,0,-11,3,14
2016,6,Bayern Munich,1,15,14,15,1
2016,6,Bor. Dortmund,2,12,12,16,4
2016,6,1. FC Köln,3,11,7,9,2
2016,6,Bor. M'gladbach,4,10,4,10,6
2016,6,E. Frankfurt,5,10,3,8,5
2016,6,Hertha BSC,6,10,2,9,7
2016,6,RB Leipzig,7,9,5,9,4
2016,6,1.FSV Mainz 05,8,7,1,12,11
2016,6,TSG Hoffenheim,9,7,1,9,8
2016,6,Bay. Leverkusen,10,7,1,8,7
2016,6,FC Augsburg,11,7,-2,4,6
2016,6,SC Freiburg,12,6,-3,6,9
2016,6,VfL Wolfsburg,13,5,-3,4,7
2016,6,SV Darmstadt 98,14,4,-8,2,10
2016,6,Werder Bremen,15,3,-10,5,15
2016,6,Hamburger SV,16,1,-8,2,10
2016,6,FC Ingolstadt,17,1,-8,2,10
2016,6,FC Schalke 04,18,0,-8,2,10
2016,7,Bayern Munich,1,16,14,16,2
2016,7,Hertha BSC,2,13,4,11,7
2016,7,Bor. Dortmund,3,12,10,16,6
2016,7,1. FC Köln,4,12,7,10,3
2016,7,RB Leipzig,5,12,6,11,5
2016,7,Bay. Leverkusen,6,10,3,10,7
2016,7,TSG Hoffenheim,7,10,2,11,9
2016,7,E. Frankfurt,8,10,2,8,6
2016,7,Bor. M'gladbach,9,10,0,10,10
2016,7,SC Freiburg,10,9,-2,7,9
2016,7,1.FSV Mainz 05,11,8,1,12,11
2016,7,FC Augsburg,12,7,-3,5,8
2016,7,VfL Wolfsburg,13,6,-3,4,7
2016,7,SV Darmstadt 98,14,5,-8,4,12
2016,7,Werder Bremen,15,4,-10,7,17
2016,7,FC Schalke 04,16,3,-4,6,10
2016,7,FC Ingolstadt,17,1,-9,3,12
2016,7,Hamburger SV,18,1,-10,2,12
2016,8,Bayern Munich,1,17,14,18,4
2016,8,1. FC Köln,2,15,8,12,4
2016,8,RB Leipzig,3,15,7,12,5
2016,8,Hertha BSC,4,14,4,12,8
2016,8,Bor. Dortmund,5,13,10,17,7
