match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2015,2,Sampdoria,1,3,3,5,2
2015,2,Chievo Verona,2,3,2,3,1
2015,2,Fiorentina,3,3,2,2,0
2015,2,Lazio,4,3,1,2,1
2015,2,Torino,5,3,1,2,1
2015,2,Sassuolo,6,3,1,2,1
2015,2,Inter,7,3,1,1,0
2015,2,US Palermo,8,3,1,1,0
2015,2,Udinese Calcio,9,3,1,1,0
2015,2,AS Roma,10,1,0,1,1
2015,2,Hellas Verona,11,1,0,1,1
2015,2,SSC Napoli,12,0,-1,1,2
2015,2,Bologna,13,0,-1,1,2
2015,2,Frosinone,14,0,-1,1,2
2015,2,Juventus,15,0,-1,0,1
2015,2,Genoa,16,0,-1,0,1
2015,2,Atalanta,17,0,-1,0,1
2015,2,FC Empoli,18,0,-2,1,3
2015,2,AC Milan,19,0,-2,0,2
2015,2,Carpi,20,0,-3,2,5
2015,3,Chievo Verona,1,6,6,7,1
2015,3,Torino,2,6,3,5,2
2015,3,Inter,3,6,2,3,1
2015,3,Sassuolo,4,6,2,3,1
2015,3,US Palermo,5,6,2,2,0
2015,3,Sampdoria,6,4,3,7,4
2015,3,AS Roma,7,4,1,3,2
2015,3,Genoa,8,3,1,2,1
2015,3,Atalanta,9,3,1,2,1
2015,3,Fiorentina,10,3,0,3,3
2015,3,Udinese Calcio,11,3,0,1,1
2015,3,AC Milan,12,3,-1,2,3
2015,3,Lazio,13,3,-3,2,5
2015,3,SSC Napoli,14,1,-1,3,4
2015,3,Hellas Verona,15,1,-2,1,3
2015,3,Juventus,16,0,-2,1,3
2015,3,Bologna,17,0,-2,1,3
2015,3,FC Empoli,18,0,-3,2,5
2015,3,Frosinone,19,0,-3,1,4
2015,3,Carpi,20,0,-4,3,7
2015,4,Inter,1,9,3,4,1
2015,4,Chievo Verona,2,7,6,8,2
2015,4,Sampdoria,3,7,5,9,4
2015,4,Torino,4,7,3,7,4
2015,4,AS Roma,5,7,3,5,2
2015,4,Sassuolo,6,7,2,5,3
2015,4,US Palermo,7,7,2,4,2
2015,4,Fiorentina,8,6,1,4,3
2015,4,Lazio,9,6,-1,4,5
2015,4,Atalanta,10,4,1,4,3
2015,4,Genoa,11,3,0,2,2
2015,4,AC Milan,12,3,-2,2,4
2015,4,Udinese Calcio,13,3,-2,1,3
2015,4,SSC Napoli,14,2,-1,5,6
2015,4,Hellas Verona,15,2,-2,3,5
