match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2014,2,AC Milan,1,3,2,3,1
2014,2,AS Roma,2,3,2,2,0
2014,2,Udinese Calcio,3,3,2,2,0
2014,2,SSC Napoli,4,3,1,2,1
2014,2,Cesena,5,3,1,1,0
2014,2,Juventus,6,3,1,1,0
2014,2,Cagliari Calcio,7,1,0,1,1
2014,2,US Palermo,8,1,0,1,1
2014,2,Sampdoria,9,1,0,1,1
2014,2,Sassuolo,10,1,0,1,1
2014,2,Atalanta,11,1,0,0,0
2014,2,Hellas Verona,12,1,0,0,0
2014,2,Inter,13,1,0,0,0
2014,2,Torino,14,1,0,0,0
2014,2,Genoa,15,0,-1,1,2
2014,2,Chievo Verona,16,0,-1,0,1
2014,2,Lazio,17,0,-2,1,3
2014,2,FC Empoli,18,0,-2,0,2
2014,2,Fiorentina,19,0,-2,0,2
2014,2,Parma,20,-7,-1,0,1
2014,3,AC Milan,1,6,3,8,5
2014,3,Juventus,2,6,3,3,0
2014,3,AS Roma,3,6,3,3,0
2014,3,Inter,4,4,7,7,0
2014,3,Sampdoria,5,4,2,3,1
2014,3,Atalanta,6,4,1,2,1
2014,3,Hellas Verona,7,4,1,2,1
2014,3,Lazio,8,3,1,4,3
2014,3,SSC Napoli,9,3,0,2,2
2014,3,Udinese Calcio,10,3,0,2,2
2014,3,Chievo Verona,11,3,0,1,1
2014,3,Cesena,12,3,-2,1,3
2014,3,Cagliari Calcio,13,1,-1,2,3
2014,3,US Palermo,14,1,-1,2,3
2014,3,Genoa,15,1,-1,1,2
2014,3,Fiorentina,16,1,-2,0,2
2014,3,Torino,17,1,-2,0,2
2014,3,Sassuolo,18,1,-7,1,8
2014,3,FC Empoli,19,0,-3,0,3
2014,3,Parma,20,-7,-2,4,6
2014,4,AS Roma,1,9,5,5,0
2014,4,Juventus,2,9,4,4,0
2014,4,Hellas Verona,3,7,2,3,1
2014,4,AC Milan,4,6,2,8,6
2014,4,Udinese Calcio,5,6,1,3,2
2014,4,Inter,6,5,7,8,1
2014,4,Sampdoria,7,5,2,3,1
2014,4,Atalanta,8,4,0,2,2
2014,4,Genoa,9,4,0,2,2
2014,4,Fiorentina,10,4,-1,1,2
2014,4,Cesena,11,4,-2,3,5
2014,4,Lazio,12,3,0,4,4
2014,4,Chievo Verona,13,3,-1,3,4
2014,4,SSC Napoli,14,3,-1,2,3
2014,4,US Palermo,15,2,-1,3,4
2014,4,Sassuolo,16,2,-7,1,8
2014,4,Cagliari Calcio,17,1,-3,2,5
2014,4,FC Empoli,18,1,-3,2,5
2014,4,Torino,19,1,-3,0,3
2014,4,Parma,20,-4,-1,7,8
2014,5,Juventus,1,12,7,7,0
2014,5,AS Roma,2,12,6,7,1
2014,5,Udinese Calcio,3,9,2,4,2
2014,5,Inter,4,8,9,10,1
2014,5,Sampdoria,5,8,3,5,2
2014,5,Hellas Verona,6,8,2,5,3
2014,5,AC Milan,7,7,2,10,8
2014,5,Genoa,8,5,0,4,4
2014,5,Fiorentina,9,5,-1,1,2
2014,5,SSC Napoli,10,4,-1,5,6
2014,5,Atalanta,11,4,-2,2,4
2014,5,Torino,12,4,-2,2,4
2014,5,Cesena,13,4,-5,3,8
2014,5,US Palermo,14,3,-1,6,7
2014,5,Lazio,15,3,-1,4,5
2014,5,Chievo Verona,16,3,-2,4,6
2014,5,Sassuolo,17,3,-7,1,8
2014,5,FC Empoli,18,2,-3,4,7
2014,5,Cagliari Calcio,19,1,-4,3,7
2014,5,Parma,20,-4,-2,8,10
2014,6,Juventus,1,15,10,10,0
2014,6,AS Roma,2,15,8,9,1
2014,6,Udinese Calcio,3,12,4,8,4
2014,6,Sampdoria,4,11,4,6,2
2014,6,Inter,5,8,6,11,5
2014,6,AC Milan,6,8,2,11,9
2014,6,Hellas Verona,7,8,0,5,5
2014,6,SSC Napoli,8,7,0,6,6
2014,6,Lazio,9,6,3,8,5
2014,6,Fiorentina,10,6,-1,2,3
2014,6,Genoa,11,5,-1,4,5
2014,6,Torino,12,5,-2,3,5
2014,6,Cesena,13,5,-5,4,9
2014,6,Cagliari Calcio,14,4,-1,7,8
2014,6,Chievo Verona,15,4,-2,5,7
2014,6,Atalanta,16,4,-5,2,7
2014,6,FC Empoli,17,3,-3,5,8
2014,6,US Palermo,18,3,-5,6,11
2014,6,Sassuolo,19,3,-8,1,9
2014,6,Parma,20,-4,-4,10,14
2014,7,Juventus,1,18,11,13,2
2014,7,AS Roma,2,15,7,11,4
2014,7,Sampdoria,3,14,5,7,2
2014,7,Udinese Calcio,4,13,4,9,5
2014,7,AC Milan,5,11,4,13,9
2014,7,Hellas Verona,6,11,1,6,5
2014,7,SSC Napoli,7,10,1,8,7
2014,7,Lazio,8,9,4,11,7
2014,7,Fiorentina,9,9,2,5,3
2014,7,Inter,10,8,3,11,8
2014,7,Genoa,11,8,0,6,6
2014,7,FC Empoli,12,6,0,8,8
2014,7,Cesena,13,6,-5,5,10
2014,7,Torino,14,5,-3,4,7
2014,7,Cagliari Calcio,15,4,-2,7,9
2014,7,Chievo Verona,16,4,-4,5,9
2014,7,Atalanta,17,4,-6,2,8
2014,7,US Palermo,18,3,-8,6,14
2014,7,Sassuolo,19,3,-9,3,12
2014,7,Parma,20,-4,-5,11,16
2014,8,Juventus,1,19,11,14,3
2014,8,AS Roma,2,18,10,14,4
2014,8,Sampdoria,3,15,5,9,4
2014,8,AC Milan,4,14,6,16,10
2014,8,Udinese Calcio,5,13,3,9,6
2014,8,Lazio,6,12,6,13,7
2014,8,SSC Napoli,7,11,1,10,9
2014,8,Hellas Verona,8,11,-1,7,8
2014,8,Inter,9,9,3,13,10
2014,8,Genoa,10,9,0,7,7
2014,8,Fiorentina,11,9,0,5,5
2014,8,Torino,12,8,-2,5,7
2014,8,FC Empoli,13,7,0,9,9
2014,8,Atalanta,14,7,-5,3,8
2014,8,Cesena,15,6,-6,6,12
2014,8,US Palermo,16,6,-7,8,15
2014,8,Cagliari Calcio,17,5,-2,9,11
2014,8,Chievo Verona,18,4,-7,5,12
2014,8,Sassuolo,19,4,-9,4,13
2014,8,Parma,20,-4,-6,11,17
2014,9,Juventus,1,22,13,16,3
2014,9,AS Roma,2,19,10,14,4
2014,9,Udinese Calcio,3,16,5,11,6
2014,9,Sampdoria,4,16,5,9,4
2014,9,Lazio,5,15,7,15,8
2014,9,AC Milan,6,15,6,17,11
2014,9,SSC Napoli,7,14,5,16,11
2014,9,Inter,8,12,4,14,10
2014,9,Genoa,9,12,1,9,8
2014,9,Hellas Verona,10,11,-5,9,14
2014,9,Fiorentina,11,10,0,6,6
2014,9,Cagliari Calcio,12,8,2,13,11
2014,9,Torino,13,8,-3,6,9
2014,9,FC Empoli,14,7,-4,9,13
2014,9,Sassuolo,15,7,-7,7,14
2014,9,Atalanta,16,7,-7,3,10
2014,9,Cesena,17,6,-7,6,13
2014,9,US Palermo,18,6,-9,8,17
2014,9,Chievo Verona,19,4,-8,6,14
2014,9,Parma,20,-4,-8,12,20
2014,10,Juventus,1,22,12,16,4
2014,10,AS Roma,2,22,12,16,4
2014,10,Lazio,3,16,7,16,9
2014,10,AC Milan,4,16,6,18,12
2014,10,Sampdoria,5,16,4,9,5
2014,10,Udinese Calcio,6,16,2,11,9
2014,10,SSC Napoli,7,15,5,17,12
2014,10,Inter,8,15,5,15,10
2014,10,Genoa,9,15,2,10,8
2014,10,Fiorentina,10,13,3,9,6
2014,10,Hellas Verona,11,12,-5,10,15
2014,10,Torino,12,11,-2,7,9
2014,10,Sassuolo,13,10,-5,10,15
2014,10,Cagliari Calcio,14,9,2,14,12
2014,10,US Palermo,15,9,-8,9,17
2014,10,Atalanta,16,8,-7,4,11
2014,10,FC Empoli,17,7,-6,10,16
2014,10,Cesena,18,6,-9,6,15
2014,10,Chievo Verona,19,4,-9,6,15
2014,10,Parma,20,-4,-9,12,21
2014,11,Juventus,1,25,14,18,4
2014,11,AS Roma,2,22,10,16,6
2014,11,Lazio,3,19,9,20,11
2014,11,Sampdoria,4,19,6,12,6
2014,11,SSC Napoli,5,18,7,19,12
2014,11,Genoa,6,18,4,14,10
2014,11,AC Milan,7,16,4,18,14
2014,11,Udinese Calcio,8,16,0,13,13
2014,11,Inter,9,15,3,15,12
2014,11,Fiorentina,10,13,1,10,9
2014,11,Hellas Verona,11,13,-5,11,16
2014,11,Torino,12,12,-2,7,9
2014,11,US Palermo,13,12,-6,11,17
2014,11,Sassuolo,14,11,-5,10,15
2014,11,Cagliari Calcio,15,9,0,16,16
2014,11,Atalanta,16,9,-7,4,11
2014,11,FC Empoli,17,7,-8,10,18
2014,11,Cesena,18,7,-9,7,16
2014,11,Chievo Verona,19,5,-9,6,15
2014,11,Parma,20,-1,-7,14,21
2014,12,Juventus,1,28,21,25,4
2014,12,AS Roma,2,25,13,19,6
2014,12,SSC Napoli,3,21,8,20,12
2014,12,Sampdoria,4,20,6,14,8
2014,12,Lazio,5,19,8,21,13
2014,12,Genoa,6,19,4,15,11
2014,12,AC Milan,7,17,4,20,16
2014,12,Udinese Calcio,8,17,0,14,14
2014,12,Inter,9,16,3,17,14
2014,12,Hellas Verona,10,14,-5,13,18
2014,12,Fiorentina,11,13,0,10,10
2014,12,US Palermo,12,13,-6,12,18
2014,12,Sassuolo,13,12,-5,10,15
2014,12,Torino,14,12,-5,7,12
2014,12,Cagliari Calcio,15,10,0,17,17
2014,12,FC Empoli,16,10,-7,12,19
2014,12,Atalanta,17,10,-7,4,11
2014,12,Chievo Verona,18,8,-8,8,16
2014,12,Cesena,19,7,-10,8,18
2014,12,Parma,20,-1,-14,14,28
2014,13,Juventus,1,31,24,28,4
2014,13,AS Roma,2,28,14,21,7
2014,13,SSC Napoli,3,22,8,23,15
2014,13,Sampdoria,4,21,6,15,9
2014,13,Genoa,5,20,4,16,12
2014,13,Lazio,6,19,5,21,16
2014,13,AC Milan,7,18,4,21,17
2014,13,Udinese Calcio,8,18,0,15,15
2014,13,Inter,9,17,3,18,15
2014,13,Fiorentina,10,16,1,12,11
2014,13,Sassuolo,11,15,-4,11,15
2014,13,Hellas Verona,12,14,-6,14,20
2014,13,US Palermo,13,14,-6,13,19
2014,13,FC Empoli,14,13,-5,14,19
2014,13,Torino,15,12,-6,7,13
2014,13,Cagliari Calcio,16,11,0,20,20
2014,13,Atalanta,17,10,-8,5,13
2014,13,Chievo Verona,18,9,-8,9,17
2014,13,Cesena,19,8,-10,9,19
2014,13,Parma,20,-1,-16,14,30
2014,14,Juventus,1,34,25,30,5
2014,14,AS Roma,2,31,16,25,9
2014,14,SSC Napoli,3,23,8,24,16
2014,14,Genoa,4,23,7,19,12
2014,14,Sampdoria,5,22,6,16,10
2014,14,AC Milan,6,21,6,23,17
2014,14,Lazio,7,20,5,21,16
2014,14,Fiorentina,8,19,5,16,11
2014,14,Udinese Calcio,9,18,-2,15,17
2014,14,Sassuolo,10,18,-3,13,16
2014,14,Inter,11,17,1,20,19
2014,14,US Palermo,12,17,-5,15,20
2014,14,FC Empoli,13,14,-5,14,19
2014,14,Hellas Verona,14,14,-7,15,22
2014,14,Torino,15,12,-7,8,15
2014,14,Cagliari Calcio,16,11,-4,20,24
2014,14,Atalanta,17,11,-8,5,13
2014,14,Chievo Verona,18,10,-8,9,17
2014,14,Cesena,19,8,-13,9,22
2014,14,Parma,20,-1,-17,15,32
2014,15,Juventus,1,35,25,30,5
2014,15,AS Roma,2,32,16,27,11
2014,15,Genoa,3,26,8,20,12
2014,15,Sampdoria,4,25,8,19,11
2014,15,SSC Napoli,5,24,8,26,18
2014,15,Lazio,6,23,6,23,17
2014,15,AC Milan,7,21,5,23,18
2014,15,Udinese Calcio,8,21,-1,17,18
2014,15,Fiorentina,9,20,5,16,11
2014,15,Sassuolo,10,19,-3,15,18
2014,15,US Palermo,11,18,-5,17,22
2014,15,Inter,12,17,0,21,21
2014,15,FC Empoli,13,15,-5,16,21
2014,15,Atalanta,14,14,-7,8,15
2014,15,Hellas Verona,15,14,-9,16,25
2014,15,Chievo Verona,16,13,-6,11,17
2014,15,Torino,17,13,-7,10,17
2014,15,Cagliari Calcio,18,11,-6,20,26
2014,15,Cesena,19,8,-14,11,25
2014,15,Parma,20,-1,-18,16,34
2014,16,Juventus,1,36,25,31,6
2014,16,AS Roma,2,35,17,28,11
2014,16,Lazio,3,26,9,26,17
2014,16,Sampdoria,4,26,8,20,12
2014,16,Genoa,5,26,7,20,13
2014,16,AC Milan,6,24,7,25,18
2014,16,SSC Napoli,7,24,6,26,20
2014,16,Fiorentina,8,23,8,20,12
2014,16,Udinese Calcio,9,21,-2,18,20
2014,16,US Palermo,10,21,-4,19,23
2014,16,Inter,11,20,2,23,21
2014,16,Sassuolo,12,19,-4,16,20
2014,16,Hellas Verona,13,17,-8,18,26
2014,16,FC Empoli,14,16,-5,16,21
