match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2017,2,Inter,1,3,3,3,0
2017,2,Juventus,2,3,3,3,0
2017,2,AC Milan,3,3,3,3,0
2017,2,SSC Napoli,4,3,2,3,1
2017,2,Chievo Verona,5,3,1,2,1
2017,2,Sampdoria,6,3,1,2,1
2017,2,AS Roma,7,3,1,1,0
2017,2,Bologna,8,1,0,1,1
2017,2,Torino,9,1,0,1,1
2017,2,Genoa,10,1,0,0,0
2017,2,Lazio,11,1,0,0,0
2017,2,Sassuolo,12,1,0,0,0
2017,2,SPAL,13,1,0,0,0
2017,2,Benevento,14,0,-1,1,2
2017,2,Udinese Calcio,15,0,-1,1,2
2017,2,Hellas Verona,16,0,-2,1,3
2017,2,Atalanta,17,0,-1,0,1
2017,2,Cagliari Calcio,18,0,-3,0,3
2017,2,Crotone,19,0,-3,0,3
2017,2,Fiorentina,20,0,-3,0,3
2017,3,Juventus,1,6,5,7,2
2017,3,Inter,2,6,5,6,1
2017,3,SSC Napoli,3,6,4,6,2
2017,3,AC Milan,4,6,4,5,1
2017,3,Sampdoria,5,6,2,4,2
2017,3,Torino,6,4,3,4,1
2017,3,SPAL,7,4,1,3,2
2017,3,Bologna,8,4,1,2,1
2017,3,Lazio,9,4,1,2,1
2017,3,Chievo Verona,10,3,0,3,3
2017,3,AS Roma,11,3,-1,2,3
2017,3,Genoa,12,1,-2,2,4
2017,3,Hellas Verona,13,1,-2,1,3
2017,3,Crotone,14,1,-3,0,3
2017,3,Sassuolo,15,1,-3,0,3
2017,3,Udinese Calcio,16,0,-2,3,5
2017,3,Benevento,17,0,-2,1,3
2017,3,Atalanta,18,0,-3,1,4
2017,3,Cagliari Calcio,19,0,-4,1,5
2017,3,Fiorentina,20,0,-4,1,5
2017,4,Juventus,1,9,8,10,2
2017,4,SSC Napoli,2,9,7,9,2
2017,4,Inter,3,9,7,8,1
2017,4,Lazio,4,7,4,6,2
2017,4,Torino,5,7,4,5,1
2017,4,Sampdoria,6,7,2,5,3
2017,4,AC Milan,7,6,1,6,5
2017,4,AS Roma,8,4,-1,3,4
2017,4,SPAL,9,4,-1,3,4
2017,4,Bologna,10,4,-2,2,4
2017,4,Fiorentina,11,3,1,6,5
2017,4,Udinese Calcio,12,3,-1,4,5
2017,4,Atalanta,13,3,-2,3,5
2017,4,Chievo Verona,14,3,-3,3,6
2017,4,Cagliari Calcio,15,3,-3,2,5
2017,4,Genoa,16,1,-3,2,5
2017,4,Sassuolo,17,1,-4,1,5
2017,4,Hellas Verona,18,1,-7,1,8
2017,4,Crotone,19,1,-4,0,4
2017,4,Benevento,20,0,-3,1,4
2017,5,SSC Napoli,1,12,13,15,2
2017,5,Juventus,2,12,10,13,3
2017,5,Inter,3,12,9,10,1
2017,5,Lazio,4,10,5,9,4
2017,5,AC Milan,5,9,2,8,6
2017,5,Torino,6,8,4,7,3
2017,5,Sampdoria,7,8,2,7,5
2017,5,AS Roma,8,7,2,6,4
2017,5,Fiorentina,9,6,2,8,6
2017,5,Cagliari Calcio,10,6,-1,4,5
2017,5,Atalanta,11,4,-2,4,6
2017,5,Chievo Verona,12,4,-3,4,7
2017,5,Bologna,13,4,-3,3,6
2017,5,SPAL,14,4,-3,3,6
2017,5,Udinese Calcio,15,3,-2,5,7
2017,5,Genoa,16,1,-4,4,8
2017,5,Sassuolo,17,1,-6,2,8
2017,5,Hellas Verona,18,1,-10,1,11
2017,5,Crotone,19,1,-6,0,6
2017,5,Benevento,20,0,-9,1,10
2017,6,SSC Napoli,1,15,16,19,3
2017,6,Juventus,2,15,11,14,3
2017,6,Inter,3,13,9,11,2
2017,6,AC Milan,4,12,4,10,6
2017,6,Torino,5,11,5,10,5
2017,6,AS Roma,6,10,6,10,4
2017,6,Lazio,7,10,2,10,8
2017,6,Sampdoria,8,9,2,7,5
2017,6,Atalanta,9,7,2,9,7
2017,6,Fiorentina,10,6,1,8,7
