match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2018,2,Atalanta,1,3,4,4,0
2018,2,FC Empoli,2,3,2,2,0
2018,2,Juventus,3,3,1,3,2
2018,2,AC Milan,4,3,1,2,1
2018,2,SSC Napoli,5,3,1,2,1
2018,2,AS Roma,6,3,1,1,0
2018,2,Sassuolo,7,3,1,1,0
2018,2,SPAL,8,3,1,1,0
2018,2,Parma,9,1,0,2,2
2018,2,Udinese Calcio,10,1,0,2,2
2018,2,Fiorentina,11,1,0,1,1
2018,2,Sampdoria,12,1,0,1,1
2018,2,Genoa,13,0,-1,1,2
2018,2,Lazio,14,0,-1,1,2
2018,2,Bologna,15,0,-1,0,1
2018,2,Inter,16,0,-1,0,1
2018,2,Torino,17,0,-1,0,1
2018,2,Cagliari Calcio,18,0,-2,0,2
2018,2,Frosinone,19,0,-4,0,4
2018,2,Chievo Verona,20,-3,-1,2,3
2018,3,Juventus,1,6,3,5,2
2018,3,SSC Napoli,2,6,2,5,3
2018,3,SPAL,3,6,2,2,0
2018,3,Fiorentina,4,4,5,7,2
2018,3,Atalanta,5,4,4,7,3
2018,3,AS Roma,6,4,1,4,3
2018,3,Sassuolo,7,4,1,3,2
2018,3,Udinese Calcio,8,4,1,3,2
2018,3,FC Empoli,9,3,1,3,2
2018,3,AC Milan,10,3,0,4,4
2018,3,Genoa,11,3,0,3,3
2018,3,Inter,12,1,-1,2,3
2018,3,Parma,13,1,-1,2,3
2018,3,Torino,14,1,-1,2,3
2018,3,Sampdoria,15,1,-1,1,2
2018,3,Bologna,16,1,-1,0,1
2018,3,Cagliari Calcio,17,1,-2,2,4
2018,3,Frosinone,18,1,-4,0,4
2018,3,Lazio,19,0,-3,1,4
2018,3,Chievo Verona,20,-3,-6,3,9
2018,4,Juventus,1,9,4,7,3
2018,4,Fiorentina,2,7,6,8,2
2018,4,Sassuolo,3,7,3,8,5
2018,4,AC Milan,4,6,1,6,5
2018,4,SPAL,5,6,1,2,1
2018,4,SSC Napoli,6,6,-1,5,6
2018,4,Atalanta,7,4,3,7,4
2018,4,Inter,8,4,2,5,3
2018,4,Sampdoria,9,4,2,4,2
2018,4,FC Empoli,10,4,1,3,2
2018,4,AS Roma,11,4,0,5,5
2018,4,Torino,12,4,0,3,3
2018,4,Udinese Calcio,13,4,0,3,3
2018,4,Cagliari Calcio,14,4,-1,3,4
2018,4,Genoa,15,3,-2,6,8
2018,4,Lazio,16,3,-2,2,4
2018,4,Parma,17,1,-2,3,5
2018,4,Bologna,18,1,-4,0,4
2018,4,Frosinone,19,1,-5,0,5
2018,4,Chievo Verona,20,-2,-6,3,9
2018,5,Juventus,1,12,5,9,4
2018,5,SPAL,2,9,3,4,1
2018,5,SSC Napoli,3,9,0,6,6
2018,5,Sampdoria,4,7,7,9,2
2018,5,Fiorentina,5,7,5,8,3
2018,5,Sassuolo,6,7,2,9,7
2018,5,AC Milan,7,7,1,7,6
2018,5,Genoa,8,6,-1,7,8
2018,5,Lazio,9,6,-1,3,4
2018,5,AS Roma,10,5,0,7,7
2018,5,Torino,11,5,0,4,4
2018,5,Udinese Calcio,12,5,0,4,4
2018,5,Cagliari Calcio,13,5,-1,4,5
2018,5,Atalanta,14,4,1,7,6
2018,5,Inter,15,4,1,5,4
2018,5,FC Empoli,16,4,0,3,3
2018,5,Parma,17,4,-1,4,5
2018,5,Bologna,18,1,-5,0,5
2018,5,Frosinone,19,1,-10,0,10
2018,5,Chievo Verona,20,-1,-6,5,11
2018,6,Juventus,1,15,7,11,4
2018,6,SSC Napoli,2,12,2,9,7
2018,6,Fiorentina,3,10,8,11,3
2018,6,Sassuolo,4,10,4,12,8
2018,6,Lazio,5,9,2,7,5
2018,6,SPAL,6,9,0,4,4
2018,6,Udinese Calcio,7,8,2,6,4
2018,6,AC Milan,8,8,1,9,8
2018,6,Sampdoria,9,7,6,9,3
2018,6,Inter,10,7,2,6,4
2018,6,Parma,11,7,1,6,5
2018,6,Genoa,12,6,-4,8,12
2018,6,Atalanta,13,5,1,9,8
2018,6,AS Roma,14,5,-2,7,9
2018,6,Torino,15,5,-2,5,7
2018,6,Cagliari Calcio,16,5,-3,4,7
2018,6,FC Empoli,17,4,-2,4,6
2018,6,Bologna,18,4,-3,2,5
2018,6,Frosinone,19,1,-12,0,12
2018,6,Chievo Verona,20,-1,-8,5,13
2018,7,Juventus,1,18,9,13,4
2018,7,SSC Napoli,2,15,5,12,7
2018,7,Sassuolo,3,13,6,14,8
2018,7,Lazio,4,12,3,9,6
2018,7,Fiorentina,5,10,7,12,5
2018,7,Inter,6,10,3,8,5
2018,7,AC Milan,7,9,1,10,9
2018,7,Genoa,8,9,-2,10,12
2018,7,SPAL,9,9,-2,4,6
2018,7,Sampdoria,10,8,6,9,3
2018,7,AS Roma,11,8,2,11,9
2018,7,Udinese Calcio,12,8,1,7,6
2018,7,Parma,13,7,-2,6,8
2018,7,Atalanta,14,6,1,9,8
2018,7,Torino,15,6,-2,5,7
2018,7,Cagliari Calcio,16,6,-3,4,7
2018,7,FC Empoli,17,5,-2,5,7
2018,7,Bologna,18,4,-5,2,7
2018,7,Frosinone,19,1,-16,0,16
2018,7,Chievo Verona,20,-1,-10,5,15
2018,8,Juventus,1,21,11,16,5
2018,8,SSC Napoli,2,15,3,13,10
2018,8,Fiorentina,3,13,9,14,5
2018,8,Inter,4,13,5,10,5
2018,8,Sassuolo,5,13,3,15,12
2018,8,AC Milan,6,12,4,14,10
2018,8,Lazio,7,12,1,10,9
2018,8,Genoa,8,12,-1,12,13
2018,8,Sampdoria,9,11,7,11,4
2018,8,AS Roma,10,11,4,14,10
2018,8,Parma,11,10,-1,7,8
2018,8,Torino,12,9,-1,6,7
2018,8,SPAL,13,9,-3,5,8
2018,8,Udinese Calcio,14,8,0,8,8
2018,8,Bologna,15,7,-4,4,8
2018,8,Atalanta,16,6,-1,9,10
2018,8,Cagliari Calcio,17,6,-5,4,9
2018,8,FC Empoli,18,5,-3,5,8
2018,8,Frosinone,19,1,-17,1,18
2018,8,Chievo Verona,20,-1,-11,5,16
2018,9,Juventus,1,24,13,18,5
2018,9,SSC Napoli,2,18,5,15,10
2018,9,Inter,3,16,6,12,6
2018,9,AC Milan,4,15,6,17,11
2018,9,Lazio,5,15,2,11,9
2018,9,Sampdoria,6,14,8,12,4
2018,9,AS Roma,7,14,6,16,10
2018,9,Fiorentina,8,13,8,14,6
2018,9,Sassuolo,9,13,1,15,14
2018,9,Parma,10,13,1,10,9
2018,9,Torino,11,12,0,9,9
2018,9,Genoa,12,12,-3,13,16
2018,9,Cagliari Calcio,13,9,-3,6,9
2018,9,SPAL,14,9,-4,6,10
2018,9,Udinese Calcio,15,8,-2,8,10
2018,9,Bologna,16,7,-6,4,10
2018,9,Atalanta,17,6,-2,9,11
2018,9,FC Empoli,18,5,-5,5,10
2018,9,Frosinone,19,1,-18,3,21
2018,9,Chievo Verona,20,-1,-13,6,19
2018,10,Juventus,1,25,13,19,6
2018,10,SSC Napoli,2,21,8,18,10
2018,10,Inter,3,19,7,13,6
2018,10,Lazio,4,18,4,13,9
2018,10,Sampdoria,5,15,8,12,4
2018,10,AC Milan,6,15,5,17,12
2018,10,Fiorentina,7,14,8,15,7
2018,10,AS Roma,8,14,4,16,12
2018,10,Sassuolo,9,14,1,15,14
2018,10,Torino,10,13,0,11,11
2018,10,Parma,11,13,-1,10,11
2018,10,Genoa,12,13,-3,14,17
2018,10,SPAL,13,12,-2,8,10
2018,10,Cagliari Calcio,14,10,-3,7,10
2018,10,Atalanta,15,9,2,14,12
2018,10,Udinese Calcio,16,8,-5,8,13
2018,10,Bologna,17,8,-6,6,12
2018,10,FC Empoli,18,6,-5,8,13
2018,10,Frosinone,19,2,-18,6,24
2018,10,Chievo Verona,20,-1,-17,7,24
2018,11,Juventus,1,28,14,21,7
2018,11,Inter,2,22,10,16,6
2018,11,SSC Napoli,3,22,8,19,11
2018,11,AC Milan,4,18,6,20,14
2018,11,Lazio,5,18,1,13,12
2018,11,Fiorentina,6,15,8,16,8
2018,11,Sampdoria,7,15,7,14,7
2018,11,AS Roma,8,15,4,17,13
2018,11,Sassuolo,9,15,1,17,16
2018,11,Torino,10,14,0,12,12
2018,11,Genoa,11,14,-3,16,19
2018,11,Cagliari Calcio,12,13,-2,9,11
2018,11,Parma,13,13,-4,10,14
2018,11,Atalanta,14,12,5,17,12
2018,11,SPAL,15,12,-5,8,13
2018,11,Udinese Calcio,16,9,-5,10,15
2018,11,Bologna,17,9,-6,8,14
2018,11,FC Empoli,18,6,-6,9,15
2018,11,Frosinone,19,5,-15,9,24
2018,11,Chievo Verona,20,-1,-18,8,26
2018,12,Juventus,1,31,16,24,8
2018,12,Inter,2,25,15,21,6
2018,12,SSC Napoli,3,25,12,24,12
2018,12,AC Milan,4,21,7,21,14
2018,12,Lazio,5,21,4,17,13
2018,12,Sassuolo,6,18,3,19,16
2018,12,Torino,7,17,3,16,13
2018,12,Fiorentina,8,16,8,17,9
2018,12,AS Roma,9,16,4,18,14
2018,12,Atalanta,10,15,6,19,13
2018,12,Sampdoria,11,15,4,15,11
2018,12,Parma,12,14,-4,10,14
2018,12,Genoa,13,14,-8,16,24
2018,12,Cagliari Calcio,14,13,-4,10,14
2018,12,SPAL,15,12,-8,9,17
2018,12,Udinese Calcio,16,9,-6,10,16
2018,12,Bologna,17,9,-7,9,16
2018,12,FC Empoli,18,6,-10,10,20
2018,12,Frosinone,19,6,-15,9,24
2018,12,Chievo Verona,20,-1,-20,8,28
2018,13,Juventus,1,34,18,26,8
2018,13,SSC Napoli,2,28,13,26,13
2018,13,Inter,3,25,12,22,10
2018,13,Lazio,4,22,4,18,14
2018,13,AC Milan,5,21,5,21,16
2018,13,AS Roma,6,19,7,22,15
2018,13,Sassuolo,7,19,3,20,17
2018,13,Atalanta,8,18,9,23,14
2018,13,Fiorentina,9,17,8,18,10
2018,13,Torino,10,17,2,17,15
2018,13,Parma,11,17,-3,12,15
2018,13,Sampdoria,12,15,1,16,15
2018,13,Cagliari Calcio,13,14,-4,12,16
2018,13,Genoa,14,14,-9,17,26
2018,13,SPAL,15,13,-8,11,19
2018,13,Bologna,16,10,-7,11,18
2018,13,Udinese Calcio,17,9,-7,11,18
2018,13,FC Empoli,18,9,-9,12,21
2018,13,Frosinone,19,7,-15,10,25
2018,13,Chievo Verona,20,0,-20,10,30
2018,14,Juventus,1,37,20,28,8
2018,14,SSC Napoli,2,29,13,26,13
2018,14,Inter,3,28,15,25,10
2018,14,Lazio,4,23,4,19,15
2018,14,AC Milan,5,22,5,22,17
2018,14,Parma,6,20,-2,14,16
2018,14,AS Roma,7,19,6,22,16
2018,14,Sassuolo,8,19,2,21,19
2018,14,Atalanta,9,18,8,25,17
2018,14,Fiorentina,10,18,8,18,10
2018,14,Torino,11,18,2,17,15
2018,14,Sampdoria,12,16,1,17,16
2018,14,Cagliari Calcio,13,15,-4,12,16
2018,14,Genoa,14,15,-9,18,27
2018,14,SPAL,15,13,-10,11,21
2018,14,Udinese Calcio,16,12,-6,12,18
2018,14,FC Empoli,17,12,-8,15,23
2018,14,Bologna,18,11,-7,11,18
2018,14,Frosinone,19,7,-18,10,28
2018,14,Chievo Verona,20,1,-20,10,30
2018,15,Juventus,1,40,23,31,8
2018,15,SSC Napoli,2,32,14,28,14
2018,15,Inter,3,29,15,27,12
2018,15,AC Milan,4,25,6,24,18
2018,15,Lazio,5,24,4,20,16
2018,15,Torino,6,21,3,19,16
2018,15,AS Roma,7,20,6,24,18
2018,15,Sassuolo,8,20,2,21,19
2018,15,Parma,9,20,-3,15,18
2018,15,Sampdoria,10,19,4,21,17
2018,15,Atalanta,11,18,7,26,19
2018,15,Fiorentina,12,18,5,18,13
2018,15,Cagliari Calcio,13,16,-4,13,17
2018,15,Genoa,14,15,-10,19,29
2018,15,SPAL,15,14,-10,13,23
2018,15,Udinese Calcio,16,13,-6,12,18
2018,15,FC Empoli,17,13,-8,17,25
2018,15,Bologna,18,11,-10,12,22
2018,15,Frosinone,19,8,-18,11,29
2018,15,Chievo Verona,20,2,-20,11,31
2018,16,Juventus,1,43,24,32,8
2018,16,SSC Napoli,2,35,18,32,14
2018,16,Inter,3,29,14,27,13
2018,16,AC Milan,4,26,6,24,18
2018,16,Lazio,5,25,4,22,18
2018,16,Torino,6,22,3,19,16
2018,16,Atalanta,7,21,9,29,20
2018,16,AS Roma,8,21,6,26,20
2018,16,Sassuolo,9,21,2,24,22
2018,16,Parma,10,21,-3,16,19
2018,16,Sampdoria,11,20,4,23,19
2018,16,Fiorentina,12,19,5,21,16
2018,16,Cagliari Calcio,13,17,-4,15,19
2018,16,FC Empoli,14,16,-7,19,26
2018,16,Genoa,15,16,-10,20,30
2018,16,SPAL,16,15,-10,14,24
2018,16,Udinese Calcio,17,13,-8,13,21
2018,16,Bologna,18,11,-11,13,24
2018,16,Frosinone,19,8,-22,11,33
2018,16,Chievo Verona,20,3,-20,12,32
2018,17,Juventus,1,46,25,33,8
2018,17,SSC Napoli,2,38,19,33,14
2018,17,Inter,3,32,15,28,13
2018,17,AC Milan,4,27,6,24,18
2018,17,Lazio,5,25,3,22,19
2018,17,Atalanta,6,24,10,30,20
2018,17,AS Roma,7,24,7,29,22
2018,17,Sassuolo,8,24,4,26,22
2018,17,Sampdoria,9,23,6,25,19
2018,17,Fiorentina,10,22,7,24,17
2018,17,Torino,11,22,2,19,17
2018,17,Parma,12,21,-5,16,21
2018,17,Cagliari Calcio,13,17,-5,15,20
2018,17,FC Empoli,14,16,-9,20,29
2018,17,SPAL,15,16,-10,14,24
2018,17,Genoa,16,16,-11,22,33
2018,17,Udinese Calcio,17,13,-9,13,22
2018,17,Bologna,18,12,-11,13,24
2018,17,Frosinone,19,8,-24,11,35
2018,17,Chievo Verona,20,4,-20,12,32
2018,18,Juventus,1,49,26,34,8
2018,18,SSC Napoli,2,41,20,34,14
2018,18,Inter,3,33,15,29,14
2018,18,Lazio,4,28,5,25,20
2018,18,AC Milan,5,27,5,24,19
2018,18,Sampdoria,6,26,8,29,21
2018,18,Fiorentina,7,25,8,25,17
2018,18,Sassuolo,8,25,4,27,23
2018,18,Atalanta,9,24,8,31,23
2018,18,AS Roma,10,24,6,29,23
2018,18,Torino,11,23,2,20,18
2018,18,Parma,12,22,-5,16,21
2018,18,Genoa,13,19,-9,25,34
2018,18,Cagliari Calcio,14,17,-7,16,23
2018,18,FC Empoli,15,16,-11,22,33
2018,18,SPAL,16,16,-11,14,25
2018,18,Udinese Calcio,17,14,-9,14,23
2018,18,Bologna,18,13,-11,13,24
2018,18,Frosinone,19,9,-24,12,36
2018,18,Chievo Verona,20,5,-20,13,33
2018,19,Juventus,1,50,26,36,10
2018,19,SSC Napoli,2,41,19,34,15
2018,19,Inter,3,36,16,30,14
2018,19,Lazio,4,31,7,27,20
2018,19,Sampdoria,5,29,10,31,21
2018,19,AC Milan,6,28,5,24,19
2018,19,AS Roma,7,27,8,32,24
2018,19,Torino,8,26,5,23,18
2018,19,Atalanta,9,25,8,33,25
2018,19,Fiorentina,10,25,7,25,18
2018,19,Sassuolo,11,25,2,28,26
2018,19,Parma,12,25,-4,17,21
2018,19,Cagliari Calcio,13,20,-6,17,23
2018,19,Genoa,14,19,-10,25,35
2018,19,SPAL,15,17,-11,14,25
2018,19,FC Empoli,16,16,-14,22,36
2018,19,Udinese Calcio,17,15,-9,14,23
2018,19,Bologna,18,13,-13,13,26
2018,19,Frosinone,19,10,-24,12,36
2018,19,Chievo Verona,20,5,-22,13,35
2018,20,Juventus,1,53,27,38,11
2018,20,SSC Napoli,2,44,20,37,17
2018,20,Inter,3,39,17,31,14
2018,20,Lazio,4,32,7,28,21
2018,20,AC Milan,5,31,6,26,20
2018,20,AS Roma,6,30,10,34,24
2018,20,Sampdoria,7,29,9,32,23
2018,20,Atalanta,8,28,12,39,27
2018,20,Torino,9,27,5,24,19
2018,20,Fiorentina,10,26,7,25,18
2018,20,Sassuolo,11,25,-2,30,32
2018,20,Parma,12,25,-6,17,23
2018,20,Cagliari Calcio,13,20,-8,17,25
2018,20,Genoa,14,20,-10,25,35
2018,20,Udinese Calcio,15,18,-7,16,23
2018,20,SPAL,16,17,-12,15,27
2018,20,FC Empoli,17,16,-15,22,37
2018,20,Bologna,18,13,-14,15,29
2018,20,Frosinone,19,10,-25,12,37
2018,20,Chievo Verona,20,8,-21,14,35
2018,21,Juventus,1,56,30,41,11
2018,21,SSC Napoli,2,47,21,39,18
2018,21,Inter,3,40,17,31,14
2018,21,AC Milan,4,34,8,28,20
2018,21,AS Roma,5,33,11,37,26
2018,21,Lazio,6,32,6,29,23
2018,21,Atalanta,7,31,17,44,27
2018,21,Sampdoria,8,30,9,35,26
2018,21,Parma,9,28,-5,19,24
2018,21,Fiorentina,10,27,7,28,21
2018,21,Torino,11,27,4,26,22
2018,21,Sassuolo,12,26,-2,30,32
2018,21,Cagliari Calcio,13,21,-8,19,27
2018,21,Genoa,14,20,-12,25,37
2018,21,Udinese Calcio,15,18,-8,17,25
2018,21,SPAL,16,18,-12,16,28
2018,21,FC Empoli,17,17,-15,24,39
2018,21,Bologna,18,14,-14,16,30
2018,21,Frosinone,19,10,-30,12,42
2018,21,Chievo Verona,20,8,-24,14,38
2018,22,Juventus,1,59,31,43,12
2018,22,SSC Napoli,2,48,21,39,18
2018,22,Inter,3,40,16,31,15
2018,22,AC Milan,4,35,8,28,20
2018,22,AS Roma,5,34,11,40,29
2018,22,Sampdoria,6,33,13,39,26
2018,22,Atalanta,7,32,17,47,30
2018,22,Lazio,8,32,5,30,25
2018,22,Fiorentina,9,30,8,32,24
2018,22,Torino,10,30,5,27,22
2018,22,Sassuolo,11,29,1,33,32
2018,22,Parma,12,28,-6,21,27
2018,22,Genoa,13,23,-10,28,38
2018,22,Cagliari Calcio,14,21,-11,19,30
2018,22,SPAL,15,21,-11,19,30
2018,22,Udinese Calcio,16,18,-12,17,29
2018,22,FC Empoli,17,17,-17,25,42
2018,22,Bologna,18,14,-18,16,34
2018,22,Frosinone,19,13,-26,16,42
2018,22,Chievo Verona,20,8,-25,17,42
2018,23,Juventus,1,60,31,46,15
2018,23,SSC Napoli,2,51,24,42,18
2018,23,Inter,3,40,15,31,16
2018,23,AC Milan,4,36,8,29,21
2018,23,Atalanta,5,35,18,48,30
2018,23,AS Roma,6,35,11,41,30
2018,23,Lazio,7,35,6,31,25
2018,23,Sampdoria,8,33,10,39,29
2018,23,Fiorentina,9,31,8,33,25
2018,23,Torino,10,31,5,27,22
2018,23,Sassuolo,11,30,1,34,33
2018,23,Parma,12,29,-6,24,30
2018,23,Genoa,13,24,-10,29,39
2018,23,SPAL,14,22,-11,19,30
2018,23,Cagliari Calcio,15,21,-12,19,31
2018,23,Udinese Calcio,16,19,-12,18,30
2018,23,FC Empoli,17,18,-17,27,44
2018,23,Bologna,18,17,-17,17,34
