match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2010,2,AC Milan,1,3,4,4,0
2010,2,Parma,2,3,2,2,0
2010,2,Sampdoria,3,3,2,2,0
2010,2,Chievo Verona,4,3,1,2,1
2010,2,Genoa,5,3,1,1,0
2010,2,Bari,6,3,1,1,0
2010,2,Fiorentina,7,1,0,1,1
2010,2,SSC Napoli,8,1,0,1,1
2010,2,AS Roma,9,1,0,0,0
2010,2,US Palermo,10,1,0,0,0
2010,2,Cagliari Calcio,11,1,0,0,0
2010,2,Inter,12,1,0,0,0
2010,2,Cesena,13,1,0,0,0
2010,2,Catania,14,0,-1,1,2
2010,2,Udinese Calcio,15,0,-1,0,1
2010,2,Juventus,16,0,-1,0,1
2010,2,Lazio,17,0,-2,0,2
2010,2,Brescia,18,0,-2,0,2
2010,2,Lecce,19,0,-4,0,4
2010,2,Bologna,20,-2,0,0,0
2010,3,Chievo Verona,1,6,3,5,2
2010,3,Cagliari Calcio,2,4,4,5,1
2010,3,Sampdoria,3,4,2,5,3
2010,3,Cesena,4,4,2,2,0
2010,3,Bari,5,4,1,3,2
2010,3,Inter,6,4,1,2,1
2010,3,AC Milan,7,3,2,4,2
2010,3,Parma,8,3,1,3,2
2010,3,Lazio,9,3,0,3,3
2010,3,Catania,10,3,0,3,3
2010,3,Brescia,11,3,-1,3,4
2010,3,Genoa,12,3,-1,2,3
2010,3,Lecce,13,3,-3,1,4
2010,3,SSC Napoli,14,2,0,3,3
2010,3,Juventus,15,1,-1,3,4
2010,3,US Palermo,16,1,-1,2,3
2010,3,Fiorentina,17,1,-1,1,2
2010,3,AS Roma,18,1,-4,1,5
2010,3,Udinese Calcio,19,0,-2,1,3
2010,3,Bologna,20,-2,-2,1,3
2010,4,Cesena,1,7,3,3,0
2010,4,Inter,2,7,2,4,2
2010,4,Chievo Verona,3,6,2,5,3
2010,4,Lazio,4,6,1,5,4
2010,4,Brescia,5,6,0,4,4
2010,4,Cagliari Calcio,6,5,4,5,1
2010,4,SSC Napoli,7,5,1,5,4
2010,4,Bari,8,5,1,3,2
2010,4,Juventus,9,4,3,7,4
2010,4,AC Milan,10,4,2,5,3
2010,4,Sampdoria,11,4,1,6,5
2010,4,Parma,12,4,1,4,3
2010,4,Catania,13,4,0,4,4
2010,4,Genoa,14,4,-1,3,4
2010,4,Lecce,15,3,-4,1,5
2010,4,AS Roma,16,2,-4,3,7
2010,4,US Palermo,17,1,-2,3,5
2010,4,Fiorentina,18,1,-2,2,4
2010,4,Udinese Calcio,19,0,-6,1,7
2010,4,Bologna,20,-1,-2,3,5
2010,5,Inter,1,10,6,8,2
2010,5,Chievo Verona,2,9,4,8,4
2010,5,Brescia,3,9,1,6,5
2010,5,Catania,4,7,2,6,4
2010,5,Lazio,5,7,1,6,5
2010,5,Cesena,6,7,1,3,2
2010,5,Cagliari Calcio,7,6,4,5,1
2010,5,AC Milan,8,5,2,6,4
2010,5,Sampdoria,9,5,1,6,5
2010,5,Parma,10,5,1,5,4
2010,5,SSC Napoli,11,5,-1,6,7
2010,5,Genoa,12,5,-1,4,5
2010,5,Bari,13,5,-3,3,6
2010,5,Juventus,14,4,1,8,7
2010,5,US Palermo,15,4,0,6,6
2010,5,Lecce,16,4,-4,2,6
2010,5,Bologna,17,2,-1,5,6
2010,5,Fiorentina,18,2,-2,3,5
2010,5,AS Roma,19,2,-5,4,9
2010,5,Udinese Calcio,20,0,-7,2,9
2010,6,Inter,1,10,5,8,3
2010,6,Lazio,2,10,2,7,5
2010,6,Chievo Verona,3,9,3,8,5
2010,6,Brescia,4,9,0,7,7
2010,6,AC Milan,5,8,3,7,4
2010,6,SSC Napoli,6,8,2,10,8
2010,6,Catania,7,8,2,7,5
2010,6,Bari,8,8,-2,5,7
2010,6,Juventus,9,7,3,12,9
2010,6,Cesena,10,7,-2,4,6
2010,6,Cagliari Calcio,11,6,2,7,5
2010,6,Sampdoria,12,6,1,6,5
2010,6,US Palermo,13,5,0,8,8
2010,6,Fiorentina,14,5,0,5,5
2010,6,Parma,15,5,-1,5,6
2010,6,Genoa,16,5,-2,4,6
2010,6,AS Roma,17,5,-4,5,9
2010,6,Lecce,18,5,-4,4,8
2010,6,Bologna,19,3,-1,6,7
2010,6,Udinese Calcio,20,1,-7,2,9
2010,7,Lazio,1,13,3,8,5
2010,7,Inter,2,11,5,8,3
2010,7,SSC Napoli,3,11,4,12,8
2010,7,AC Milan,4,11,4,8,4
2010,7,Chievo Verona,5,10,3,8,5
2010,7,Brescia,6,9,-1,7,8
2010,7,Juventus,7,8,3,12,9
2010,7,US Palermo,8,8,1,10,9
2010,7,Catania,9,8,1,7,6
2010,7,Genoa,10,8,-1,6,7
2010,7,Bari,11,8,-3,6,9
2010,7,Lecce,12,8,-3,5,8
2010,7,Cagliari Calcio,13,7,2,7,5
2010,7,Sampdoria,14,7,1,7,6
2010,7,Cesena,15,7,-3,4,7
2010,7,Fiorentina,16,5,-1,6,7
2010,7,Parma,17,5,-2,5,7
2010,7,AS Roma,18,5,-6,5,11
2010,7,Bologna,19,4,-1,7,8
2010,7,Udinese Calcio,20,4,-6,3,9
2010,8,Lazio,1,16,5,10,5
2010,8,AC Milan,2,14,6,11,5
2010,8,Inter,3,14,6,9,3
2010,8,SSC Napoli,4,12,4,13,9
2010,8,Juventus,5,11,7,16,9
2010,8,US Palermo,6,11,4,14,10
2010,8,Sampdoria,7,10,2,9,7
2010,8,Chievo Verona,8,10,1,9,8
2010,8,Catania,9,9,1,8,7
2010,8,Brescia,10,9,-2,7,9
2010,8,Genoa,11,8,-2,7,9
2010,8,Cesena,12,8,-3,5,8
2010,8,AS Roma,13,8,-5,7,12
2010,8,Bari,14,8,-5,6,11
2010,8,Lecce,15,8,-7,5,12
2010,8,Cagliari Calcio,16,7,1,7,6
2010,8,Udinese Calcio,17,7,-5,4,9
2010,8,Parma,18,6,-2,6,8
2010,8,Fiorentina,19,5,-2,7,9
2010,8,Bologna,20,4,-4,8,12
2010,9,Lazio,1,19,6,12,6
2010,9,AC Milan,2,17,7,13,6
2010,9,Inter,3,15,6,10,4
2010,9,Chievo Verona,4,13,2,11,9
2010,9,Juventus,5,12,7,16,9
2010,9,SSC Napoli,6,12,3,14,11
2010,9,US Palermo,7,11,3,15,12
2010,9,Sampdoria,8,11,2,10,8
2010,9,Genoa,9,11,-1,8,9
2010,9,Lecce,10,11,-6,7,13
2010,9,Udinese Calcio,11,10,-4,6,10
2010,9,Catania,12,9,0,8,8
2010,9,Brescia,13,9,-3,8,11
2010,9,AS Roma,14,9,-5,7,12
2010,9,Fiorentina,15,8,-1,9,10
2010,9,Cesena,16,8,-4,6,10
2010,9,Bari,17,8,-6,7,13
2010,9,Cagliari Calcio,18,7,0,8,8
2010,9,Parma,19,7,-2,6,8
2010,9,Bologna,20,5,-4,8,12
2010,10,Lazio,1,22,7,13,6
2010,10,Inter,2,18,7,11,4
2010,10,AC Milan,3,17,6,14,8
2010,10,Juventus,4,15,8,18,10
2010,10,SSC Napoli,5,15,4,15,11
2010,10,Sampdoria,6,14,3,11,8
2010,10,Chievo Verona,7,14,2,11,9
2010,10,Udinese Calcio,8,13,-2,8,10
2010,10,AS Roma,9,12,-3,9,12
2010,10,US Palermo,10,11,2,15,13
2010,10,Genoa,11,11,-2,8,10
2010,10,Lecce,12,11,-8,7,15
2010,10,Cagliari Calcio,13,10,2,10,8
2010,10,Catania,14,10,0,8,8
2010,10,Fiorentina,15,9,-1,9,10
2010,10,Brescia,16,9,-4,8,12
2010,10,Parma,17,8,-2,6,8
2010,10,Cesena,18,8,-5,6,11
2010,10,Bari,19,8,-8,7,15
2010,10,Bologna,20,5,-6,8,14
2010,11,Lazio,1,22,5,13,8
2010,11,AC Milan,2,20,7,17,10
2010,11,Inter,3,19,7,12,5
2010,11,Juventus,4,18,10,21,11
2010,11,SSC Napoli,5,18,6,17,11
2010,11,Sampdoria,6,15,3,11,8
2010,11,AS Roma,7,15,-1,11,12
2010,11,US Palermo,8,14,3,16,13
2010,11,Chievo Verona,9,14,1,11,10
2010,11,Udinese Calcio,10,14,-2,9,11
2010,11,Fiorentina,11,12,0,10,10
2010,11,Cagliari Calcio,12,11,2,11,9
2010,11,Catania,13,11,0,8,8
2010,11,Genoa,14,11,-3,8,11
2010,11,Lecce,15,11,-10,7,17
2010,11,Brescia,16,10,-4,9,13
2010,11,Bologna,17,8,-4,10,14
2010,11,Parma,18,8,-4,6,10
2010,11,Cesena,19,8,-7,7,14
2010,11,Bari,20,8,-9,9,18
2010,12,AC Milan,1,23,9,20,11
2010,12,Lazio,2,22,4,13,9
2010,12,SSC Napoli,3,21,7,18,11
2010,12,Inter,4,20,7,13,6
2010,12,Juventus,5,19,10,22,12
2010,12,AS Roma,6,18,0,14,14
2010,12,Sampdoria,7,15,2,11,9
2010,12,Chievo Verona,8,15,1,11,10
2010,12,US Palermo,9,14,1,17,16
2010,12,Catania,10,14,1,9,8
2010,12,Genoa,11,14,-2,9,11
2010,12,Udinese Calcio,12,14,-3,9,12
2010,12,Fiorentina,13,12,-1,12,13
2010,12,Lecce,14,12,-10,8,18
2010,12,Cagliari Calcio,15,11,1,11,10
2010,12,Parma,16,11,-3,7,10
2010,12,Brescia,17,11,-4,10,14
2010,12,Cesena,18,11,-6,8,14
2010,12,Bari,19,9,-9,9,18
2010,12,Bologna,20,8,-5,10,15
2010,13,AC Milan,1,26,10,21,11
2010,13,Lazio,2,25,6,15,9
2010,13,SSC Napoli,3,21,5,18,13
2010,13,Juventus,4,20,10,23,13
2010,13,Inter,5,20,6,13,7
2010,13,AS Roma,6,19,0,15,15
2010,13,US Palermo,7,17,3,20,17
2010,13,Udinese Calcio,8,17,1,13,12
2010,13,Genoa,9,17,-1,10,11
2010,13,Sampdoria,10,16,2,11,9
2010,13,Chievo Verona,11,16,1,11,10
2010,13,Fiorentina,12,15,0,13,13
2010,13,Catania,13,14,-1,10,11
2010,13,Parma,14,14,-2,8,10
2010,13,Lecce,15,12,-14,8,22
2010,13,Cagliari Calcio,16,11,0,11,11
2010,13,Bologna,17,11,-4,11,15
2010,13,Brescia,18,11,-5,10,15
2010,13,Cesena,19,11,-7,8,15
2010,13,Bari,20,9,-10,9,19
2010,14,AC Milan,1,29,11,22,11
2010,14,Lazio,2,26,6,16,10
2010,14,SSC Napoli,3,24,8,22,14
2010,14,Juventus,4,23,12,25,13
2010,14,AS Roma,5,22,2,17,15
2010,14,Inter,6,20,5,14,9
2010,14,US Palermo,7,20,4,22,18
2010,14,Sampdoria,8,19,3,14,11
2010,14,Chievo Verona,9,19,2,13,11
2010,14,Catania,10,17,0,11,11
2010,14,Udinese Calcio,11,17,-1,13,14
2010,14,Genoa,12,17,-3,10,13
2010,14,Fiorentina,13,15,-1,13,14
2010,14,Parma,14,15,-2,9,11
2010,14,Cagliari Calcio,15,14,1,13,12
2010,14,Lecce,16,12,-15,10,25
2010,14,Brescia,17,11,-6,11,17
