match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2016,2,AS Roma,1,3,4,4,0
2016,2,Genoa,2,3,2,3,1
2016,2,Chievo Verona,3,3,2,2,0
2016,2,Lazio,4,3,1,4,3
2016,2,AC Milan,5,3,1,3,2
2016,2,Juventus,6,3,1,2,1
2016,2,Bologna,7,3,1,1,0
2016,2,Sampdoria,8,3,1,1,0
2016,2,Sassuolo,9,3,1,1,0
2016,2,SSC Napoli,10,1,0,2,2
2016,2,Pescara,11,1,0,2,2
2016,2,Atalanta,12,0,-1,3,4
2016,2,Torino,13,0,-1,2,3
2016,2,Fiorentina,14,0,-1,1,2
2016,2,Crotone,15,0,-1,0,1
2016,2,FC Empoli,16,0,-1,0,1
2016,2,US Palermo,17,0,-1,0,1
2016,2,Cagliari Calcio,18,0,-2,1,3
2016,2,Inter,19,0,-2,0,2
2016,2,Udinese Calcio,20,0,-4,0,4
2016,3,Genoa,1,6,4,6,2
2016,3,Juventus,2,6,2,3,1
2016,3,Sampdoria,3,6,2,3,1
2016,3,AS Roma,4,4,4,6,2
2016,3,Pescara,5,4,3,5,2
2016,3,SSC Napoli,6,4,2,6,4
2016,3,Torino,7,3,3,7,4
2016,3,Chievo Verona,8,3,1,2,1
2016,3,Lazio,9,3,0,4,4
2016,3,Fiorentina,10,3,0,2,2
2016,3,AC Milan,11,3,-1,5,6
2016,3,Udinese Calcio,12,3,-2,2,4
2016,3,Sassuolo,13,3,-2,1,3
2016,3,Bologna,14,3,-3,2,5
2016,3,US Palermo,15,1,-1,1,2
2016,3,Cagliari Calcio,16,1,-2,3,5
2016,3,Inter,17,1,-2,1,3
2016,3,Atalanta,18,0,-2,4,6
2016,3,Crotone,19,0,-3,1,4
2016,3,FC Empoli,20,0,-3,0,3
2016,4,Genoa,1,9,5,7,2
2016,4,Juventus,2,9,4,6,2
2016,4,SSC Napoli,3,7,5,9,4
2016,4,AS Roma,4,7,5,9,4
2016,4,Sampdoria,5,6,1,5,4
2016,4,Udinese Calcio,6,6,-1,3,4
2016,4,Bologna,7,6,-2,4,6
2016,4,Pescara,8,4,2,6,4
2016,4,Chievo Verona,9,4,1,3,2
2016,4,Lazio,10,4,0,5,5
2016,4,Inter,11,4,-1,3,4
2016,4,Torino,12,3,2,8,6
2016,4,Atalanta,13,3,-1,6,7
2016,4,Fiorentina,14,3,-1,2,3
2016,4,AC Milan,15,3,-2,5,7
2016,4,FC Empoli,16,3,-2,2,4
2016,4,Sassuolo,17,3,-4,2,6
2016,4,Cagliari Calcio,18,1,-3,4,7
2016,4,US Palermo,19,1,-4,1,5
2016,4,Crotone,20,0,-4,2,6
2016,5,SSC Napoli,1,10,7,12,5
2016,5,Genoa,2,9,3,7,4
2016,5,Juventus,3,9,3,7,4
2016,5,AS Roma,4,7,4,9,5
2016,5,Lazio,5,7,3,8,5
2016,5,Chievo Verona,6,7,2,5,3
2016,5,Inter,7,7,0,5,5
2016,5,Sampdoria,8,6,0,5,5
2016,5,Fiorentina,9,6,0,3,3
2016,5,AC Milan,10,6,-1,6,7
2016,5,Sassuolo,11,6,-2,4,6
2016,5,Udinese Calcio,12,6,-2,4,6
2016,5,Bologna,13,6,-4,5,9
2016,5,Torino,14,4,2,8,6
2016,5,Cagliari Calcio,15,4,0,7,7
2016,5,Pescara,16,4,-1,6,7
2016,5,FC Empoli,17,4,-2,2,4
2016,5,Atalanta,18,3,-4,6,10
2016,5,US Palermo,19,2,-4,2,6
2016,5,Crotone,20,1,-4,3,7
2016,6,Juventus,1,12,7,11,4
2016,6,SSC Napoli,2,11,7,12,5
2016,6,AS Roma,3,10,8,13,5
2016,6,Chievo Verona,4,10,3,7,4
2016,6,Genoa,5,10,3,7,4
2016,6,Inter,6,10,2,7,5
2016,6,AC Milan,7,9,1,8,7
2016,6,Bologna,8,9,-2,7,9
2016,6,Lazio,9,7,1,8,7
2016,6,Fiorentina,10,7,0,5,5
2016,6,Udinese Calcio,11,7,-2,6,8
2016,6,Sampdoria,12,6,-2,5,7
2016,6,Sassuolo,13,6,-3,5,8
2016,6,Torino,14,5,2,8,6
2016,6,Pescara,15,5,-1,6,7
2016,6,US Palermo,16,5,-3,3,6
2016,6,Cagliari Calcio,17,4,-4,7,11
2016,6,FC Empoli,18,4,-4,2,6
2016,6,Atalanta,19,3,-5,6,11
2016,6,Crotone,20,1,-8,3,11
2016,7,Juventus,1,15,8,12,4
2016,7,SSC Napoli,2,14,9,14,5
2016,7,Genoa,3,11,3,8,5
2016,7,Inter,4,11,2,8,6
2016,7,AS Roma,5,10,6,14,8
2016,7,Lazio,6,10,3,10,7
2016,7,AC Milan,7,10,1,8,7
2016,7,Chievo Verona,8,10,1,7,6
2016,7,Bologna,9,10,-2,8,10
2016,7,Sassuolo,10,9,-2,6,8
2016,7,Torino,11,8,4,11,7
2016,7,Fiorentina,12,8,0,5,5
2016,7,Cagliari Calcio,13,7,-3,9,12
2016,7,Udinese Calcio,14,7,-3,6,9
2016,7,Pescara,15,6,-1,7,8
2016,7,Atalanta,16,6,-3,9,12
2016,7,Sampdoria,17,6,-3,6,9
2016,7,US Palermo,18,5,-4,3,7
2016,7,FC Empoli,19,4,-6,2,8
2016,7,Crotone,20,1,-10,4,14
2016,8,Juventus,1,18,11,15,4
2016,8,SSC Napoli,2,14,8,14,6
2016,8,Genoa,3,14,4,9,5
2016,8,AS Roma,4,13,7,16,9
2016,8,Lazio,5,13,6,13,7
2016,8,Chievo Verona,6,13,3,9,6
2016,8,AC Milan,7,13,2,12,10
2016,8,Torino,8,11,5,13,8
2016,8,Inter,9,11,1,9,8
2016,8,Cagliari Calcio,10,10,-2,11,13
2016,8,Bologna,11,10,-3,8,11
2016,8,Atalanta,12,9,-2,10,12
2016,8,Sassuolo,13,9,-3,9,12
2016,8,Fiorentina,14,8,-1,6,7
2016,8,Sampdoria,15,7,-3,7,10
2016,8,Udinese Calcio,16,7,-6,6,12
2016,8,Pescara,17,6,-3,7,10
2016,8,US Palermo,18,6,-4,4,8
2016,8,FC Empoli,19,4,-9,2,11
2016,8,Crotone,20,1,-11,5,16
2016,9,Juventus,1,21,12,17,5
2016,9,AS Roma,2,16,9,19,10
2016,9,AC Milan,3,16,4,15,11
2016,9,Genoa,4,15,4,9,5
2016,9,Torino,5,14,8,17,9
2016,9,SSC Napoli,6,14,6,15,9
2016,9,Lazio,7,14,6,14,8
2016,9,Chievo Verona,8,13,1,10,9
2016,9,Cagliari Calcio,9,13,-1,13,14
2016,9,Sassuolo,10,12,-2,11,13
2016,9,Inter,11,11,0,10,10
2016,9,Bologna,12,11,-3,9,12
2016,9,Atalanta,13,10,-2,10,12
2016,9,Fiorentina,14,9,-1,6,7
2016,9,Sampdoria,15,8,-3,8,11
2016,9,Pescara,16,7,-3,8,11
2016,9,Udinese Calcio,17,7,-7,7,14
2016,9,US Palermo,18,6,-7,5,12
2016,9,FC Empoli,19,5,-9,2,11
2016,9,Crotone,20,1,-12,6,18
2016,10,Juventus,1,21,11,17,6
2016,10,AS Roma,2,19,12,23,11
2016,10,AC Milan,3,19,5,16,11
2016,10,SSC Napoli,4,17,7,17,10
2016,10,Torino,5,15,8,19,11
2016,10,Lazio,6,15,6,16,10
2016,10,Genoa,7,15,3,10,7
2016,10,Chievo Verona,8,14,1,10,9
2016,10,Atalanta,9,13,-1,12,13
2016,10,Sassuolo,10,13,-2,12,14
2016,10,Cagliari Calcio,11,13,-3,16,19
2016,10,Fiorentina,12,12,1,11,10
2016,10,Bologna,13,12,-3,10,13
2016,10,Inter,14,11,-1,11,12
2016,10,Sampdoria,15,11,-2,10,12
2016,10,Udinese Calcio,16,10,-5,10,15
2016,10,Pescara,17,7,-5,9,14
2016,10,FC Empoli,18,6,-9,2,11
2016,10,US Palermo,19,6,-10,6,16
2016,10,Crotone,20,1,-13,7,20
2016,11,Juventus,1,24,14,21,7
2016,11,AS Roma,2,22,14,26,12
2016,11,SSC Napoli,3,20,9,19,10
2016,11,AC Milan,4,19,2,16,14
2016,11,Lazio,5,18,9,20,11
2016,11,Genoa,6,18,6,13,7
2016,11,Atalanta,7,16,0,13,13
2016,11,Torino,8,15,7,20,13
2016,11,Chievo Verona,9,15,1,11,10
2016,11,Inter,10,14,0,13,13
2016,11,Fiorentina,11,13,1,12,11
2016,11,Udinese Calcio,12,13,-3,13,16
2016,11,Bologna,13,13,-3,11,14
2016,11,Sassuolo,14,13,-4,13,17
2016,11,Cagliari Calcio,15,13,-6,17,23
2016,11,Sampdoria,16,11,-5,11,16
2016,11,Pescara,17,7,-6,9,15
2016,11,FC Empoli,18,6,-11,2,13
2016,11,US Palermo,19,6,-12,7,19
2016,11,Crotone,20,2,-13,8,21
2016,12,Juventus,1,27,15,23,8
2016,12,AS Roma,2,23,14,26,12
2016,12,AC Milan,3,22,3,17,14
2016,12,Lazio,4,21,10,22,12
2016,12,SSC Napoli,5,20,8,20,12
2016,12,Atalanta,6,19,3,16,13
2016,12,Genoa,7,18,3,13,10
2016,12,Torino,8,16,7,22,15
2016,12,Fiorentina,9,16,2,13,11
2016,12,Cagliari Calcio,10,16,-5,19,24
2016,12,Chievo Verona,11,15,-1,11,12
2016,12,Inter,12,14,-1,13,14
2016,12,Udinese Calcio,13,14,-3,15,18
2016,12,Sampdoria,14,14,-4,12,16
2016,12,Bologna,15,13,-4,11,15
2016,12,Sassuolo,16,13,-5,14,19
2016,12,Pescara,17,7,-7,9,16
2016,12,FC Empoli,18,7,-11,2,13
2016,12,US Palermo,19,6,-13,8,21
2016,12,Crotone,20,5,-11,10,21
2016,13,Juventus,1,30,16,25,9
2016,13,AS Roma,2,26,17,29,12
2016,13,AC Milan,3,25,4,19,15
2016,13,Lazio,4,22,10,23,13
2016,13,Atalanta,5,22,6,19,13
2016,13,SSC Napoli,6,21,8,21,13
2016,13,Torino,7,19,11,27,16
2016,13,Genoa,8,19,3,14,11
2016,13,Inter,9,17,2,16,14
2016,13,Fiorentina,10,17,2,14,12
2016,13,Cagliari Calcio,11,16,-9,20,29
2016,13,Chievo Verona,12,15,-2,12,14
2016,13,Udinese Calcio,13,15,-3,16,19
2016,13,Sampdoria,14,15,-4,13,17
2016,13,Bologna,15,13,-7,11,18
2016,13,Sassuolo,16,13,-8,14,22
2016,13,FC Empoli,17,10,-7,6,13
2016,13,Pescara,18,7,-11,9,20
2016,13,US Palermo,19,6,-14,9,23
2016,13,Crotone,20,5,-14,10,24
