match_date,match_hour,match_round,home_team,away_team,home_goals,away_goals,bookmaker,1X,12,X2,opening_1X,opening_12,opening_X2,league_year
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,10bet,1.11,1.17,2.55,1.06,1.15,3.00,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,1xbet,1.12,1.23,2.78,1.08,1.21,3.15,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,888sport,1.12,1.24,2.85,1.10,1.22,3.15,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,bet-at-home,1.10,1.15,2.35,1.06,1.12,2.81,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,bet365,1.11,1.20,2.63,1.07,1.18,3.40,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betclic,1.13,1.22,2.60,1.06,1.17,3.40,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betfair,1.10,1.20,2.62,1.05,1.15,3.25,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betsafe,1.09,1.18,2.75,1.05,1.14,3.40,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betsson,1.09,1.20,2.60,1.05,1.14,3.40,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betvictor,1.13,1.20,2.63,1.05,1.17,3.25,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betway,1.13,1.20,2.60,1.08,1.17,3.10,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,bwin,1.11,1.13,2.65,1.07,1.08,3.30,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,comeon,1.11,1.17,2.55,1.05,1.16,3.00,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,sbobet,1.12,1.22,2.61,1.07,1.17,2.85,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,unibet,1.12,1.24,2.85,1.05,1.16,3.20,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,william hill,1.10,1.18,2.40,1.06,1.17,2.70,2015
17.05.2016,21:00,38,Manchester Utd,Bournemouth,3,1,betfair exchange,1.14,1.26,2.71,1.10,1.21,3.50,2015
,,38,Arsenal,Aston Villa,4,0,10bet,,1.02,6.95,,1.06,4.70,2015
,,38,Arsenal,Aston Villa,4,0,1xbet,1.02,1.06,7.10,1.02,1.12,5.10,2015
,,38,Arsenal,Aston Villa,4,0,888sport,1.02,1.07,7.50,1.02,1.08,6.75,2015
,,38,Arsenal,Aston Villa,4,0,bet-at-home,1.01,1.02,3.46,1.02,1.06,4.11,2015
,,38,Arsenal,Aston Villa,4,0,bet365,1.01,1.05,7.50,1.05,1.13,4.50,2015
,,38,Arsenal,Aston Villa,4,0,betclic,1.01,1.05,7.00,1.02,1.09,5.25,2015
,,38,Arsenal,Aston Villa,4,0,betfair,1.01,1.03,6.00,1.01,1.07,4.80,2015
,,38,Arsenal,Aston Villa,4,0,betsafe,,1.02,7.50,,1.08,5.25,2015
,,38,Arsenal,Aston Villa,4,0,betsson,,1.02,7.50,,1.08,5.25,2015
,,38,Arsenal,Aston Villa,4,0,betvictor,1.01,1.04,5.50,1.02,1.07,5.50,2015
,,38,Arsenal,Aston Villa,4,0,betway,1.01,1.05,6.25,1.04,1.11,4.20,2015
,,38,Arsenal,Aston Villa,4,0,bwin,1.01,1.01,7.00,1.03,1.02,4.75,2015
,,38,Arsenal,Aston Villa,4,0,comeon,,1.02,6.95,,1.06,4.70,2015
,,38,Arsenal,Aston Villa,4,0,unibet,1.02,1.07,7.50,1.00,1.09,5.00,2015
,,38,Arsenal,Aston Villa,4,0,william hill,,1.02,6.50,,1.08,4.20,2015
,,38,Arsenal,Aston Villa,4,0,betfair exchange,1.03,1.07,8.79,1.04,1.12,5.70,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,10bet,1.32,1.21,1.80,1.38,1.24,1.61,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,1xbet,1.34,1.28,1.86,1.35,1.35,1.69,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,888sport,1.32,1.30,1.91,1.44,1.31,1.69,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,bet-at-home,1.23,1.21,1.61,1.22,1.23,1.72,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,bet365,1.29,1.29,1.83,1.29,1.30,1.83,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betclic,1.30,1.28,1.85,1.28,1.30,1.80,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betfair,1.28,1.25,1.80,1.30,1.30,1.70,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betsafe,1.27,1.24,1.85,1.26,1.28,1.80,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betsson,1.27,1.25,1.85,1.26,1.28,1.80,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betvictor,1.29,1.25,1.83,1.25,1.29,1.75,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,betway,1.33,1.25,1.83,1.33,1.30,1.73,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,bwin,1.35,1.18,1.75,1.30,1.22,1.75,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,comeon,1.32,1.21,1.80,1.38,1.24,1.61,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,sbobet,1.31,1.28,1.81,1.38,1.30,1.53,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,unibet,1.32,1.30,1.91,1.29,1.29,1.75,2015
15.05.2016,16:00,38,Chelsea,Leicester,1,1,william hill,1.30,1.22,1.70,1.30,1.29,1.57,2015
