match_date,match_hour,match_round,home_team,away_team,home_goals,away_goals,bookmaker,1X,12,X2,opening_1X,opening_12,opening_X2,league_year
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,bet365,1.25,1.22,2.05,1.30,1.28,1.85,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betclic,1.25,1.25,2.00,1.27,1.32,1.82,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betfair,1.20,1.20,2.00,1.22,1.25,1.80,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betsafe,1.19,1.18,2.03,1.23,1.22,1.86,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betsson,1.19,1.18,2.03,1.23,1.22,1.86,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betvictor,1.22,1.22,2.10,1.25,1.30,1.78,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,bwin,1.22,1.19,2.00,1.25,1.22,1.87,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,comeon,1.23,1.24,2.05,1.29,1.31,1.77,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,sbobet,1.22,1.26,2.05,1.29,1.29,1.68,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,unibet,1.24,1.24,2.12,1.29,1.29,1.88,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,william hill,1.20,1.22,2.10,1.25,1.29,1.80,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,youwin,1.20,1.18,1.95,1.25,1.20,1.85,
12.05.2019,16:00,38,Crystal Palace,Bournemouth,5,3,betfair exchange,1.27,1.27,2.14,1.33,1.29,2.04,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,10bet,1.39,1.28,1.54,1.54,1.26,1.33,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,188bet,1.44,1.31,1.61,1.53,1.26,1.40,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,1xbet,1.46,1.33,1.61,1.44,1.30,1.40,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,888sport,1.42,1.32,1.61,1.55,1.33,1.45,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,bet-at-home,1.41,1.30,1.53,1.52,1.30,1.42,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,bet365,1.42,1.29,1.57,1.57,1.33,1.44,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betclic,1.42,1.32,1.55,1.52,1.35,1.42,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betfair,1.36,1.29,1.53,1.44,1.30,1.40,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betsafe,1.37,1.26,1.54,1.51,1.25,1.41,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betsson,1.37,1.26,1.54,1.51,1.25,1.41,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betvictor,1.40,1.29,1.53,1.50,1.33,1.36,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,bwin,1.40,1.25,1.55,1.53,1.22,1.45,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,comeon,1.42,1.31,1.57,1.61,1.31,1.38,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,sbobet,1.42,1.32,1.57,1.53,1.32,1.36,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,unibet,1.42,1.32,1.61,1.55,1.33,1.45,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,william hill,1.40,1.30,1.53,1.55,1.30,1.40,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,youwin,1.36,1.29,1.53,1.53,1.20,1.44,
12.05.2019,16:00,38,Fulham,Newcastle,0,4,betfair exchange,1.46,1.35,1.62,1.53,1.37,1.59,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,10bet,1.38,1.27,1.57,1.80,1.25,1.19,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,188bet,1.43,1.31,1.63,1.78,1.26,1.26,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,1xbet,1.53,1.30,1.57,1.80,1.25,1.20,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,888sport,1.43,1.32,1.60,1.91,1.30,1.26,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,bet-at-home,1.40,1.30,1.55,1.80,1.28,1.26,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,bet365,1.42,1.28,1.60,1.85,1.30,1.28,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betclic,1.42,1.30,1.58,1.82,1.32,1.27,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betfair,1.36,1.25,1.57,1.80,1.25,1.20,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betsafe,1.36,1.25,1.56,1.81,1.24,1.23,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betsson,1.36,1.25,1.56,1.81,1.24,1.23,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betvictor,1.36,1.29,1.57,1.78,1.30,1.25,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,bwin,1.40,1.25,1.57,1.75,1.25,1.28,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,comeon,1.41,1.29,1.61,1.87,1.31,1.24,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,sbobet,1.43,1.30,1.58,1.71,1.28,1.29,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,unibet,1.43,1.32,1.60,1.91,1.30,1.26,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,william hill,1.40,1.29,1.55,1.80,1.30,1.22,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,youwin,1.36,1.29,1.53,1.73,1.25,1.29,
12.05.2019,16:00,38,Leicester,Chelsea,0,0,betfair exchange,1.46,1.33,1.65,1.60,1.37,1.52,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,10bet,1.03,1.12,3.45,1.00,1.05,5.05,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,188bet,1.07,1.15,3.60,1.01,1.08,4.00,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,1xbet,1.06,1.16,3.98,1.03,1.10,3.74,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,888sport,1.06,1.15,3.65,1.01,1.10,5.50,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,bet-at-home,1.08,1.14,3.04,1.04,1.09,3.94,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,bet365,1.06,1.14,3.50,1.03,1.08,6.50,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betclic,1.07,1.15,3.60,1.06,1.12,4.20,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betfair,1.04,1.11,3.60,1.03,1.08,4.33,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betsafe,1.02,1.10,3.50,1.00,1.05,5.00,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betsson,1.02,1.10,3.50,1.00,1.05,5.00,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betvictor,1.07,1.14,3.60,1.03,1.05,6.50,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,bwin,1.06,1.07,3.50,1.03,1.07,3.90,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,comeon,1.06,1.14,3.55,1.00,1.09,5.30,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,sbobet,1.06,1.15,3.50,1.04,1.15,3.10,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,unibet,1.06,1.15,3.65,1.01,1.10,5.50,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,william hill,1.03,1.14,3.60,1.01,1.06,6.00,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,youwin,1.03,1.11,3.20,1.03,1.07,3.70,
12.05.2019,16:00,38,Liverpool,Wolves,2,0,betfair exchange,1.09,1.17,3.85,1.10,1.19,3.75,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,10bet,1.03,1.11,3.60,1.00,1.03,5.60,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,188bet,1.08,1.14,3.50,1.02,1.08,4.00,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,1xbet,1.06,1.15,3.98,1.02,1.08,4.20,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,888sport,1.07,1.14,3.70,1.02,1.09,5.60,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,bet-at-home,1.10,1.14,2.92,1.03,1.07,4.37,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,bet365,1.07,1.14,3.50,1.03,1.09,6.00,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betclic,1.08,1.15,3.50,1.05,1.10,4.60,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betfair,1.04,1.10,3.60,1.03,1.08,4.20,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betsafe,1.03,1.09,3.45,1.00,1.03,6.00,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betsson,1.02,1.10,3.50,1.00,1.03,6.00,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betvictor,1.08,1.13,3.50,1.05,1.07,5.50,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,bwin,1.05,1.07,3.70,1.02,1.02,5.00,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,comeon,1.05,1.13,3.65,1.00,1.08,5.75,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,sbobet,1.06,1.13,3.70,1.02,1.12,3.60,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,unibet,1.07,1.14,3.70,1.02,1.09,5.60,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,william hill,1.04,1.12,3.60,1.01,1.06,5.80,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,youwin,1.02,1.10,3.50,1.02,1.02,4.75,
12.05.2019,16:00,38,Manchester Utd,Cardiff,0,2,betfair exchange,1.09,1.17,3.85,1.07,1.15,4.70,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,10bet,1.06,1.16,3.00,1.03,1.15,2.75,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,188bet,1.08,1.17,3.25,1.07,1.15,2.76,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,1xbet,1.09,1.21,3.24,1.08,1.20,2.50,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,888sport,1.09,1.19,3.05,1.07,1.20,3.10,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,bet-at-home,1.10,1.17,2.72,1.10,1.18,2.67,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,bet365,1.08,1.18,3.00,1.10,1.22,2.80,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betclic,1.11,1.18,2.95,1.12,1.23,2.60,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betfair,1.06,1.14,2.88,1.08,1.20,2.50,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betsafe,1.05,1.14,2.85,1.04,1.13,3.05,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betsson,1.05,1.13,2.95,1.04,1.13,3.05,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betvictor,1.09,1.17,3.10,1.10,1.20,2.75,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,bwin,1.08,1.12,2.90,1.09,1.11,2.90,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,comeon,1.08,1.18,3.05,1.08,1.21,2.80,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,sbobet,1.07,1.18,3.20,1.11,1.19,2.51,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,unibet,1.09,1.19,3.05,1.07,1.20,3.10,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,william hill,1.06,1.18,3.00,1.07,1.18,2.90,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,youwin,1.06,1.14,2.70,1.08,1.10,2.80,
12.05.2019,16:00,38,Southampton,Huddersfield,1,1,betfair exchange,1.11,1.22,3.19,1.11,1.23,3.25,
12.05.2019,16:00,38,Tottenham,Everton,2,2,10bet,1.22,1.25,1.87,1.07,1.19,2.30,
12.05.2019,16:00,38,Tottenham,Everton,2,2,188bet,1.27,1.29,1.92,1.14,1.21,2.17,
12.05.2019,16:00,38,Tottenham,Everton,2,2,1xbet,1.23,1.30,2.08,1.10,1.20,2.40,
12.05.2019,16:00,38,Tottenham,Everton,2,2,888sport,1.26,1.29,1.95,1.15,1.26,2.38,
12.05.2019,16:00,38,Tottenham,Everton,2,2,bet-at-home,1.25,1.29,1.82,1.16,1.23,2.18,
12.05.2019,16:00,38,Tottenham,Everton,2,2,bet365,1.25,1.28,1.90,1.12,1.25,2.62,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betclic,1.25,1.30,1.90,1.14,1.24,2.45,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betfair,1.20,1.25,1.91,1.10,1.20,2.40,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betsafe,1.19,1.24,1.89,1.12,1.19,2.26,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betsson,1.18,1.25,1.89,1.12,1.19,2.26,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betvictor,1.25,1.29,1.87,1.13,1.22,2.45,
12.05.2019,16:00,38,Tottenham,Everton,2,2,bwin,1.25,1.22,1.87,1.22,1.19,2.00,
12.05.2019,16:00,38,Tottenham,Everton,2,2,comeon,1.25,1.28,1.91,1.12,1.24,2.45,
12.05.2019,16:00,38,Tottenham,Everton,2,2,sbobet,1.26,1.28,1.89,1.13,1.23,2.25,
12.05.2019,16:00,38,Tottenham,Everton,2,2,unibet,1.26,1.29,1.95,1.15,1.26,2.38,
12.05.2019,16:00,38,Tottenham,Everton,2,2,william hill,1.20,1.29,1.95,1.10,1.25,2.40,
12.05.2019,16:00,38,Tottenham,Everton,2,2,youwin,1.20,1.25,1.80,1.20,1.18,1.98,
12.05.2019,16:00,38,Tottenham,Everton,2,2,betfair exchange,1.27,1.32,2.01,1.38,1.37,1.79,
12.05.2019,16:00,38,Watford,West Ham,1,4,10bet,1.30,1.25,1.74,1.16,1.22,1.95,
12.05.2019,16:00,38,Watford,West Ham,1,4,188bet,1.35,1.27,1.78,1.22,1.24,1.87,
12.05.2019,16:00,38,Watford,West Ham,1,4,1xbet,1.32,1.30,1.89,1.17,1.25,1.91,
12.05.2019,16:00,38,Watford,West Ham,1,4,888sport,1.35,1.29,1.76,1.25,1.29,1.98,
12.05.2019,16:00,38,Watford,West Ham,1,4,bet-at-home,1.32,1.28,1.70,1.26,1.26,1.84,
12.05.2019,16:00,38,Watford,West Ham,1,4,bet365,1.33,1.28,1.75,1.20,1.28,2.10,
12.05.2019,16:00,38,Watford,West Ham,1,4,betclic,1.35,1.30,1.72,1.24,1.30,1.95,
12.05.2019,16:00,38,Watford,West Ham,1,4,betfair,1.30,1.25,1.73,1.17,1.25,1.91,
12.05.2019,16:00,38,Watford,West Ham,1,4,betsafe,1.29,1.23,1.70,1.24,1.23,1.81,
12.05.2019,16:00,38,Watford,West Ham,1,4,betsson,1.29,1.23,1.70,1.24,1.23,1.81,
12.05.2019,16:00,38,Watford,West Ham,1,4,betvictor,1.30,1.25,1.73,1.20,1.29,1.95,
12.05.2019,16:00,38,Watford,West Ham,1,4,bwin,1.33,1.20,1.72,1.30,1.22,1.75,
12.05.2019,16:00,38,Watford,West Ham,1,4,comeon,1.33,1.27,1.77,1.21,1.27,2.05,
12.05.2019,16:00,38,Watford,West Ham,1,4,sbobet,1.32,1.30,1.73,1.21,1.27,1.88,
12.05.2019,16:00,38,Watford,West Ham,1,4,unibet,1.35,1.29,1.76,1.25,1.29,1.98,
12.05.2019,16:00,38,Watford,West Ham,1,4,william hill,1.30,1.25,1.75,1.18,1.25,2.00,
12.05.2019,16:00,38,Watford,West Ham,1,4,youwin,1.29,1.25,1.70,1.29,1.20,1.73,
12.05.2019,16:00,38,Watford,West Ham,1,4,betfair exchange,1.38,1.31,1.82,1.44,1.33,1.75,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,10bet,,1.05,5.35,,1.01,5.95,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,188bet,1.02,1.09,5.20,1.01,1.07,6.00,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,1xbet,1.05,1.08,5.55,1.01,1.05,6.00,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,888sport,1.02,1.07,5.75,1.00,1.05,7.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,bet-at-home,1.05,1.08,3.97,1.03,1.06,4.78,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,bet365,1.04,1.07,5.00,1.04,1.08,6.00,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betclic,1.04,1.08,5.25,1.03,1.06,6.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betfair,1.03,1.05,5.50,1.01,1.04,6.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betsafe,,1.03,5.45,,1.02,6.80,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betsson,,1.03,5.45,,1.02,6.80,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betvictor,1.05,1.08,5.00,1.03,1.04,6.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,bwin,1.01,1.03,5.00,1.01,1.01,6.00,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,comeon,1.01,1.07,5.40,1.00,1.06,6.20,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,unibet,1.02,1.07,5.75,1.00,1.05,7.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,william hill,1.02,1.06,5.00,1.01,1.05,6.00,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,youwin,,1.05,4.50,,1.01,5.50,
06.05.2019,21:00,37,Manchester City,Leicester,1,0,betfair exchange,1.06,1.10,5.94,1.04,1.10,6.80,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,10bet,1.01,1.11,3.85,1.00,1.11,3.40,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,188bet,1.05,1.14,3.90,1.06,1.14,2.88,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,1xbet,1.06,1.16,3.98,1.07,1.18,2.90,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,888sport,1.04,1.14,4.00,1.07,1.19,3.30,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,bet-at-home,1.06,1.13,3.27,1.10,1.17,2.78,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,bet365,1.06,1.14,3.75,1.07,1.20,3.20,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betclic,1.07,1.15,3.70,1.10,1.17,3.05,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betfair,1.03,1.11,3.75,1.05,1.14,3.20,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betsafe,,1.10,3.70,,1.13,3.15,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betsson,,1.10,3.70,,1.13,3.15,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betvictor,1.06,1.13,3.90,1.07,1.15,3.50,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,bwin,1.04,1.07,3.75,1.06,1.11,3.20,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,comeon,1.03,1.14,3.90,1.04,1.16,3.55,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,sbobet,1.04,1.14,3.85,1.06,1.17,2.89,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,unibet,1.04,1.14,4.00,1.07,1.19,3.30,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,william hill,1.02,1.12,3.80,1.07,1.18,2.90,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,youwin,1.02,1.10,3.50,1.05,1.10,3.05,
05.05.2019,17:30,37,Arsenal,Brighton,1,1,betfair exchange,1.07,1.16,4.23,1.11,1.24,3.30,
,,37,Chelsea,Watford,3,0,10bet,1.03,1.12,3.55,1.02,1.12,3.05,
,,37,Chelsea,Watford,3,0,188bet,1.07,1.15,3.55,1.10,1.16,2.55,
,,37,Chelsea,Watford,3,0,1xbet,1.06,1.16,4.00,1.07,1.18,2.90,
,,37,Chelsea,Watford,3,0,888sport,1.06,1.15,3.70,1.10,1.20,2.90,
,,37,Chelsea,Watford,3,0,bet-at-home,1.08,1.14,3.06,1.13,1.19,2.47,
,,37,Chelsea,Watford,3,0,bet365,1.06,1.14,3.50,1.11,1.18,3.20,
,,37,Chelsea,Watford,3,0,betclic,1.07,1.15,3.60,1.13,1.20,2.65,
,,37,Chelsea,Watford,3,0,betfair,1.04,1.11,3.60,1.06,1.14,2.88,
,,37,Chelsea,Watford,3,0,betsafe,1.03,1.09,3.45,1.07,1.15,2.70,
,,37,Chelsea,Watford,3,0,betsson,1.03,1.09,3.45,1.07,1.15,2.70,
,,37,Chelsea,Watford,3,0,betvictor,1.08,1.14,3.40,1.13,1.20,2.63,
,,37,Chelsea,Watford,3,0,bwin,1.05,1.08,3.60,1.09,1.14,2.75,
,,37,Chelsea,Watford,3,0,comeon,1.05,1.14,3.60,1.07,1.17,3.20,
,,37,Chelsea,Watford,3,0,sbobet,1.06,1.13,3.65,1.12,1.18,2.46,
,,37,Chelsea,Watford,3,0,unibet,1.06,1.15,3.70,1.10,1.20,2.90,
,,37,Chelsea,Watford,3,0,william hill,1.04,1.12,3.60,1.07,1.18,2.90,
,,37,Chelsea,Watford,3,0,youwin,1.03,1.10,3.40,1.08,1.13,2.65,
,,37,Chelsea,Watford,3,0,betfair exchange,1.09,1.18,3.85,1.11,1.23,3.25,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,10bet,3.35,1.13,1.03,3.00,1.13,1.02,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,188bet,3.40,1.17,1.07,3.05,1.13,1.05,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,1xbet,3.74,1.16,1.08,3.40,1.16,1.06,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,888sport,3.45,1.17,1.07,3.25,1.18,1.08,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,bet-at-home,2.94,1.15,1.08,2.89,1.16,1.09,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,bet365,3.40,1.14,1.07,3.75,1.18,1.06,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,betclic,3.30,1.16,1.09,3.05,1.18,1.10,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,betfair,3.50,1.11,1.05,3.30,1.13,1.05,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,betsafe,3.35,1.11,1.02,3.20,1.12,1.03,
05.05.2019,15:00,37,Huddersfield,Manchester Utd,1,1,betsson,3.35,1.11,1.02,3.20,1.12,1.03,
